study_id,stratum,metabolite,refmet_name,log2fc,p_value,n_pairs,mean_pre,mean_post,fdr,neg_log10_p
ST003662,all,"1,5-Anhydroglucitol","1,5-Anhydrosorbitol",-0.7293311942746753,6.979129247049551e-06,96,147.74211916769792,88.57028175097916,3.1123143939545294e-05,5.156198758865567
ST003662,all,2-Hydroxybutyric acid,2-Hydroxybutyric acid,0.14703532518066093,0.00885668114633461,121,28.42075797204959,28.96345944808264,0.021986011565166354,2.0527289902866435
ST003662,all,2-Phosphoglyceric acid,2-Phosphoglyceric acid,0.1518156883528075,0.08416549894229777,117,2.582056158213675,2.4843165358974355,0.15168128227908226,1.0748658976879661
ST003662,all,3'-AMP,3'-AMP,-0.291362411969888,0.5266104250016722,18,5.536746882166667,2.8810751675555557,0.6296428994585211,0.27851054766845157
ST003662,all,3-Hydroxybutyric acid,3-Hydroxybutyric acid,-0.1163043354814186,1.9292681738242716e-05,121,635.0746873504131,581.5484683338843,7.958231217025121e-05,4.71460739997814
ST003662,all,4-Hydroxy-proline,cis-4-Hydroxyproline,0.013152753123381673,0.677114755601125,121,1.7671030952314049,1.7781665850578512,0.7448262311612375,0.16933772200774305
ST003662,all,5'-AMP,AMP,-0.5305140244728506,2.2979136146911375e-31,121,34.69264100801653,25.00590575338843,6.319262440400628e-30,30.638666301743523
ST003662,all,5'-Methylthioadenosine,5'-Methylthioadenosine,-0.25627969024596775,3.666159069591904e-12,121,0.45580058390082645,0.39255345466942143,2.8805535546793533e-11,11.435788695525664
ST003662,all,Acetylputrescine,N-Acetylputrescine,0.03636566135139197,0.6625889781903067,121,2.83824048431405,2.851800821016528,0.7386971716310852,0.17875579264805572
ST003662,all,Adenine,Adenine,-0.14632578582681366,9.299619675282986e-05,121,0.17564688426446282,0.15964394598347106,0.00036534220152897444,4.031534812338904
ST003662,all,Alanine,Alanine,0.03061943927517499,0.3037249504282547,121,387.44171710661163,397.4625021801653,0.4074359091110734,0.5175195301488129
ST003662,all,Aminoadipic acid,Aminoadipic acid,0.07279882315304559,0.39746912524100797,110,1.501476987418182,1.6028691678363634,0.51639689499816,0.40069660099048293
ST003662,all,Arabinose,Arabinose,0.03131389358460208,0.5462155719576867,103,0.5896342214466019,0.6046188325048545,0.6483853911727935,0.26263592279955367
ST003662,all,Argininosuccinic acid,Argininosuccinic acid,0.23981535962327857,0.09691656032842967,112,0.21002413275,0.1955653462767857,0.16832876267569366,1.013602007833036
ST003662,all,Asparagine,Asparagine,0.01343675448383252,0.5961994182921786,121,26.467552007520663,26.47951937454545,0.6927669297057005,0.22460845204142924
ST003662,all,Cadaverine,Cadaverine,0.021189925202061793,0.7680180612438997,114,0.6110258824912281,0.604478965131579,0.8175676135822159,0.11462856667899587
ST003662,all,CAR 2:0,CAR 2:0,0.270138546402039,7.507802557296517e-08,106,4.958912557245283,6.585036822,4.1292914065130844e-07,7.124487157122098
ST003662,all,CAR 4:0,CAR 4:0,0.24637083350339417,1.004924732885373e-09,121,0.1541300307107438,0.1838733686942149,6.1412067009661675e-09,8.997866464926737
ST003662,all,CAR 4:0;O,CAR 4:0;OH,0.06631832917442633,0.004282861661333853,74,0.030601347121621623,0.032238130554054056,0.012184003002070443,2.3682659533152295
ST003662,all,CAR 4:1;O2,CAR DC4:0,-0.07203254859615485,0.006734425556688119,83,0.03658551256626506,0.03475910992771085,0.017637781219897456,2.1716994434748296
ST003662,all,CAR 5:0,CAR 5:0,-0.06552875819109717,0.07818729907676208,121,0.07319985747107438,0.06812590876859503,0.14336419309761395,1.106863788997237
ST003662,all,CAR 5:0;O,CAR 5:0;OH,-0.03190240382372135,0.09629548204537078,118,0.06663749449152541,0.0657890562118644,0.16832876267569366,1.0163940884600273
ST003662,all,CAR 6:0,CAR 6:0,0.25084717143469576,0.12168400418777228,5,0.027913310599999998,0.035233343,0.20280667364628713,0.9147665076332171
ST003662,all,Carnitine,Carnitine,-0.0329591295406732,0.16813880946418477,121,13.324172526280991,13.068794684123965,0.2568787366813934,0.7743320320048888
ST003662,all,Citric acid,Citric acid,0.03871570247670414,0.33105494271487823,121,248.63498610314048,254.65791936867768,0.4369925243836392,0.4800999236329201
ST003662,all,Creatine,Creatine,0.03711251584462338,0.19638409836692847,121,367.9812108636364,379.8034417049587,0.2972786810141578,0.7068936808621292
ST003662,all,Creatinine,Creatinine,0.17455483628358054,3.367262134092346e-05,121,31.218328563272728,36.13684314819008,0.00013551176881103344,4.472723073407433
ST003662,all,Cysteic acid,Cysteic acid,-0.6360168262390044,5.37431991636812e-08,112,6.777363644669643,4.604392212383928,3.0578027110370336e-07,7.269676484948255
ST003662,all,Cytidine,Cytidine,-0.27837263806638957,0.05433911643200825,68,0.18343365486764704,0.16398774844117647,0.11395835122784155,1.2648874276005526
ST003662,all,Cytosine,Cytosine,0.13652740400187352,0.06386079924281558,76,0.06308319257894736,0.06671526055263158,0.1254408556555306,1.194765650397695
ST003662,all,Dopamine,Dopamine,0.16928741822170892,0.2719619611567366,91,104.06909847594505,109.91586854035165,0.3802857931428944,0.5654918357267915
ST003662,all,GABA,gamma-Aminobutyric acid,0.08256255928812606,0.0004610532880285754,121,27.87219811818182,29.443194096694217,0.0016537780983633683,3.3362488764339817
ST003662,all,"GHS, Glutathione reduced",Glutathione,0.21695107373816347,0.2936196328167317,33,0.3082656796060606,0.4008193221515152,0.4003904083864523,0.5322149087733185
ST003662,all,"Glucono-1,5-Lactone",Gluconolactone,-0.0794022676922111,0.12426235279759261,120,0.9910949013499999,1.0763083692833333,0.20300285358022555,0.9056604276636897
ST003662,all,Glucose,Glucose,0.3683104863606884,3.8449095262873483e-10,121,2120.1084206231403,2746.3849270925616,2.4400387378362018e-09,9.415113875029377
ST003662,all,Glutamate,Glutamic acid,0.0034864806603529604,0.8983028278923945,121,110.27819535735537,111.28432164247934,0.9093249484800312,0.04657723314081808
ST003662,all,Glutamine,Glutamine,0.12691340093166958,9.525306922505684e-08,121,240.09553999917355,261.3687089247934,4.911486381916993e-07,7.021121021678268
ST003662,all,Glycerophosphocholine,sn-Glycero-3-phosphocholine,0.03780962238473892,0.2286953990936871,121,0.5293975106033059,0.5438821238181817,0.33691732902194976,0.6407425724650606
ST003662,all,Glycine,Glycine,0.14567122739956836,0.00066652924864853,121,180.35254027231406,197.00169235256197,0.0021564181573923025,3.1761807881136637
ST003662,all,"GSSG, Glutathione oxidized",Oxidized glutathione,0.34868668619495097,1.304205543933769e-07,86,429.75317499767436,516.8467742011627,6.521027719668845e-07,6.884653958020043
ST003662,all,Guanidineacetic acid,Guanidoacetic acid,0.06250529299785872,0.055446363821718886,121,2.0990989815371903,2.1993260161900823,0.11395835122784155,1.2561269296580622
ST003662,all,Guanine,Guanine,0.1487502033406923,0.005009412731315408,121,0.5280320110578512,0.5953276849917355,0.013775885011117373,2.300213184811103
ST003662,all,Histidine,Histidine,0.06683516323510072,0.0781986507805167,121,51.04942363272727,53.79554584611571,0.14336419309761395,1.106800740081219
ST003662,all,Homoserine,Homoserine,-0.1173424320097515,0.0062127115579689975,121,3.378148484983471,3.0948419016694215,0.016533829146207817,2.2067188092213192
ST003662,all,Hydroxydopamine,Hydroxydopamine,0.07621345918532767,0.04883990494278354,121,0.518208261429752,0.5348307842809918,0.1046569391631076,1.311225189994656
ST003662,all,Hypoxanthine,Hypoxanthine,1.1102525614390955,5.403052639081972e-38,121,1.3855949460247936,2.9425291910495868,2.9716789514950847e-36,37.26736080133893
ST003662,all,Inosine,Inosine,0.18716091436108812,0.07314171779205036,106,1.7183638442452833,2.032212059113207,0.1403300399498641,1.1358348441231052
ST003662,all,Inositol,Inositol,0.38634510854146703,3.058304261652469e-17,121,19.643567875925616,25.631812757157025,3.153876269829108e-16,16.514519310099814
ST003662,all,Isoleucine,Isoleucine,-0.0551720048465914,0.04461332146787532,121,37.400582344793385,35.500440776942156,0.09685786897630826,1.3505354422712335
ST003662,all,Ketamine,Ketamine,0.018858970267639136,0.7992124473388048,23,0.05161129047826087,0.05294200008695653,0.8293714076157408,0.09733776080752371
ST003662,all,Kynurenine,Kynurenine,-0.01702605420534142,0.6473528148824408,121,1.6641858670826446,1.6320914667768596,0.7315973592849502,0.18885895921673043
ST003662,all,Lactic acid,Lactic acid,3.6099593951850197,1.862100212118127e-29,79,2513.7910955913294,12793.612717063292,3.4138503888832326e-28,28.729996950422986
ST003662,all,Lactose,Lactose,0.20717634683187877,0.007351293367565247,112,0.5792642808482142,0.6620084410714286,0.018952553213254154,2.1336362455441686
ST003662,all,Leucine,Leucine,-0.029564326799600513,0.2856131876995758,121,79.40025595280991,76.45334441636363,0.39335914982648545,0.5442217436293102
ST003662,all,Mannitol,Mannitol,0.03166966635913095,0.2517767663038512,121,7.736424130438016,8.052375687619834,0.3587985163535591,0.5989843486188509
ST003662,all,Mannitol-1-phosphate,Mannitol 1-phosphate,-0.3311917589652921,0.016540632164529716,86,9.593581080127906,8.71139000166279,0.03843949728376624,1.7814478962151268
ST003662,all,Mevalonic acid,Mevalonic acid,0.03150585885402108,0.643251896522712,116,0.3347587236810345,0.3371292473103448,0.7315973592849502,0.19161892466968045
ST003662,all,N4-Acetylcytidine,N4-Acetylcytidine,-0.2002099855463877,3.6686915674120005e-11,112,1.2084406268749999,1.0717154438928571,2.5222254525957506e-10,10.435488798519758
ST003662,all,N-Acetylserine,N-Acetylserine,0.002755259939304183,0.9198108572472892,121,105.38421595471074,106.1238162070248,0.9254194600353824,0.036301468414125806
ST003662,all,NAD+,NAD,-0.1723937236820882,1.9795141376957092e-07,121,4.130606001090909,3.6956635743719004,9.606465668229178e-07,6.703441392168251
ST003662,all,NADP+,NADP,-0.2027700069639593,0.014109772192423917,93,2.8009754474623656,2.528690820892473,0.03325874873928494,1.8504799980367153
ST003662,all,Nicotinamide,Niacinamide,0.17571672810234876,1.8332642178856529e-10,121,8.670271410834713,9.685477863661157,1.2099543838045308e-09,9.73677493814725
ST003662,all,Nicotine,Nicotine,0.1436331331079017,0.08965700742133476,121,186.50190707057854,203.04640592107435,0.15906888413462617,1.0474157611437807
ST003662,all,Nicotinic acid adenine dinucleotide,Nicotinic acid adenine dinucleotide,0.03518226748390158,0.5562002797795809,113,0.18711278698230088,0.18953169578761067,0.6555217583116488,0.2547687970132157
ST003662,all,N-Methylhydantoin,N-Methylhydantoin,0.06039116117358681,0.099209560967418,121,27.97845626322314,29.26143953685951,0.17051643291274968,1.0034464722479937
ST003662,all,Ophthalmic acid,Ophthalmic acid,-0.07106620700954036,0.02963810440103775,121,1.2930922481239666,1.231489001140496,0.06699023597494834,1.5281495764854007
ST003662,all,Ornithine,Ornithine,-0.12828348394565717,9.711853107787022e-06,121,48.46727785801654,44.24184989826446,4.216988849433838e-05,5.012697894942621
ST003662,all,Oxalic acid,Oxalic acid,0.08886342678824341,0.5784374116659258,103,12.024075236446604,13.795146071203881,0.6768948434388493,0.23774362588878067
ST003662,all,Pantothenic acid,Pantothenic acid,0.38178954241416324,1.9146285510084735e-31,121,0.24807001119008265,0.31831554848760324,6.318274218327963e-30,30.71791546915993
ST003662,all,Phenylalanine,Phenylalanine,-0.03939978053587119,0.11374230692044776,121,36.4497556931405,35.152256555950416,0.19150490450891716,0.9440779676377418
ST003662,all,Phosphocholine,Choline phosphate,-0.034806592191137666,0.30227814763414584,121,48.10164434471075,46.932670430330575,0.4074359091110734,0.5195932478104016
ST003662,all,Phosphocreatine,Phosphocreatine,-0.26727086755373386,1.324032588826479e-12,116,1.9114813279568965,1.5681036319051724,1.0923268857818452e-11,11.878101325339422
ST003662,all,Proline,Proline,0.007668748565498754,0.7360867843257993,121,131.02040779024793,130.2444722198347,0.7886644117776421,0.13307097950501734
ST003662,all,Pseudouridine,Pseudouridine,0.3426001671343694,1.667124197061747e-11,121,3.4163406564380168,4.4233915966942146,1.1959804022399489e-10,10.778032044989391
ST003662,all,pyridoxine,Pyridoxine,0.023200077186482416,0.7791215903824452,25,0.032270071600000005,0.03287705128,0.8240709129045093,0.10839476066959626
