query_original,query_type,matched_term,match_basis,match_confidence,review_status,source_system,study_id,study_title,accession_or_contrast,study_link,sample_matrix,intervention_timing,platform,sex_or_subgroup,metabolite,refmet_name,source_metabolite_raw,class,superclass,subclass,log2fc,p_value,fdr,direction,significance_call,effect_interpretation,provenance_file,missing_evidence
acylcarnitine,class,CAR 6:0;OH [metab-u-hilicpos],refmet_curated_class,accepted_curated,accepted_curated,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-hilicpos,,CAR 6:0;OH [metab-u-hilicpos],CAR 6:0;OH,CAR 6:0;OH [metab-u-hilicpos],Fatty esters,Fatty Acyls,Acyl carnitines,1.12456366572562,3.1501288880651707e-52,2.75636277705703e-50,up_in_numerator,significant_FDR<0.05,"1.12 log2-units higher in HIGHER post-exercise (endurance, late post) (p=3.15e-52, FDR=2.76e-50)",data/live/volcano_motrpac_human_plasma_endur_post.csv,
acylcarnitine,class,CAR(9:0) [metab-u-rppos],inferred_name_pattern,requires_human_review,requires_human_review,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-rppos,,CAR(9:0) [metab-u-rppos],CAR(9:0),CAR(9:0) [metab-u-rppos],,,,-1.25101314091956,1.0527854292675901e-44,1.97923660702307e-42,down_in_numerator,significant_FDR<0.05,"1.25 log2-units lower in HIGHER post-exercise (endurance, late post) (p=1.05e-44, FDR=1.98e-42)",data/live/volcano_motrpac_human_plasma_endur_post.csv,refmet_class_annotation
acylcarnitine,class,CAR 2:0 [metab-u-hilicpos],refmet_curated_class,accepted_curated,accepted_curated,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-hilicpos,,CAR 2:0 [metab-u-hilicpos],CAR 2:0,CAR 2:0 [metab-u-hilicpos],Fatty esters,Fatty Acyls,Acyl carnitines,0.551319535888101,3.146597766730809e-40,2.20261843671157e-38,up_in_numerator,significant_FDR<0.05,"0.55 log2-units higher in HIGHER post-exercise (endurance, late post) (p=3.15e-40, FDR=2.20e-38)",data/live/volcano_motrpac_human_plasma_endur_post.csv,
acylcarnitine,class,CAR 16:0 [metab-u-hilicpos],refmet_curated_class,accepted_curated,accepted_curated,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-hilicpos,,CAR 16:0 [metab-u-hilicpos],CAR 16:0,CAR 16:0 [metab-u-hilicpos],Fatty esters,Fatty Acyls,Acyl carnitines,0.422496628071436,4.76751432082352e-39,2.78105002048039e-37,up_in_numerator,significant_FDR<0.05,"0.42 log2-units higher in HIGHER post-exercise (endurance, late post) (p=4.77e-39, FDR=2.78e-37)",data/live/volcano_motrpac_human_plasma_endur_post.csv,
acylcarnitine,class,Car(3:0) [metab-u-lrppos],inferred_name_pattern,requires_human_review,requires_human_review,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-lrppos,,Car(3:0) [metab-u-lrppos],Car(3:0),Car(3:0) [metab-u-lrppos],,,,-0.488679178920801,6.56485922421102e-37,4.11616673358031e-34,down_in_numerator,significant_FDR<0.05,"0.49 log2-units lower in HIGHER post-exercise (endurance, late post) (p=6.56e-37, FDR=4.12e-34)",data/live/volcano_motrpac_human_plasma_endur_post.csv,refmet_class_annotation
acylcarnitine,class,CAR 3:0 [metab-u-hilicpos],refmet_curated_class,accepted_curated,accepted_curated,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-hilicpos,,CAR 3:0 [metab-u-hilicpos],CAR 3:0,CAR 3:0 [metab-u-hilicpos],Fatty esters,Fatty Acyls,Acyl carnitines,-0.441452594959983,5.7497996510666294e-36,2.8748998255333093e-34,down_in_numerator,significant_FDR<0.05,"0.44 log2-units lower in HIGHER post-exercise (endurance, late post) (p=5.75e-36, FDR=2.87e-34)",data/live/volcano_motrpac_human_plasma_endur_post.csv,
acylcarnitine,class,CAR 18:1 [metab-u-hilicpos],refmet_curated_class,accepted_curated,accepted_curated,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-hilicpos,,CAR 18:1 [metab-u-hilicpos],CAR 18:1,CAR 18:1 [metab-u-hilicpos],Fatty esters,Fatty Acyls,Acyl carnitines,0.540848203808046,1.69161588596823e-33,7.40081950111101e-32,up_in_numerator,significant_FDR<0.05,"0.54 log2-units higher in HIGHER post-exercise (endurance, late post) (p=1.69e-33, FDR=7.40e-32)",data/live/volcano_motrpac_human_plasma_endur_post.csv,
acylcarnitine,class,CAR 9:0 [metab-u-hilicpos],refmet_curated_class,accepted_curated,accepted_curated,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-hilicpos,,CAR 9:0 [metab-u-hilicpos],CAR 9:0,CAR 9:0 [metab-u-hilicpos],Fatty esters,Fatty Acyls,Acyl carnitines,-1.09565479991127,3.48112859872215e-31,1.35377223283639e-29,down_in_numerator,significant_FDR<0.05,"1.10 log2-units lower in HIGHER post-exercise (endurance, late post) (p=3.48e-31, FDR=1.35e-29)",data/live/volcano_motrpac_human_plasma_endur_post.csv,
acylcarnitine,class,Car(2:0) [metab-u-lrppos],inferred_name_pattern,requires_human_review,requires_human_review,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-lrppos,,Car(2:0) [metab-u-lrppos],Car(2:0),Car(2:0) [metab-u-lrppos],,,,0.579706832170807,6.61879618733207e-29,2.0749926047286e-26,up_in_numerator,significant_FDR<0.05,"0.58 log2-units higher in HIGHER post-exercise (endurance, late post) (p=6.62e-29, FDR=2.07e-26)",data/live/volcano_motrpac_human_plasma_endur_post.csv,refmet_class_annotation
acylcarnitine,class,Car(18:2)_isomer2 [metab-u-lrppos],inferred_name_pattern,requires_human_review,requires_human_review,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-lrppos,,Car(18:2)_isomer2 [metab-u-lrppos],Car(18:2)_isomer2,Car(18:2)_isomer2 [metab-u-lrppos],,,,0.881109472903493,9.29506397781494e-27,1.94266837136332e-24,up_in_numerator,significant_FDR<0.05,"0.88 log2-units higher in HIGHER post-exercise (endurance, late post) (p=9.30e-27, FDR=1.94e-24)",data/live/volcano_motrpac_human_plasma_endur_post.csv,refmet_class_annotation
acylcarnitine,class,Car(18:0-OH) [metab-u-lrppos],inferred_name_pattern,requires_human_review,requires_human_review,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-lrppos,,Car(18:0-OH) [metab-u-lrppos],Car(18:0-OH),Car(18:0-OH) [metab-u-lrppos],,,,0.395591845423979,7.37405301333706e-26,8.21837455296741e-24,up_in_numerator,significant_FDR<0.05,"0.40 log2-units higher in HIGHER post-exercise (endurance, late post) (p=7.37e-26, FDR=8.22e-24)",data/live/volcano_motrpac_human_plasma_endur_post.csv,refmet_class_annotation
acylcarnitine,class,Car(18:1) [metab-u-lrppos],inferred_name_pattern,requires_human_review,requires_human_review,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-lrppos,,Car(18:1) [metab-u-lrppos],Car(18:1),Car(18:1) [metab-u-lrppos],,,,0.371693269990125,2.30999338860664e-25,2.06909407808052e-23,up_in_numerator,significant_FDR<0.05,"0.37 log2-units higher in HIGHER post-exercise (endurance, late post) (p=2.31e-25, FDR=2.07e-23)",data/live/volcano_motrpac_human_plasma_endur_post.csv,refmet_class_annotation
acylcarnitine,class,CAR 16:2 [metab-u-hilicpos],refmet_curated_class,accepted_curated,accepted_curated,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-hilicpos,,CAR 16:2 [metab-u-hilicpos],CAR 16:2,CAR 16:2 [metab-u-hilicpos],Fatty esters,Fatty Acyls,Acyl carnitines,0.927645726476889,1.3836185385536001e-22,4.03555407078132e-21,up_in_numerator,significant_FDR<0.05,"0.93 log2-units higher in HIGHER post-exercise (endurance, late post) (p=1.38e-22, FDR=4.04e-21)",data/live/volcano_motrpac_human_plasma_endur_post.csv,
acylcarnitine,class,CAR 14:0 [metab-u-hilicpos],refmet_curated_class,accepted_curated,accepted_curated,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-hilicpos,,CAR 14:0 [metab-u-hilicpos],CAR 14:0,CAR 14:0 [metab-u-hilicpos],Fatty esters,Fatty Acyls,Acyl carnitines,0.543605288530131,9.13910871169434e-22,2.46052926853309e-20,up_in_numerator,significant_FDR<0.05,"0.54 log2-units higher in HIGHER post-exercise (endurance, late post) (p=9.14e-22, FDR=2.46e-20)",data/live/volcano_motrpac_human_plasma_endur_post.csv,
acylcarnitine,class,CAR 14:1 [metab-u-hilicpos],refmet_curated_class,accepted_curated,accepted_curated,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-hilicpos,,CAR 14:1 [metab-u-hilicpos],CAR 14:1,CAR 14:1 [metab-u-hilicpos],Fatty esters,Fatty Acyls,Acyl carnitines,0.795062933403088,3.6003319228871e-21,9.000829807217761e-20,up_in_numerator,significant_FDR<0.05,"0.80 log2-units higher in HIGHER post-exercise (endurance, late post) (p=3.60e-21, FDR=9.00e-20)",data/live/volcano_motrpac_human_plasma_endur_post.csv,
acylcarnitine,class,Car(14:1)_isomer1 [metab-u-lrppos],inferred_name_pattern,requires_human_review,requires_human_review,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-lrppos,,Car(14:1)_isomer1 [metab-u-lrppos],Car(14:1)_isomer1,Car(14:1)_isomer1 [metab-u-lrppos],,,,0.737610611143985,4.42509787638469e-21,2.7745363684932e-19,up_in_numerator,significant_FDR<0.05,"0.74 log2-units higher in HIGHER post-exercise (endurance, late post) (p=4.43e-21, FDR=2.77e-19)",data/live/volcano_motrpac_human_plasma_endur_post.csv,refmet_class_annotation
acylcarnitine,class,CAR 14:2 [metab-u-hilicpos],refmet_curated_class,accepted_curated,accepted_curated,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-hilicpos,,CAR 14:2 [metab-u-hilicpos],CAR 14:2,CAR 14:2 [metab-u-hilicpos],Fatty esters,Fatty Acyls,Acyl carnitines,0.772998511430501,1.11276125841349e-18,2.3708953873767202e-17,up_in_numerator,significant_FDR<0.05,"0.77 log2-units higher in HIGHER post-exercise (endurance, late post) (p=1.11e-18, FDR=2.37e-17)",data/live/volcano_motrpac_human_plasma_endur_post.csv,
acylcarnitine,class,CAR DC6:0 [metab-u-hilicpos],refmet_curated_class,accepted_curated,accepted_curated,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-hilicpos,,CAR DC6:0 [metab-u-hilicpos],CAR DC6:0,CAR DC6:0 [metab-u-hilicpos],Fatty esters,Fatty Acyls,Acyl carnitines,0.292502389703296,1.13453513617869e-18,2.3708953873767202e-17,up_in_numerator,significant_FDR<0.05,"0.29 log2-units higher in HIGHER post-exercise (endurance, late post) (p=1.13e-18, FDR=2.37e-17)",data/live/volcano_motrpac_human_plasma_endur_post.csv,
acylcarnitine,class,CAR 18:2 [metab-u-hilicpos],refmet_curated_class,accepted_curated,accepted_curated,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-hilicpos,,CAR 18:2 [metab-u-hilicpos],CAR 18:2,CAR 18:2 [metab-u-hilicpos],Fatty esters,Fatty Acyls,Acyl carnitines,0.458480189926204,1.39955303490572e-18,2.4657902255972105e-17,up_in_numerator,significant_FDR<0.05,"0.46 log2-units higher in HIGHER post-exercise (endurance, late post) (p=1.40e-18, FDR=2.47e-17)",data/live/volcano_motrpac_human_plasma_endur_post.csv,
acylcarnitine,class,Car(16:0) [metab-u-lrppos],inferred_name_pattern,requires_human_review,requires_human_review,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-lrppos,,Car(16:0) [metab-u-lrppos],Car(16:0),Car(16:0) [metab-u-lrppos],,,,0.257145312256558,1.48788934803088e-18,5.213496408462911e-17,up_in_numerator,significant_FDR<0.05,"0.26 log2-units higher in HIGHER post-exercise (endurance, late post) (p=1.49e-18, FDR=5.21e-17)",data/live/volcano_motrpac_human_plasma_endur_post.csv,refmet_class_annotation
acylcarnitine,class,Car(14:0) [metab-u-lrppos],inferred_name_pattern,requires_human_review,requires_human_review,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-lrppos,,Car(14:0) [metab-u-lrppos],Car(14:0),Car(14:0) [metab-u-lrppos],,,,0.46203572241745,4.41617330113332e-18,1.4573371893739899e-16,up_in_numerator,significant_FDR<0.05,"0.46 log2-units higher in HIGHER post-exercise (endurance, late post) (p=4.42e-18, FDR=1.46e-16)",data/live/volcano_motrpac_human_plasma_endur_post.csv,refmet_class_annotation
acylcarnitine,class,CAR(4:0)_rp_a [metab-u-rppos],inferred_name_pattern,requires_human_review,requires_human_review,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-rppos,,CAR(4:0)_rp_a [metab-u-rppos],CAR(4:0)_rp_a,CAR(4:0)_rp_a [metab-u-rppos],,,,-0.604954033663567,1.4997642855389399e-16,7.048892142033041e-15,down_in_numerator,significant_FDR<0.05,"0.60 log2-units lower in HIGHER post-exercise (endurance, late post) (p=1.50e-16, FDR=7.05e-15)",data/live/volcano_motrpac_human_plasma_endur_post.csv,refmet_class_annotation
acylcarnitine,class,Car(14:2)_isomer1 [metab-u-lrppos],inferred_name_pattern,requires_human_review,requires_human_review,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-lrppos,,Car(14:2)_isomer1 [metab-u-lrppos],Car(14:2)_isomer1,Car(14:2)_isomer1 [metab-u-lrppos],,,,0.665183888898106,2.09122637245563e-16,5.244795742118721e-15,up_in_numerator,significant_FDR<0.05,"0.67 log2-units higher in HIGHER post-exercise (endurance, late post) (p=2.09e-16, FDR=5.24e-15)",data/live/volcano_motrpac_human_plasma_endur_post.csv,refmet_class_annotation
acylcarnitine,class,Car(4:0) [metab-u-lrppos],inferred_name_pattern,requires_human_review,requires_human_review,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-lrppos,,Car(4:0) [metab-u-lrppos],Car(4:0),Car(4:0) [metab-u-lrppos],,,,-0.325605101457317,4.1716159385641506e-15,8.71867731159908e-14,down_in_numerator,significant_FDR<0.05,"0.33 log2-units lower in HIGHER post-exercise (endurance, late post) (p=4.17e-15, FDR=8.72e-14)",data/live/volcano_motrpac_human_plasma_endur_post.csv,refmet_class_annotation
acylcarnitine,class,Car(14:0-OH) [metab-u-lrppos],inferred_name_pattern,requires_human_review,requires_human_review,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-lrppos,,Car(14:0-OH) [metab-u-lrppos],Car(14:0-OH),Car(14:0-OH) [metab-u-lrppos],,,,0.380528886351382,4.466033787884541e-15,9.03291350001164e-14,up_in_numerator,significant_FDR<0.05,"0.38 log2-units higher in HIGHER post-exercise (endurance, late post) (p=4.47e-15, FDR=9.03e-14)",data/live/volcano_motrpac_human_plasma_endur_post.csv,refmet_class_annotation
acylcarnitine,class,Car(14:1-OH) [metab-u-lrppos],inferred_name_pattern,requires_human_review,requires_human_review,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-lrppos,,Car(14:1-OH) [metab-u-lrppos],Car(14:1-OH),Car(14:1-OH) [metab-u-lrppos],,,,0.60657464812013,6.209290236353761e-15,1.21663280568556e-13,up_in_numerator,significant_FDR<0.05,"0.61 log2-units higher in HIGHER post-exercise (endurance, late post) (p=6.21e-15, FDR=1.22e-13)",data/live/volcano_motrpac_human_plasma_endur_post.csv,refmet_class_annotation
acylcarnitine,class,Car(16:3) [metab-u-lrppos],inferred_name_pattern,requires_human_review,requires_human_review,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-lrppos,,Car(16:3) [metab-u-lrppos],Car(16:3),Car(16:3) [metab-u-lrppos],,,,0.467304350136942,6.50152263066987e-15,1.23528929982728e-13,up_in_numerator,significant_FDR<0.05,"0.47 log2-units higher in HIGHER post-exercise (endurance, late post) (p=6.50e-15, FDR=1.24e-13)",data/live/volcano_motrpac_human_plasma_endur_post.csv,refmet_class_annotation
acylcarnitine,class,CAR 12:1 [metab-u-hilicpos],refmet_curated_class,accepted_curated,accepted_curated,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-hilicpos,,CAR 12:1 [metab-u-hilicpos],CAR 12:1,CAR 12:1 [metab-u-hilicpos],Fatty esters,Fatty Acyls,Acyl carnitines,0.599273332466002,1.30702402476386e-13,1.3070240247638598e-12,up_in_numerator,significant_FDR<0.05,"0.60 log2-units higher in HIGHER post-exercise (endurance, late post) (p=1.31e-13, FDR=1.31e-12)",data/live/volcano_motrpac_human_plasma_endur_post.csv,
acylcarnitine,class,Car(13:1) [metab-u-lrppos],inferred_name_pattern,requires_human_review,requires_human_review,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-lrppos,,Car(13:1) [metab-u-lrppos],Car(13:1),Car(13:1) [metab-u-lrppos],,,,-0.392880832677662,3.2617976552051697e-12,4.64806165866737e-11,down_in_numerator,significant_FDR<0.05,"0.39 log2-units lower in HIGHER post-exercise (endurance, late post) (p=3.26e-12, FDR=4.65e-11)",data/live/volcano_motrpac_human_plasma_endur_post.csv,refmet_class_annotation
acylcarnitine,class,Car(18:1-OH) [metab-u-lrppos],inferred_name_pattern,requires_human_review,requires_human_review,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-lrppos,,Car(18:1-OH) [metab-u-lrppos],Car(18:1-OH),Car(18:1-OH) [metab-u-lrppos],,,,0.268836196509319,6.784460182401e-12,9.05075858375622e-11,up_in_numerator,significant_FDR<0.05,"0.27 log2-units higher in HIGHER post-exercise (endurance, late post) (p=6.78e-12, FDR=9.05e-11)",data/live/volcano_motrpac_human_plasma_endur_post.csv,refmet_class_annotation
acylcarnitine,class,Car(12:1) [metab-u-lrppos],inferred_name_pattern,requires_human_review,requires_human_review,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-lrppos,,Car(12:1) [metab-u-lrppos],Car(12:1),Car(12:1) [metab-u-lrppos],,,,0.504994096214205,7.418755741525739e-12,9.690749687367988e-11,up_in_numerator,significant_FDR<0.05,"0.50 log2-units higher in HIGHER post-exercise (endurance, late post) (p=7.42e-12, FDR=9.69e-11)",data/live/volcano_motrpac_human_plasma_endur_post.csv,refmet_class_annotation
acylcarnitine,class,Car(20:1) [metab-u-lrppos],inferred_name_pattern,requires_human_review,requires_human_review,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-lrppos,,Car(20:1) [metab-u-lrppos],Car(20:1),Car(20:1) [metab-u-lrppos],,,,0.306841733995718,9.10142379685e-12,1.14131854412499e-10,up_in_numerator,significant_FDR<0.05,"0.31 log2-units higher in HIGHER post-exercise (endurance, late post) (p=9.10e-12, FDR=1.14e-10)",data/live/volcano_motrpac_human_plasma_endur_post.csv,refmet_class_annotation
acylcarnitine,class,CAR(11:0) [metab-u-rppos],inferred_name_pattern,requires_human_review,requires_human_review,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-rppos,,CAR(11:0) [metab-u-rppos],CAR(11:0),CAR(11:0) [metab-u-rppos],,,,-0.590230171250141,1.74405060671169e-11,2.98074103692543e-10,down_in_numerator,significant_FDR<0.05,"0.59 log2-units lower in HIGHER post-exercise (endurance, late post) (p=1.74e-11, FDR=2.98e-10)",data/live/volcano_motrpac_human_plasma_endur_post.csv,refmet_class_annotation
acylcarnitine,class,CAR 4:0 [metab-u-hilicpos],refmet_curated_class,accepted_curated,accepted_curated,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-hilicpos,,CAR 4:0 [metab-u-hilicpos],CAR 4:0,CAR 4:0 [metab-u-hilicpos],Fatty esters,Fatty Acyls,Acyl carnitines,-0.264706887885502,2.6857905526995696e-11,2.08894820765522e-10,down_in_numerator,significant_FDR<0.05,"0.26 log2-units lower in HIGHER post-exercise (endurance, late post) (p=2.69e-11, FDR=2.09e-10)",data/live/volcano_motrpac_human_plasma_endur_post.csv,
acylcarnitine,class,Carnitine [metab-u-hilicpos],refmet_curated_class,accepted_curated,accepted_curated,MoTrPAC DataHub,human-precovid-sed-adu,MoTrPAC human acute exercise (precovid sedentary adults),ADUEndur.post_3.5_4_hr - ADUEndur.pre_exercise,https://motrpac-data.org/data-download,plasma,"acute, endurance bout, late post (~3.5-4 hr) vs pre",metab-u-hilicpos,,Carnitine [metab-u-hilicpos],Carnitine,Carnitine [metab-u-hilicpos],Carnitines,Organic nitrogen compounds,Carnitines,-0.11175477301753,2.9392743565900295e-11,2.23640440175328e-10,down_in_numerator,significant_FDR<0.05,"0.11 log2-units lower in HIGHER post-exercise (endurance, late post) (p=2.94e-11, FDR=2.24e-10)",data/live/volcano_motrpac_human_plasma_endur_post.csv,
