feature_id,refmet_name,refmet_super_class,effect,effect_scale,p_value,fdr,fdr_method,fdr_scope,fdr_source,selection_status,source_study_id,source_dataset_id,contrast_id,platform,sex
CMPF [refmet: 3-Carboxy-4-methyl-5-propyl-2-furanpropanoic acid],3-Carboxy-4-methyl-5-propyl-2-furanpropanoic acid,Fatty Acyls,0.12117965641587088,log2fc,0.1577332575009579,0.2622315405953425,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
DG 16:0_24:6,DG 16:0_24:6,Glycerolipids,-0.1920584525318975,log2fc,0.1610799042787716,0.2644892255441559,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Mesaconic acid,Mesaconic acid,Fatty Acyls,-0.09498884766810328,log2fc,0.16041649991177157,0.2644892255441559,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
N-Acetyl-L-carnosine [refmet: N-Acetylcarnosine],N-Acetylcarnosine,Organic acids,0.06304779813156133,log2fc,0.1755562338038595,0.2864905410541511,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
trans-Aconitic acid,trans-Aconitic acid,Organic acids,-0.09987082578029989,log2fc,0.18419740216882372,0.29773865437973224,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
SM d36:2 [refmet: SM 36:2;O2],SM 36:2;O2,Sphingolipids,0.03935973644751294,log2fc,0.1846875111753978,0.29773865437973224,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
LPE 18:2,LPE 18:2,Glycerophospholipids,-0.11956367987223597,log2fc,0.19332710173011625,0.3097892112060899,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
HOMOCITRULLINE,Homocitrulline,Organic acids,-0.113265844467961,log2fc,0.21317506284578694,0.339328959706156,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Ethylenediaminetetraacetic acid (EDTA),Ethylenediaminetetraacetic acid (EDTA),unclassified_no_refmet_match,-0.09100195863100369,log2fc,0.21431302718283538,0.339328959706156,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Piperidine,Piperidine,Alkaloids,0.16457736215317864,log2fc,0.21755161369474235,0.34241851622959446,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
10-HYDROXYDECANOIC ACID,10-Hydroxydecanoic acid,Fatty Acyls,-0.26361670154023287,log2fc,0.22131008173947156,0.3462851867217614,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
"5,5-Dimethylhydantoin","5,5-Dimethylhydantoin",Organoheterocyclic compounds,0.03618408484692618,log2fc,0.23920609970254078,0.37209837731506346,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
FAHFA 27:2 [refmet: FAHFA 27:2;O],FAHFA 27:2;O,Fatty Acyls,-0.17455145369073688,log2fc,0.24320811081186305,0.37511047959793964,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
SN-GLYCERO-3-PHOSPHOCHOLINE,sn-Glycero-3-phosphocholine,Organic acids,-0.16862857779570256,log2fc,0.2439628307159532,0.37511047959793964,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Linoleic Acid,Linoleic acid,Fatty Acyls,-0.04354703819147332,log2fc,0.2456365377099935,0.37551332776355323,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
DL-threo-beta-Methylaspartic acid,DL-threo-beta-Methylaspartic acid,unclassified_no_refmet_match,-0.15903488325340306,log2fc,0.2496176407791859,0.3755535203575447,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
"(2R)-2,3-Dihydroxypropanoic acid [refmet: Glyceric acid]",Glyceric acid,Carbohydrates,-0.1559770067486259,log2fc,0.25131025046482314,0.3755535203575447,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
1-Stearoylglycerol [refmet: MG 18:0/0:0/0:0],MG 18:0/0:0/0:0,Glycerolipids,0.09245453501716988,log2fc,0.2509875874752687,0.3755535203575447,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
3-Methylpyrazole,3-Methylpyrazole,unclassified_no_refmet_match,0.04494545654716868,log2fc,0.25063221188771473,0.3755535203575447,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
4-Methoxyphenol sulfate,4-Methoxyphenol sulfate,Organic acids,-0.15723359055893407,log2fc,0.25389070711070855,0.3772901010695446,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Citric acid,Citric acid,Organic acids,0.17403343287112685,log2fc,0.25751041302864014,0.38054316592010157,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
D-Alanyl-D-alanine,D-Alanyl-D-Alanine,Organic acids,-0.23285619685289174,log2fc,0.2592993360796254,0.38106974252585835,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Azelaic acid,Azelaic acid,Fatty Acyls,0.27761420234453454,log2fc,0.2619176817200245,0.38112498853261645,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
DL-Glutamine [refmet: Glutamine],Glutamine,Organic acids,0.03692912802464071,log2fc,0.26220252970477,0.38112498853261645,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Urea,Urea,Organic nitrogen compounds,0.032026380630891686,log2fc,0.28044733112968906,0.4054292939157461,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Oleamide,Oleamide,Fatty Acyls,-0.055519831622202906,log2fc,0.29255244975232253,0.42064298180604215,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Pseudouridine,Pseudouridine,Nucleic acids,0.05892909857473271,log2fc,0.2999100204054847,0.428903577569134,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
S-Methyl-L-cysteine-S-oxide [refmet: S-Methylcysteine S-oxide],S-Methylcysteine S-oxide,Organic acids,-0.11721921805082795,log2fc,0.31164636015740615,0.44330444813834247,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
FA 23:0 [refmet: Tricosylic acid],Tricosylic acid,Fatty Acyls,-0.045169227721984465,log2fc,0.3218548851959706,0.4553904226708946,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
β-Muricholic acid [refmet: beta-Muricholic acid],beta-Muricholic acid,Sterol Lipids,-0.3502659407002317,log2fc,0.3390027044657282,0.4672265253258223,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
P-TOLUENESULFONIC ACID [refmet: Toluene-4-sulfonic acid],Toluene-4-sulfonic acid,Benzenoids,-0.3369909515909987,log2fc,0.3332443498596623,0.4672265253258223,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
CHOLIC ACID,Cholic acid,Sterol Lipids,-0.27567321148189805,log2fc,0.3375600566558584,0.4672265253258223,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
MGH3_methylglyoxal-derived hydroimidazolone 3,MGH3_methylglyoxal-derived hydroimidazolone 3,unclassified_no_refmet_match,-0.14157750967945779,log2fc,0.33408383806906006,0.4672265253258223,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Trifluoroacetic acid,Trifluoroacetic acid,Organic acids,0.044169227587275935,log2fc,0.3366477268573591,0.4672265253258223,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
lenticin,Lenticin,Alkaloids,0.06703394231938581,log2fc,0.3446155790987001,0.472514144537393,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Acetyl-β-methylcholine [refmet: Methacholine],Methacholine,Organic nitrogen compounds,0.02557218557440272,log2fc,0.347672348298162,0.4742607417810826,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Ornithine,Ornithine,Organic acids,-0.1292855098438032,log2fc,0.35621651819333755,0.4834367032623867,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
L-Carnitine [refmet: Carnitine],Carnitine,Organic nitrogen compounds,0.061550016981305224,log2fc,0.38163927201137926,0.5153098799747557,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Laurolactam [refmet: Azacyclotridecan-2-one],Azacyclotridecan-2-one,Polyketides,0.2652845338972304,log2fc,0.38565174976001104,0.5180978052331462,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Biliverdin,Biliverdin,Organoheterocyclic compounds,-0.08439846570108238,log2fc,0.4189247450577349,0.5599697597254145,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
"2,2'-Methylenebis(4-methyl-6-tert-butylphenol) [refmet: 2,2'-Methylenebis(6-tert-butyl-p-cresol)]","2,2'-Methylenebis(6-tert-butyl-p-cresol)",Benzenoids,-0.09988742871943064,log2fc,0.4211657440771092,0.5601504396225553,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
N-α-L-Acetyl-arginine,N-α-L-Acetyl-arginine,unclassified_no_refmet_match,-0.03399794869356978,log2fc,0.4244820803104343,0.561752404788933,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
5-Aminolevulinic acid [refmet: 5-Amino-levulinic acid],5-Amino-levulinic acid,Fatty Acyls,0.14127467356923126,log2fc,0.42739376403230944,0.5628056496663085,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
HOMOARGININE,Homoarginine,Organic acids,0.03371882678331959,log2fc,0.44777487062862936,0.5867394856513074,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
FA 16:2 [refmet: Hexadecadienoic acid],Hexadecadienoic acid,Fatty Acyls,-0.04830477514495351,log2fc,0.45078579649683986,0.5877893228831343,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
P-CRESOL SULFATE,p-Cresol sulfate,Organic acids,-0.10346127441658949,log2fc,0.4616133798916535,0.5989715075667309,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Bilirubin,Bilirubin,Organoheterocyclic compounds,-0.12622754898780922,log2fc,0.46601146829545487,0.5991019056309095,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Vanillic acid,Vanillic acid,Benzenoids,-0.08544481221754552,log2fc,0.46621840024661,0.5991019056309095,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
L-Ergothioneine [refmet: Ergothioneine],Ergothioneine,Organic acids,-0.1601233398853207,log2fc,0.47717947331453864,0.6044273328650822,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
trans-3-Indoleacrylic acid,trans-3-Indoleacrylic acid,Alkaloids,0.05753669592095973,log2fc,0.47594955177929904,0.6044273328650822,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Acetylcholine,Acetylcholine,Organic nitrogen compounds,-0.020126150075723808,log2fc,0.47575615883686795,0.6044273328650822,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Homostachydrine [refmet: (S)-Homostachydrine],(S)-Homostachydrine,Organic acids,-0.025740912288358647,log2fc,0.48771836100057886,0.6148487394604455,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Nonanoic acid [refmet: Pelargonic acid],Pelargonic acid,Fatty Acyls,0.10519462441959754,log2fc,0.49917781296360575,0.6263268785298072,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
"1-(4-fluorobenzyl)-4,5-dihydro-1H-1,2,3,4-tetraazole-5-thione","1-(4-fluorobenzyl)-4,5-dihydro-1H-1,2,3,4-tetraazole-5-thione",unclassified_no_refmet_match,-0.28614468157730705,log2fc,0.5215945032582435,0.6453215714729896,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Citraconic acid,Citraconic acid,Fatty Acyls,0.09080267180071588,log2fc,0.5202997510874684,0.6453215714729896,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
LPC 20:3-SN1 [refmet: LPC 20:3/0:0],LPC 20:3/0:0,Glycerophospholipids,-0.0422969091077424,log2fc,0.5210632504876211,0.6453215714729896,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
D(+)-Phenyllactic acid [refmet: L-3-Phenyllactic acid],L-3-Phenyllactic acid,Organic acids,-0.08940644282302096,log2fc,0.5378512219066774,0.6623538195702602,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
7-Methylguanine,7-Methylguanine,Nucleic acids,0.03378040066442062,log2fc,0.5625481589167688,0.689575162543136,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
PHOSPHOCHOLINE [refmet: Choline phosphate],Choline phosphate,Organic nitrogen compounds,-0.10877761102144583,log2fc,0.5666862799190082,0.6907851589454911,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
PE O-18:1_20:4 [refmet: PE O-18:1/20:4],PE O-18:1/20:4,Glycerophospholipids,-0.0778253293235053,log2fc,0.5687291346205359,0.6907851589454911,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Phenol sulfate [refmet: Phenyl hydrogen sulfate],Phenyl hydrogen sulfate,Benzenoids,-0.04836751207656788,log2fc,0.5721557732312397,0.6917883439977716,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
10-Propoxydecanoic acid,10-Propoxydecanoic acid,unclassified_no_refmet_match,-0.17925548727447263,log2fc,0.599593464128488,0.7120172386525796,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
1-Methyluric acid,1-Methyluric acid,Nucleic acids,-0.0609513989749942,log2fc,0.5968227325501619,0.7120172386525796,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Gentisic acid,Gentisic acid,Benzenoids,0.05007722899343448,log2fc,0.5958810990653298,0.7120172386525796,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
"4,4'-dimethoxy[1,1'-biphenyl]-2-carbonitrile","4,4'-dimethoxy[1,1'-biphenyl]-2-carbonitrile",unclassified_no_refmet_match,-0.023270818900038803,log2fc,0.5994661354809441,0.7120172386525796,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
"1-(phenylsulfonyl)-1,2,3,4,6,10b-hexahydropyrimido[2,1-a]isoindol-6-one","1-(phenylsulfonyl)-1,2,3,4,6,10b-hexahydropyrimido[2,1-a]isoindol-6-one",unclassified_no_refmet_match,-0.22810307357040385,log2fc,0.6038341375105892,0.7138661359014077,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
L-Pyroglutamic acid [refmet: Pyroglutamic acid],Pyroglutamic acid,Organic acids,0.032705386381605715,log2fc,0.6387184016176212,0.7517659063287045,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
DL-α-Aminocaprylic acid [refmet: 2-Aminocaprylic acid],2-Aminocaprylic acid,Fatty Acyls,-0.07849155215435866,log2fc,0.6445129624980699,0.755244264425051,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
PC 38:3,PC 38:3,Glycerophospholipids,0.027460056595287118,log2fc,0.6759556681620953,0.7886149461891112,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Ortophosphate,Ortophosphate,unclassified_no_refmet_match,0.04860687991153306,log2fc,0.6905910096108777,0.8021712164039017,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
L-Cystine [refmet: Cystine],Cystine,Organic acids,-0.15225507310760752,log2fc,0.7050344450360089,0.8082981684447852,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Isocitric acid,Isocitric acid,Organic acids,0.08527000668649097,log2fc,0.7051370741480398,0.8082981684447852,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
L-Glutamic acid [refmet: Glutamic acid],Glutamic acid,Organic acids,-0.04143982756402533,log2fc,0.7013414824670412,0.8082981684447852,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
4-QUINOLINECARBOXYLIC ACID,4-Quinolinecarboxylic acid,Alkaloids,0.03927156139321921,log2fc,0.7080205761189283,0.8082981684447852,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
NP-016582,NP-016582,unclassified_no_refmet_match,-0.017520294037377898,log2fc,0.7121374167935349,0.8095237302011978,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Imidazolelactic acid,Imidazolelactic acid,Alkaloids,-0.01505798147514806,log2fc,0.7179993423213773,0.812714149180793,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
D-(+)-Pipecolinic acid [refmet: Pipecolic acid],Pipecolic acid,Organic acids,0.007701820248889727,log2fc,0.7451140152835417,0.839831898582297,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
1-Aminocyclohexanecarboxylic acid [refmet: 1-Azaniumylcyclohexane-1-carboxylate],1-Azaniumylcyclohexane-1-carboxylate,Organic acids,0.028114059010534327,log2fc,0.7502217963556665,0.8420210878928578,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Nicotinamide [refmet: Niacinamide],Niacinamide,Alkaloids,0.06758740103846793,log2fc,0.7680983579366277,0.8573543668001758,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
2-Oxoglutaric acid,2-Oxoglutaric acid,Organic acids,0.016431931389491103,log2fc,0.7703296754332407,0.8573543668001758,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Methyl isonicotinate,Methyl isonicotinate,unclassified_no_refmet_match,0.027819463778978815,log2fc,0.7781697073421572,0.8624714256375576,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
FA 26:1 [refmet: Hexacosenoic acid],Hexacosenoic acid,Fatty Acyls,0.028935409134824584,log2fc,0.7869934277182032,0.8686317500956102,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
