feature_id,refmet_name,refmet_super_class,effect,effect_scale,p_value,fdr,fdr_method,fdr_scope,fdr_source,selection_status,source_study_id,source_dataset_id,contrast_id,platform,sex
LPE 16:0,LPE 16:0,Glycerophospholipids,-0.3226073292550301,log2fc,0.00018627548721281633,0.0008122832721083466,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,lower_in_numerator,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
methyl {[(2-oxo-2H-pyran-6-yl)carbonyl]amino}methanethioate,methyl {[(2-oxo-2H-pyran-6-yl)carbonyl]amino}methanethioate,unclassified_no_refmet_match,-0.37849025095262523,log2fc,0.00019201243559845407,0.0008237952882127223,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,lower_in_numerator,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
1-pentadecanoyl-2-hydroxy-sn-glycero-3-phosphocholine,1-pentadecanoyl-2-hydroxy-sn-glycero-3-phosphocholine,unclassified_no_refmet_match,-0.15620575691085653,log2fc,0.00034094258796512716,0.0013741019454352095,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,lower_in_numerator,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
DL-Arginine [refmet: Arginine],Arginine,Organic acids,-0.18960727130064806,log2fc,0.00036498117525376897,0.0014490297405597395,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,lower_in_numerator,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
3-Hydroxy-2-methyl-4-pyrone sulfate,3-Hydroxy-2-methyl-4-pyrone sulfate,unclassified_no_refmet_match,-1.0527049194848632,log2fc,0.00039164487347509615,0.0015320225932996408,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,lower_in_numerator,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Isoleucine,Isoleucine,Organic acids,-0.2747125423851216,log2fc,0.00041649956672267657,0.0015826983535461709,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,lower_in_numerator,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
LPC 18:0-SN1 [refmet: LPC 18:0/0:0],LPC 18:0/0:0,Glycerophospholipids,-0.1115047307315698,log2fc,0.00041299509394179855,0.0015826983535461709,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,lower_in_numerator,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
2-(1H-indol-3-yl)acetic acid [refmet: Indoleacetic acid],Indoleacetic acid,Alkaloids,-0.3040374209862253,log2fc,0.0004973993734425883,0.00186349624416519,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,lower_in_numerator,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
D-(+)-Proline [refmet: D-Proline],D-Proline,Organic acids,-0.15167404815471816,log2fc,0.0005550329176096416,0.0020505382789467314,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,lower_in_numerator,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
L-Phenylalanine [refmet: Phenylalanine],Phenylalanine,Organic acids,-0.28008332237209643,log2fc,0.0005678269013047154,0.0020690678869459494,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,lower_in_numerator,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
L-Isoleucine [refmet: Isoleucine],Isoleucine,Organic acids,-0.2680625729308472,log2fc,0.0006201715615892038,0.0021706004655622133,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,lower_in_numerator,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
5-Acetylamino-6-amino-3-methyluracil; AIF; CE0; MS2Dec,5-Acetylamino-6-amino-3-methyluracil; AIF; CE0; MS2Dec,unclassified_no_refmet_match,-0.2536948046787471,log2fc,0.0006291305978780519,0.0021733602472150883,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,lower_in_numerator,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Salicylic acid,Salicylic acid,Benzenoids,-0.4532421845438022,log2fc,0.0008240044155442915,0.002739814681684769,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,lower_in_numerator,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
L(+)-Ornithine [refmet: Ornithine],Ornithine,Organic acids,-0.417159818995454,log2fc,0.0008186709513755221,0.002739814681684769,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,lower_in_numerator,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Hippuric acid,Hippuric acid,Benzenoids,-0.5369469232946193,log2fc,0.001054103762553717,0.0034194097663327893,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,lower_in_numerator,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Pyruvic acid,Pyruvic acid,Organic acids,-0.29871467508688715,log2fc,0.0011349162897656435,0.003637201603345315,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,lower_in_numerator,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Lactamide,Lactamide,Organic acids,-0.20046282834810225,log2fc,0.0013967363111543844,0.004370963044318426,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,lower_in_numerator,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
D-(-)-Quinic acid [refmet: Quinic acid],Quinic acid,Benzenoids,-0.31447795690650027,log2fc,0.0016901276521555666,0.005167516729579089,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,lower_in_numerator,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
L-Valine [refmet: Valine],Valine,Organic acids,-0.18049373936984492,log2fc,0.0018211726526456958,0.0055049082454972165,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,lower_in_numerator,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
LPA 16:0,LPA 16:0,Glycerophospholipids,-0.11088031195383134,log2fc,0.001922884643509511,0.005688960504300551,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,lower_in_numerator,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
DL-Malic acid [refmet: Malic acid],Malic acid,Organic acids,-0.3887473079601602,log2fc,0.0022270505870434706,0.0064222277131207985,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,lower_in_numerator,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
1-AMINOCYCLOPROPANECARBOXYLATE [refmet: 1-Aminocyclopropanecarboxylic acid],1-Aminocyclopropanecarboxylic acid,Organic acids,-0.1585040435508504,log2fc,0.0022283505529199915,0.0064222277131207985,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,lower_in_numerator,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
cis-4-Hydroxy-D-proline,cis-4-Hydroxy-D-proline,Organic acids,-0.20773086245274391,log2fc,0.002993504711648676,0.008470981418069658,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,lower_in_numerator,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Oleoyl-L-α-lysophosphatidic acid [refmet: LPA 18:1(9Z)/0:0],LPA 18:1(9Z)/0:0,Glycerophospholipids,-0.09750299125811256,log2fc,0.0036163859640508562,0.010125880699342399,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,lower_in_numerator,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Butyryl-carnitine; AIF; CE10; CorrDec,Butyryl-carnitine; AIF; CE10; CorrDec,unclassified_no_refmet_match,-0.24696221559750112,log2fc,0.004018087202066597,0.011133449955726196,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,lower_in_numerator,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Choline,Choline,Organic nitrogen compounds,-0.13721120109970136,log2fc,0.0043605744031898,0.011957863827303988,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,lower_in_numerator,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
D-α-Tocopherol [refmet: alpha-Tocopherol],alpha-Tocopherol,Prenol Lipids,-0.19838106259214613,log2fc,0.006631727230185944,0.01764039443229461,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,lower_in_numerator,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
1-Methylhistidine,1-Methylhistidine,Organic acids,-0.15294804940036033,log2fc,0.006988658753474465,0.018273586760340403,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,lower_in_numerator,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
1-Stearoyl-sn-glycero-3-phosphocholine [refmet: LPC 18:0/0:0],LPC 18:0/0:0,Glycerophospholipids,-0.07359809735280365,log2fc,0.00700716484795008,0.018273586760340403,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,lower_in_numerator,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Creatine,Creatine,Organic acids,-0.23095772312766608,log2fc,0.008292798407737563,0.02141635316949701,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,lower_in_numerator,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Valeric acid,Valeric acid,Fatty Acyls,-0.4525386058955149,log2fc,0.00901618694841248,0.02284100693597828,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,lower_in_numerator,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
DG 18:1_18:1,DG 18:1_18:1,Glycerolipids,-0.1511078475255262,log2fc,0.010328934156057094,0.02591977816519988,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,lower_in_numerator,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
3-Methylhistidine,3-Methylhistidine,Organic acids,-0.27154001020746843,log2fc,0.01111351599902637,0.027627993044308543,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,lower_in_numerator,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
LPC O-18:1,LPC O-18:1,Glycerophospholipids,-0.09867069646318745,log2fc,0.012892856865241423,0.03117727205594744,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,lower_in_numerator,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
3-Indoxyl sulphate [refmet: Indoxyl sulfate],Indoxyl sulfate,Alkaloids,-0.2943246156759701,log2fc,0.013687953388196618,0.03280176217351622,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,lower_in_numerator,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Pyrrolidine,Pyrrolidine,Alkaloids,-0.39483974537137945,log2fc,0.014296788575264742,0.03395487286625376,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,lower_in_numerator,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
N-Phenylacetylglutamine [refmet: alpha-N-Phenylacetylglutamine],alpha-N-Phenylacetylglutamine,Organic acids,-0.3673830663140119,log2fc,0.017482338417857207,0.04079212297500015,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,lower_in_numerator,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
4-METHYL-2-OXO-PENTANOIC ACID [refmet: Ketoleucine],Ketoleucine,Organic acids,-0.1566545896419263,log2fc,0.02134544423047168,0.04894731176987472,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,lower_in_numerator,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Valdecoxib,Valdecoxib,Benzenoids,-0.10613622036216752,log2fc,0.023534433746792115,0.053135765672710285,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
5-Methyl-uridine [refmet: Ribothymidine],Ribothymidine,Nucleic acids,0.10588409166842631,log2fc,0.023571505072856443,0.053135765672710285,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Prolinamide,Prolinamide,Organic acids,-0.08285496132858003,log2fc,0.024233039145793167,0.054167969855302374,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Nipecotic acid,Nipecotic acid,Organoheterocyclic compounds,-0.1718044415967317,log2fc,0.026364431512042128,0.05844115651836005,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
4-Indolecarbaldehyde [refmet: Indole-4-carboxaldehyde],Indole-4-carboxaldehyde,Alkaloids,-0.2713012210876716,log2fc,0.03250028371203995,0.0714469046892779,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Glu-Gln,Glu-Gln,Organic acids,0.11556246989391153,log2fc,0.043858268137858425,0.09437490638624621,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
FA 2:0 [refmet: Acetic acid],Acetic acid,Fatty Acyls,0.11162271793317227,log2fc,0.0439074729187502,0.09437490638624621,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
PC O-36:5,PC O-36:5,Glycerophospholipids,0.05511914527104379,log2fc,0.043994317262761394,0.09437490638624621,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
ST 27:1;O;S,ST 27:1;O;S,Sterol Lipids,-0.17226260919242845,log2fc,0.046044155844717945,0.09798196363755979,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Adipic acid,Adipic acid,Fatty Acyls,0.27583400256363955,log2fc,0.04865379972584087,0.1027135771989974,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Guanidineacetic acid [refmet: Guanidoacetic acid],Guanidoacetic acid,Organic acids,-0.10206917328925176,log2fc,0.051410112516200056,0.10767787345912767,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
"N,N-Dimethyl-lysine; AIF; CE0; MS2Dec","N,N-Dimethyl-lysine; AIF; CE0; MS2Dec",unclassified_no_refmet_match,-0.1326604498281796,log2fc,0.0523940183725974,0.10888131943055397,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
3-Hydroxypyridine,3-Hydroxypyridine,Alkaloids,-0.16523366876633902,log2fc,0.054327363142605105,0.11202386508475161,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Stearic Acid,Stearic acid,Fatty Acyls,0.12377880153547013,log2fc,0.05516893880948688,0.11212035206990205,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
β-Alanine [refmet: beta-Alanine],beta-Alanine,Organic acids,-0.11338201064285944,log2fc,0.05521716586901191,0.11212035206990205,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Acrylic acid,Acrylic acid,Fatty Acyls,0.08612169648269791,log2fc,0.056021900271141595,0.11289261721305806,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Methylmalonic acid; LC-tDDA; CE20,Methylmalonic acid; LC-tDDA; CE20,unclassified_no_refmet_match,0.24949715173114595,log2fc,0.056978432064014504,0.11395686412802901,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
LPE 18:1,LPE 18:1,Glycerophospholipids,-0.16815699531043612,log2fc,0.05757712062615466,0.11429488124296372,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
"N6,N6,N6-Trimethyl-L-lysine [refmet: N-6-Trimethyllysine]",N-6-Trimethyllysine,Organic acids,-0.14232337191758965,log2fc,0.05961499593628389,0.1174636216226038,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
N6-Acetyl-L-lysine [refmet: N6-Acetyllysine],N6-Acetyllysine,Organic acids,-0.13165641614211596,log2fc,0.06007090417386003,0.1174916213988733,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
3-Hydroxyphenylacetic acid,3-Hydroxyphenylacetic acid,Organic acids,-0.2128394687751193,log2fc,0.061124031947797516,0.11867877735849737,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
L-(+)-Lactic acid [refmet: Lactic acid],Lactic acid,Organic acids,-0.2048082828742793,log2fc,0.06371859746167771,0.12281990525221936,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Lidocaine,Lidocaine,Organic acids,1.552486643774471,log2fc,0.06664038951495477,0.12661674007841406,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
SM d32:1 [refmet: SM 32:1;O2],SM 32:1;O2,Sphingolipids,0.050338094481063154,log2fc,0.06646267619372376,0.12661674007841406,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
LPC O-16:0,LPC O-16:0,Glycerophospholipids,-0.10482020023647222,log2fc,0.06919623083603788,0.1305404071091211,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
"Xylenesulfonate [refmet: 2,5-Dimethylbenzenesulfonic acid]","2,5-Dimethylbenzenesulfonic acid",Benzenoids,0.18095941258068504,log2fc,0.07826445332355667,0.14660806045116953,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
INDOLEPROPIONIC ACID,Indolepropionic acid,Alkaloids,-0.14434163358255697,log2fc,0.08065951419957368,0.15003797746214403,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
N6-Methyl-lysine; AIF; CE10; MS2Dec,N6-Methyl-lysine; AIF; CE10; MS2Dec,unclassified_no_refmet_match,-0.19461937721113473,log2fc,0.09005212787251003,0.1663462917644977,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Succinic semialdehyde [refmet: Succinic acid semialdehyde],Succinic acid semialdehyde,Fatty Acyls,0.0928105185944811,log2fc,0.09716031253295104,0.17823891816389642,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
SM d34:2 [refmet: SM 34:2;O2],SM 34:2;O2,Sphingolipids,0.04033921151448183,log2fc,0.10252621488088448,0.18679433670078954,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
4-Acetamidobutanoic acid,4-Acetamidobutanoic acid,Organic acids,0.1644790975255797,log2fc,0.10334181072833826,0.18699946703223114,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
LPC 14:0-SN1 [refmet: LPC 14:0/0:0],LPC 14:0/0:0,Glycerophospholipids,-0.07938767487044984,log2fc,0.10415705065882752,0.18720118564356839,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Creatinine,Creatinine,Organoheterocyclic compounds,0.03675008640933722,log2fc,0.10809812359183212,0.19298054278810298,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
"1,5-ANHYDRO-GLUCITOL [refmet: 1,5-Anhydrosorbitol]","1,5-Anhydrosorbitol",Carbohydrates,0.04240417405116235,log2fc,0.11051353480830518,0.1959773350600612,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
DL-β-Leucine [refmet: beta-Leucine],beta-Leucine,Organic acids,-0.15071864157046172,log2fc,0.11336171476932494,0.19969679555391018,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
2-Methoxyphenol sulfate [refmet: Guaiacol sulfate],Guaiacol sulfate,Organic acids,-0.2409638605721057,log2fc,0.1182580774539644,0.2069516355444377,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Glycylproline [refmet: Gly-Pro],Gly-Pro,Organic acids,-0.2922106376890484,log2fc,0.12215727034176178,0.211791994967863,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
(S)-(+)-2-Amino-1-propanol,(S)-(+)-2-Amino-1-propanol,unclassified_no_refmet_match,-0.1798322393871913,log2fc,0.12261641813928911,0.211791994967863,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Pentacosanoic acid [refmet: Hyenic acid],Hyenic acid,Fatty Acyls,0.11644049566025409,log2fc,0.1248714568486007,0.21429553239824375,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Gabapentin,Gabapentin,Organic acids,0.0973235950716126,log2fc,0.1289438973812217,0.21986587630387802,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Betonicine; AIF; CE10; CorrDec,Betonicine; AIF; CE10; CorrDec,unclassified_no_refmet_match,0.21034291688735232,log2fc,0.1349293523635609,0.228606418654186,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Deoxycholic Acid,Deoxycholic acid,Sterol Lipids,-0.30199352584732797,log2fc,0.13967378370663794,0.23514700294914997,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
Prolylleucine [refmet: Pro-Leu],Pro-Leu,Organic acids,0.09439428701762939,log2fc,0.15304588151205759,0.25603902190067496,benjamini_hochberg,within_study_all_266_paired_tested_features_scan_lane_bh,provided,not_selected,ST004303,ST004303_human_plasma_paired_ttest,ST004303_4P_vs_1P_paired_arms_pooled,not_reported,
