feature_id,refmet_name,refmet_super_class,effect,effect_scale,p_value,fdr,fdr_method,fdr_scope,fdr_source,selection_status,source_study_id,source_dataset_id,contrast_id,platform,sex
pi(36:3)_feature2 [refmet: pi(36:3)_lp_b],pi(36:3)_lp_b,unclassified_no_refmet_match,0.5742583,log2fc,0.0003167844,0.24270512,benjamini_hochberg,within_male_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_male,not_reported,male
pc(34:3)>pc(16:0_18:3)_m+h2co2_feature3 [refmet: pc(16:0_18:3)_ln_c],pc(16:0_18:3)_ln_c,unclassified_no_refmet_match,0.7116132,log2fc,0.0003339885,0.24894464,benjamini_hochberg,within_male_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_male,not_reported,male
4-acetamidobutanoate [refmet: 4-acetamidobutanoic acid],4-acetamidobutanoic acid,Organic acids,-0.5247556,log2fc,0.00035102636,0.25704834,benjamini_hochberg,within_male_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_male,not_reported,male
pipecolic acid [source metabolite label NA],pipecolic acid,Organic acids,-0.2557094,log2fc,0.00036460467,0.26198748,benjamini_hochberg,within_male_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_male,not_reported,male
tg(58:10)_m+nh3_feature3 [refmet: tg(58:10)_lp_c],tg(58:10)_lp_c,unclassified_no_refmet_match,-0.71919453,log2fc,0.00036912854,0.26311,benjamini_hochberg,within_male_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_male,not_reported,male
sie(22:6)_m+nh3_feature1 [refmet: sitosterol ester(22:6)],sitosterol ester(22:6),unclassified_no_refmet_match,-0.6827494,log2fc,0.00038999922,0.26927727,benjamini_hochberg,within_male_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_male,not_reported,male
pc(33:3)_feature2 [refmet: pc(33:3)_lp_b],pc(33:3)_lp_b,unclassified_no_refmet_match,0.7498218,log2fc,0.0004108062,0.27678508,benjamini_hochberg,within_male_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_male,not_reported,male
car(8:0) [source metabolite label NA],car(8:0),unclassified_no_refmet_match,-0.45798436,log2fc,0.00041314785,0.2774338,benjamini_hochberg,within_male_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_male,not_reported,male
putrescine,putrescine,Organic nitrogen compounds,-0.6203039,log2fc,0.0004190182,0.27988297,benjamini_hochberg,within_male_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_male,not_reported,male
pe(40:6)>pe(18:0_22:6)_feature2 [refmet: pe(18:0_22:6)_ln_b],pe(18:0_22:6)_ln_b,unclassified_no_refmet_match,-0.7645941,log2fc,0.00046247675,0.2964629,benjamini_hochberg,within_male_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_male,not_reported,male
5-methylcytosine,5-methylcytosine,Nucleic acids,0.5864189,log2fc,0.00047098138,0.29840016,benjamini_hochberg,within_male_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_male,not_reported,male
pc(30:0)_feature2 [refmet: pc(30:0)_lp_b],pc(30:0)_lp_b,unclassified_no_refmet_match,-0.7364235,log2fc,0.00061243493,0.3507469,benjamini_hochberg,within_male_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_male,not_reported,male
c40:6 pe [refmet: pe(40:6)],pe(40:6),unclassified_no_refmet_match,-0.6324086,log2fc,0.00062862213,0.35630423,benjamini_hochberg,within_male_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_male,not_reported,male
pc(32:2) [source metabolite label NA],pc(32:2),unclassified_no_refmet_match,0.36749917,log2fc,0.0006447774,0.36122724,benjamini_hochberg,within_male_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_male,not_reported,male
pc(38:6)_feature2 [refmet: pc(38:6)_lp_b],pc(38:6)_lp_b,unclassified_no_refmet_match,-0.4780275,log2fc,0.0006564085,0.36470142,benjamini_hochberg,within_male_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_male,not_reported,male
tg(56:4)>tg(18:1_18:2_20:1)_and_tg(18:1_18:1_20:2)_m+nh3_feature3 [refmet: tg(56:4)_lp_c],tg(56:4)_lp_c,unclassified_no_refmet_match,-0.6260243,log2fc,0.0006583451,0.3652738,benjamini_hochberg,within_male_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_male,not_reported,male
ce(16:1)_m+nh3_feature1 [refmet: ce(16:1)],ce(16:1),unclassified_no_refmet_match,0.78518075,log2fc,0.0007661773,0.39892313,benjamini_hochberg,within_male_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_male,not_reported,male
tg(52:4)>tg(16:0_16:0_20:4)_and_tg(16:1_18:1_18:2)_and_tg(16:0_18:1_18:2)_m+nh3_feature6 [refmet: tg(52:4)_lp_f],tg(52:4)_lp_f,unclassified_no_refmet_match,-0.6914444,log2fc,0.0007982674,0.40945953,benjamini_hochberg,within_male_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_male,not_reported,male
pc(o-36:4)>pc(o-16:0/20:4)  m+ h2co2_feature4 [refmet: pc(o-16:0/20:4)_ln_d],pc(o-16:0/20:4)_ln_d,unclassified_no_refmet_match,-0.41086537,log2fc,0.0008135654,0.41396934,benjamini_hochberg,within_male_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_male,not_reported,male
lpc(19:1/0:0)_and_lpc(0:0/19:1)_feature1and2 [refmet: lpc(19:1)_lp_ab],lpc(19:1)_lp_ab,unclassified_no_refmet_match,0.40241227,log2fc,0.0008333221,0.41908354,benjamini_hochberg,within_male_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_male,not_reported,male
car(16:3) [source metabolite label NA],car(16:3),unclassified_no_refmet_match,-0.42454067,log2fc,0.0010016564,0.46931413,benjamini_hochberg,within_male_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_male,not_reported,male
pc(32:1)>pc(14:0_18:1)_and_pc(16:0_16:1)_m+h2co2_feature1 [refmet: pc(32:1)_ln_a],pc(32:1)_ln_a,unclassified_no_refmet_match,0.78808683,log2fc,0.0010566397,0.48364562,benjamini_hochberg,within_male_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_male,not_reported,male
