feature_id,refmet_name,refmet_super_class,effect,effect_scale,p_value,fdr,fdr_method,fdr_scope,fdr_source,selection_status,source_study_id,source_dataset_id,contrast_id,platform,sex
CAR 12:1 [metab-u-hilicpos] [refmet: CAR 12:1],CAR 12:1,Fatty Acyls,0.599273332466002,log2fc,1.30702402476386e-13,1.3070240247638598e-12,benjamini_hochberg,within_each_platform_da_table_as_released_by_motrpac_v1.3_dream_acute,provided,higher_in_numerator,MoTrPAC_human_precovid_sed_adu,motrpac_human_plasma_endur_post,motrpac_human_precovid_endur_post_3.5_4hr_vs_pre,metab-u-hilicpos,
Cer(d42:3) [metab-u-lrppos] [refmet: Cer(d42:3)],Cer(d42:3),unclassified_no_refmet_match,0.173572030958184,log2fc,1.47787387387105e-13,2.4384918918872298e-12,benjamini_hochberg,within_each_platform_da_table_as_released_by_motrpac_v1.3_dream_acute,provided,higher_in_numerator,MoTrPAC_human_precovid_sed_adu,motrpac_human_plasma_endur_post,motrpac_human_precovid_endur_post_3.5_4hr_vs_pre,metab-u-lrppos,
PC(38:7)_isomer2 [metab-u-lrppos] [refmet: PC(38:7)_isomer2],PC(38:7)_isomer2,unclassified_no_refmet_match,0.213027272202691,log2fc,1.93874724834482e-13,3.1169090377236e-12,benjamini_hochberg,within_each_platform_da_table_as_released_by_motrpac_v1.3_dream_acute,provided,higher_in_numerator,MoTrPAC_human_precovid_sed_adu,motrpac_human_plasma_endur_post,motrpac_human_precovid_endur_post_3.5_4hr_vs_pre,metab-u-lrppos,
SM 18:1;O2/22:2 [metab-u-hilicpos] [refmet: SM 18:1;O2/22:2],SM 18:1;O2/22:2,Sphingolipids,0.139008361751504,log2fc,7.47658468179786e-13,6.70975548366475e-12,benjamini_hochberg,within_each_platform_da_table_as_released_by_motrpac_v1.3_dream_acute,provided,higher_in_numerator,MoTrPAC_human_precovid_sed_adu,motrpac_human_plasma_endur_post,motrpac_human_precovid_endur_post_3.5_4hr_vs_pre,metab-u-hilicpos,
SM(d36:2) [metab-u-rppos] [refmet: SM(d36:2)],SM(d36:2),unclassified_no_refmet_match,0.240434633603076,log2fc,7.12949815310882e-13,1.6754320659805698e-11,benjamini_hochberg,within_each_platform_da_table_as_released_by_motrpac_v1.3_dream_acute,provided,higher_in_numerator,MoTrPAC_human_precovid_sed_adu,motrpac_human_plasma_endur_post,motrpac_human_precovid_endur_post_3.5_4hr_vs_pre,metab-u-rppos,
FA 22:4 [metab-u-lrpneg] [refmet: FA 22:4],FA 22:4,unclassified_no_refmet_match,0.431744865814995,log2fc,3.83505267277836e-13,2.59824818580734e-11,benjamini_hochberg,within_each_platform_da_table_as_released_by_motrpac_v1.3_dream_acute,provided,higher_in_numerator,MoTrPAC_human_precovid_sed_adu,motrpac_human_plasma_endur_post,motrpac_human_precovid_endur_post_3.5_4hr_vs_pre,metab-u-lrpneg,
PC(39:6)_isomer2 [metab-u-lrppos] [refmet: PC(39:6)_isomer2],PC(39:6)_isomer2,unclassified_no_refmet_match,0.224807658907203,log2fc,3.78716648385044e-12,5.2767853008316193e-11,benjamini_hochberg,within_each_platform_da_table_as_released_by_motrpac_v1.3_dream_acute,provided,higher_in_numerator,MoTrPAC_human_precovid_sed_adu,motrpac_human_plasma_endur_post,motrpac_human_precovid_endur_post_3.5_4hr_vs_pre,metab-u-lrppos,
Xanthine [metab-u-hilicpos] [refmet: Xanthine],Xanthine,Nucleic acids,0.498770554850813,log2fc,7.33021643444003e-12,6.10851369536669e-11,benjamini_hochberg,within_each_platform_da_table_as_released_by_motrpac_v1.3_dream_acute,provided,higher_in_numerator,MoTrPAC_human_precovid_sed_adu,motrpac_human_plasma_endur_post,motrpac_human_precovid_endur_post_3.5_4hr_vs_pre,metab-u-hilicpos,
Car(18:1-OH) [metab-u-lrppos] [refmet: Car(18:1-OH)],Car(18:1-OH),unclassified_no_refmet_match,0.268836196509319,log2fc,6.784460182401e-12,9.05075858375622e-11,benjamini_hochberg,within_each_platform_da_table_as_released_by_motrpac_v1.3_dream_acute,provided,higher_in_numerator,MoTrPAC_human_precovid_sed_adu,motrpac_human_plasma_endur_post,motrpac_human_precovid_endur_post_3.5_4hr_vs_pre,metab-u-lrppos,
Car(12:1) [metab-u-lrppos] [refmet: Car(12:1)],Car(12:1),unclassified_no_refmet_match,0.504994096214205,log2fc,7.418755741525739e-12,9.690749687367989e-11,benjamini_hochberg,within_each_platform_da_table_as_released_by_motrpac_v1.3_dream_acute,provided,higher_in_numerator,MoTrPAC_human_precovid_sed_adu,motrpac_human_plasma_endur_post,motrpac_human_precovid_endur_post_3.5_4hr_vs_pre,metab-u-lrppos,
