feature_id,refmet_name,refmet_super_class,effect,effect_scale,p_value,fdr,fdr_method,fdr_scope,fdr_source,selection_status,source_study_id,source_dataset_id,contrast_id,platform,sex
lpc(20:1)_feature2 [refmet: lpc(20:1)_ln_b],lpc(20:1)_ln_b,unclassified_no_refmet_match,0.2809973,log2fc,0.0076488266,1.0,benjamini_hochberg,within_female_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_female,not_reported,female
cer(d34:1)_m+h2co2_feature1 [refmet: cer(d34:1)],cer(d34:1),unclassified_no_refmet_match,-0.2804412,log2fc,0.018488018,1.0,benjamini_hochberg,within_female_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_female,not_reported,female
sm(d34:0) [source metabolite label NA],sm(d34:0),unclassified_no_refmet_match,-0.2802201,log2fc,0.010754159,1.0,benjamini_hochberg,within_female_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_female,not_reported,female
"14,15-dihetre","14,15-dihetre",Fatty Acyls,-0.2801503,log2fc,0.32795578,1.0,benjamini_hochberg,within_female_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_female,not_reported,female
4-acetamidobutanoate [refmet: 4-acetamidobutanoic acid],4-acetamidobutanoic acid,Organic acids,-0.28008422,log2fc,0.038622893,1.0,benjamini_hochberg,within_female_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_female,not_reported,female
pc(42:4)_feature3 [refmet: pc(42:4)_lp_c],pc(42:4)_lp_c,unclassified_no_refmet_match,-0.2793933,log2fc,0.049902707,1.0,benjamini_hochberg,within_female_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_female,not_reported,female
pc(38:6)_feature2 [refmet: pc(38:6)_lp_b],pc(38:6)_lp_b,unclassified_no_refmet_match,-0.2792582,log2fc,0.03475358,1.0,benjamini_hochberg,within_female_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_female,not_reported,female
pc(37:4)>pc(17:0_20:4)_m+h2co2_feature3 [refmet: pc(17:0_20:4)_ln_c],pc(17:0_20:4)_ln_c,unclassified_no_refmet_match,-0.27809963,log2fc,0.019808266,1.0,benjamini_hochberg,within_female_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_female,not_reported,female
alanine [source metabolite label NA],alanine,Organic acids,0.27719265,log2fc,0.008868282,1.0,benjamini_hochberg,within_female_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_female,not_reported,female
tg(48:0)>tg(16:0/16:0/16:0)_and_tg(14:0_16:0_18:0)_m+nh3_feature1 [refmet: tg(48:0)],tg(48:0),unclassified_no_refmet_match,0.27640536,log2fc,0.3313338,1.0,benjamini_hochberg,within_female_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_female,not_reported,female
sm(d40:1-oh)_feature2 [refmet: sm(d40:1-oh)_lp_b],sm(d40:1-oh)_lp_b,unclassified_no_refmet_match,-0.27580363,log2fc,0.10909597,1.0,benjamini_hochberg,within_female_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_female,not_reported,female
hypotaurine,hypotaurine,Organic acids,-0.27544913,log2fc,0.17480057,1.0,benjamini_hochberg,within_female_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_female,not_reported,female
oxoglutaric acid [source metabolite label NA],oxoglutaric acid,unclassified_no_refmet_match,-0.27534968,log2fc,0.0822679,1.0,benjamini_hochberg,within_female_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_female,not_reported,female
tg(54:8)_m+nh3_feature2 [refmet: tg(54:8)_lp_b],tg(54:8)_lp_b,unclassified_no_refmet_match,0.27531672,log2fc,0.20335838,1.0,benjamini_hochberg,within_female_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_female,not_reported,female
sm(d38:3)_feature1 [refmet: sm(d38:3)],sm(d38:3),unclassified_no_refmet_match,-0.2750505,log2fc,0.23949848,1.0,benjamini_hochberg,within_female_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_female,not_reported,female
tg(51:3)>tg(15:0_18:1_18:2)_and_tg(16:0_17:1_18:2)_and_tg(16:1_17:1_18:1)_m+nh3_feature3 [refmet: tg(51:3)_lp_c],tg(51:3)_lp_c,unclassified_no_refmet_match,0.27437407,log2fc,0.26668772,1.0,benjamini_hochberg,within_female_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_female,not_reported,female
car(13:0)_feature1 [refmet: car(13:0)],car(13:0),unclassified_no_refmet_match,-0.2741102,log2fc,0.34410173,1.0,benjamini_hochberg,within_female_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_female,not_reported,female
pc(42:9)_feature2 [refmet: pc(42:9)_lp_b],pc(42:9)_lp_b,unclassified_no_refmet_match,0.27370936,log2fc,0.4317619,1.0,benjamini_hochberg,within_female_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_female,not_reported,female
proline-betaine [refmet: proline betaine],proline betaine,Organic acids,0.2726408,log2fc,0.062033195,1.0,benjamini_hochberg,within_female_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_female,not_reported,female
tg(51:2)>tg(15:0_18:1_18:1)_and_tg(16:0_17:1_18:1)_and_tg(16:1_17:0_18:1)_m+nh3_feature3 [refmet: tg(51:2)_lp_c],tg(51:2)_lp_c,unclassified_no_refmet_match,0.27248365,log2fc,0.30922005,1.0,benjamini_hochberg,within_female_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_female,not_reported,female
tg(52:5)>tg(16:1_18:2_18:2)_m+nh3_feature1 [refmet: tg(16:1_18:2_18:2)_lp_a],tg(16:1_18:2_18:2)_lp_a,unclassified_no_refmet_match,0.27185926,log2fc,0.20558377,1.0,benjamini_hochberg,within_female_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_female,not_reported,female
n-alpha-acetylarginine [refmet: n-acetylarginine],n-acetylarginine,Organic acids,-0.2684853,log2fc,0.3861412,1.0,benjamini_hochberg,within_female_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_female,not_reported,female
sm(d42:3)_feature1 [refmet: sm(d42:3)_lp_a],sm(d42:3)_lp_a,unclassified_no_refmet_match,-0.26821756,log2fc,0.09710068,1.0,benjamini_hochberg,within_female_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_female,not_reported,female
l-alpha-glutamyl-l-lysine [refmet: glu-lys],glu-lys,Organic acids,-0.26705596,log2fc,0.052142005,1.0,benjamini_hochberg,within_female_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_female,not_reported,female
tg(56:7)>tg(16:0_18:1_22:6)_m+nh3_feature6 [refmet: tg(16:0_18:1_22:6)_lp_f],tg(16:0_18:1_22:6)_lp_f,unclassified_no_refmet_match,0.26679105,log2fc,0.13147335,1.0,benjamini_hochberg,within_female_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_female,not_reported,female
tg(51:2)_m+nh3_feature2 [refmet: tg(51:2)_m+nh3_lp_b],tg(51:2)_m+nh3_lp_b,unclassified_no_refmet_match,0.26627156,log2fc,0.31004152,1.0,benjamini_hochberg,within_female_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_female,not_reported,female
pe(o-40:7)>pe(o-18:1/22:6)_feature7 [refmet: pe(o-18:1/22:6)_lp_g],pe(o-18:1/22:6)_lp_g,unclassified_no_refmet_match,-0.26614714,log2fc,0.086600326,1.0,benjamini_hochberg,within_female_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_female,not_reported,female
hexcer(d41:1)_m+h2co2_feature1 [refmet: hexcer(d41:1)],hexcer(d41:1),unclassified_no_refmet_match,0.26423883,log2fc,0.13873439,1.0,benjamini_hochberg,within_female_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_female,not_reported,female
sm(d36:1) [source metabolite label NA],sm(d36:1),unclassified_no_refmet_match,-0.26340088,log2fc,0.08231547,1.0,benjamini_hochberg,within_female_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_female,not_reported,female
pc(o-36:5)_feature5 [refmet: pc(o-36:5)_lp_e],pc(o-36:5)_lp_e,unclassified_no_refmet_match,-0.2631295,log2fc,0.09664284,1.0,benjamini_hochberg,within_female_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_female,not_reported,female
pe(o-40:4)>pe(o-18:0/22:4)_feature1 [refmet: pe(o-18:0/22:4)_ln_a],pe(o-18:0/22:4)_ln_a,unclassified_no_refmet_match,-0.26292655,log2fc,0.24205583,1.0,benjamini_hochberg,within_female_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_female,not_reported,female
tg(49:1)>tg(15:0_16:0_18:0)_and_tg(16:0_16:0_17:1)_and_tg(16:0_16:1_17:0)_m+nh3_feature1 [refmet: tg(49:1)],tg(49:1),unclassified_no_refmet_match,0.2627019,log2fc,0.3351476,1.0,benjamini_hochberg,within_female_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_female,not_reported,female
lpc(18:1/0:0)_feature2 [refmet: lpc(18:1/0:0)_lp_b],lpc(18:1/0:0)_lp_b,unclassified_no_refmet_match,0.26206762,log2fc,0.02947408,1.0,benjamini_hochberg,within_female_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_female,not_reported,female
pc(37:6)_feature1 [refmet: pc(37:6)_lp_a],pc(37:6)_lp_a,unclassified_no_refmet_match,-0.26185554,log2fc,0.033595193,1.0,benjamini_hochberg,within_female_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_female,not_reported,female
pc(40:6)_feature3 [refmet: pc(40:6)_lp_c],pc(40:6)_lp_c,unclassified_no_refmet_match,-0.2614668,log2fc,0.08464428,1.0,benjamini_hochberg,within_female_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_female,not_reported,female
tg(54:6)>tg(18:2/18:2/18:2)_and_tg(18:1_18:2_18:3)_m+nh3_feature1 [refmet: tg(54:6)_lp_a],tg(54:6)_lp_a,unclassified_no_refmet_match,0.26043487,log2fc,0.49650666,1.0,benjamini_hochberg,within_female_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_female,not_reported,female
9-hete,9-hete,Fatty Acyls,0.2603639,log2fc,0.761338,1.0,benjamini_hochberg,within_female_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_female,not_reported,female
"9,10-dihome","9,10-dihome",Fatty Acyls,-0.25881535,log2fc,0.36147538,1.0,benjamini_hochberg,within_female_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_female,not_reported,female
pe(o-40:5)>pe(o-18:1/22:4)_feature3 [refmet: pe(o-18:1/22:4)_ln_c],pe(o-18:1/22:4)_ln_c,unclassified_no_refmet_match,-0.25818336,log2fc,0.3112813,1.0,benjamini_hochberg,within_female_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_female,not_reported,female
glycohyocholate [refmet: glycohyocholic acid],glycohyocholic acid,Sterol Lipids,-0.2580128,log2fc,0.6772045,1.0,benjamini_hochberg,within_female_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_female,not_reported,female
tg(54:5)>tg(18:1_18:2_18:2)_m+nh3_feature3 [refmet: tg(18:1_18:2_18:2)_lp_c],tg(18:1_18:2_18:2)_lp_c,unclassified_no_refmet_match,0.25730115,log2fc,0.41457933,1.0,benjamini_hochberg,within_female_stratum_pass1b06_plasma_8w_timewise_da_as_released,provided,not_selected,MoTrPAC_pass1b06_rat,motrpac_pass1b06_plasma_8w,motrpac_pass1b06_plasma_8w_trained_vs_sedentary_female,not_reported,female
