record_key,source_system,source_subset,doi,pmid,pmcid,preprint_server,title,authors,journal,publication_year,publication_types,is_preprint,is_open_access,cited_by_count,linked_published_doi,preprint_version_count,record_url,queried_expression,source_url,retrieved_via
doi:10.1038/s42255-024-01018-7,europe_pmc,MED,10.1038/s42255-024-01018-7,38499765,PMC11052712,,Metformin and feeding increase levels of the appetite-suppressing metabolite Lac-Phe in humans,"Scott B, Day EA, O'Brien KL, Scanlan J, Cromwell G, Scannail AN, McDonnell ME, Finlay DK, Lynch L.",Nature metabolism,2024,"journal article; research support, non-u.s. gov't; research-article",false,true,65,,,https://europepmc.org/article/MED/38499765,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A,europe_pmc_rest_search
doi:10.1038/s42255-025-01377-9,europe_pmc,MED,10.1038/s42255-025-01377-9,40957996,PMC13063381,,Lac-Phe induces hypophagia by inhibiting AgRP neurons in mice,"Liu H, Li VL, Liu Q, Liu Y, Su C, Wong H, Yin N, Liu H, Fang X, McDermott KM, Wong H, Yu M, Tu L, Bean JC, Li Y, Wang M, Deng Y, Shi Y, Ginnard OZ, Yang Y, Han J, Burt ME, Jossy SV, Wang C, Yang Y, Arenkiel BR, Kong D, He Y, Long JZ, Xu Y.",Nature metabolism,2025,journal article; research-article,false,false,7,,,https://europepmc.org/article/MED/40957996,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A,europe_pmc_rest_search
doi:10.1038/s42255-026-01530-y,europe_pmc,MED,10.1038/s42255-026-01530-y,42103929,PMC13303093,,Metformin inhibits mitochondrial complex I in intestinal epithelium to promote glycaemic control,"Sebo ZL, Chakrabarty RP, Grant RA, D'Alessandro KB, Koss AR, Blum JLE, Davidson SM, Reczek CR, Chandel NS.",Nature metabolism,2026,journal article; research-article,false,true,8,,,https://europepmc.org/article/MED/42103929,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D,europe_pmc_rest_search
doi:10.1038/s43856-026-01471-3,europe_pmc,MED,10.1038/s43856-026-01471-3,41760788,PMC13066627,,Metformin provides superior neuroprotective potential compared to semaglutide in preventing diabetes-associated Alzheimer's disease via dual actions,"Georgiou A, Zanos P, Onisiforou A.",Communications medicine,2026,journal article; research-article,false,true,,,,https://europepmc.org/article/MED/41760788,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D,europe_pmc_rest_search
doi:10.1038/s44321-026-00408-6,europe_pmc,MED,10.1038/s44321-026-00408-6,41942753,PMC13179383,,"The anti-obesogenic metabolite, Lac-Phe, is elevated by metformin treatment in prostate cancer patients","Bilusic M, Gannamedi DP, Challu B, Ferdous S, Mateo-Victoriano B, Pokharel S, Bayik D, Sharma J, Lombard DB, Rai P.",EMBO molecular medicine,2026,journal article; randomized controlled trial; research-article,false,true,,,,https://europepmc.org/article/MED/41942753,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A,europe_pmc_rest_search
doi:10.1039/d5an00262a/v1/review1,crossref,peer-review,10.1039/d5an00262a/v1/review1,,,,"Review for ""Broadband terahertz signatures and vibrations of Phe-Phe peptide and its fibrils""",,,2025,peer-review,false,,,,,https://doi.org/10.1039/d5an00262a/v1/review1,Lac-Phe,https://api.crossref.org/works?query.bibliographic=Lac-Phe&rows=50&sort=relevance,crossref_rest_works
doi:10.1039/d5an00262a/v1/review2,crossref,peer-review,10.1039/d5an00262a/v1/review2,,,,"Review for ""Broadband terahertz signatures and vibrations of Phe-Phe peptide and its fibrils""",,,2025,peer-review,false,,,,,https://doi.org/10.1039/d5an00262a/v1/review2,Lac-Phe,https://api.crossref.org/works?query.bibliographic=Lac-Phe&rows=50&sort=relevance,crossref_rest_works
doi:10.1039/d5an00262a/v2/review1,crossref,peer-review,10.1039/d5an00262a/v2/review1,,,,"Review for ""Broadband terahertz signatures and vibrations of Phe-Phe peptide and its fibrils""",,,2025,peer-review,false,,,,,https://doi.org/10.1039/d5an00262a/v2/review1,Lac-Phe,https://api.crossref.org/works?query.bibliographic=Lac-Phe&rows=50&sort=relevance,crossref_rest_works
doi:10.1042/bsr20220319,europe_pmc,MED,10.1042/bsr20220319,36124945,PMC9583763,,Serum metabolome alterations in patients with early nonalcoholic fatty liver disease,"Wang X, Rao B, Wang H, Liu C, Ren Z, Yu Z.",Bioscience reports,2022,"journal article; research support, non-u.s. gov't; research-article",false,true,9,,,https://europepmc.org/article/MED/36124945,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1073/pnas.1424638112,europe_pmc,MED,10.1073/pnas.1424638112,25964343,PMC4450436,,N-lactoyl-amino acids are ubiquitous metabolites that originate from CNDP2-mediated reverse proteolysis of lactate and amino acids,"Jansen RS, Addie R, Merkx R, Fish A, Mahakena S, Bleijerveld OB, Altelaar M, IJlst L, Wanders RJ, Borst P, van de Wetering K.",Proceedings of the National Academy of Sciences of the United States of America,2015,"journal article; research support, non-u.s. gov't; research-article",false,false,143,,,https://europepmc.org/article/MED/25964343,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1073/pnas.76.9.4530,europe_pmc,MED,10.1073/pnas.76.9.4530,159458,PMC411611,,Lactose genes fused to exogenous promoters in one step using a Mu-lac bacteriophage: in vivo probe for transcriptional control sequences,"Casadaban MJ, Cohen SN.",Proceedings of the National Academy of Sciences of the United States of America,1979,"journal article; research support, u.s. gov't, non-p.h.s.; research support, u.s. gov't, p.h.s.; research-article",false,false,719,,,https://europepmc.org/article/MED/159458,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1073/pnas.78.11.7024,europe_pmc,MED,10.1073/pnas.78.11.7024,7031666,PMC349186,,Alternate pathways of DNA replication: DNA polymerase I-dependent replication,"Niwa O, Bryan SK, Moses RE.",Proceedings of the National Academy of Sciences of the United States of America,1981,"comparative study; journal article; research support, non-u.s. gov't; research support, u.s. gov't, p.h.s.; research-article",false,false,19,,,https://europepmc.org/article/MED/7031666,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1073/pnas.78.8.4936,europe_pmc,MED,10.1073/pnas.78.8.4936,6946440,PMC320300,,Cloning and analysis of strong promoters is made possible by the downstream placement of a RNA termination signal,"Gentz R, Langner A, Chang AC, Cohen SN, Bujard H.",Proceedings of the National Academy of Sciences of the United States of America,1981,"journal article; research support, non-u.s. gov't; research support, u.s. gov't, p.h.s.; research-article",false,false,99,,,https://europepmc.org/article/MED/6946440,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1073/pnas.82.9.3020,europe_pmc,MED,10.1073/pnas.82.9.3020,3857631,PMC397698,,Natural history of restricted synthesis and expression of measles virus genes in subacute sclerosing panencephalitis,"Haase AT, Gantz D, Eble B, Walker D, Stowring L, Ventura P, Blum H, Wietgrefe S, Zupancic M, Tourtellotte W.",Proceedings of the National Academy of Sciences of the United States of America,1985,"journal article; research support, non-u.s. gov't; research support, u.s. gov't, non-p.h.s.; research support, u.s. gov't, p.h.s.; research-article",false,false,31,,,https://europepmc.org/article/MED/3857631,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1074/jbc.m115.692103,europe_pmc,MED,10.1074/jbc.m115.692103,26515061,PMC4683265,,ATP-binding Cassette Subfamily C Member 5 (ABCC5) Functions as an Efflux Transporter of Glutamate Conjugates and Analogs,"Jansen RS, Mahakena S, de Haas M, Borst P, van de Wetering K.",The Journal of biological chemistry,2015,journal article; research-article,false,false,53,,,https://europepmc.org/article/MED/26515061,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1080/07435800.2025.2545832,europe_pmc,MED,10.1080/07435800.2025.2545832,40835231,PMC12477947,,"Blood metabolome of cardiovascular disease, diabetic kidney disease, and diabetic retinopathy in type 2 diabetes patients: A systematic review and meta-analysis","Kuo S, Li D, Wargny M, Yoshida T, Yoshida Y.",Endocrine research,2025,journal article; meta-analysis; research-article; systematic review,false,true,1,,,https://europepmc.org/article/MED/40835231,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1080/14737159.2025.2518138,europe_pmc,MED,10.1080/14737159.2025.2518138,40482041,PMC12235611,,Primary open-angle glaucoma: a perspective from plasma metabolomics,"Dorairaj E, Arshavsky A, Bhattacharya SK.",Expert review of molecular diagnostics,2025,"journal article; research support, n.i.h., extramural; research-article; review",false,false,,,,https://europepmc.org/article/MED/40482041,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D,europe_pmc_rest_search
doi:10.1089/acm.2019.0447,europe_pmc,MED,10.1089/acm.2019.0447,32119795,PMC7153641,,A Public Health Issue: Dietary Supplements Promoted for Brain Health and Cognitive Performance,"Crawford C, Boyd C, Avula B, Wang YH, Khan IA, Deuster PA.","Journal of alternative and complementary medicine (New York, N.Y.)",2020,journal article; research-article; review,false,true,27,,,https://europepmc.org/article/MED/32119795,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1093/emboj/cdf369,europe_pmc,MED,10.1093/emboj/cdf369,12110601,PMC126115,,Replication fork collapse at replication terminator sequences,"Bidnenko V, Ehrlich SD, Michel B.",The EMBO journal,2002,"journal article; research support, non-u.s. gov't; research-article",false,false,91,,,https://europepmc.org/article/MED/12110601,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1093/genetics/118.4.571,europe_pmc,MED,10.1093/genetics/118.4.571,3284784,PMC1203312,,A mutation affecting the regulation of a secA-lacZ fusion defines a new sec gene,"Riggs PD, Derman AI, Beckwith J.",Genetics,1988,"journal article; research support, u.s. gov't, non-p.h.s.; research support, u.s. gov't, p.h.s.; research-article",false,false,118,,,https://europepmc.org/article/MED/3284784,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1093/genetics/122.4.737,europe_pmc,MED,10.1093/genetics/122.4.737,2547692,PMC1203750,,Recombination between homologies in direct and inverse orientation in the chromosome of Salmonella: intervals which are nonpermissive for inversion formation,"Segall AM, Roth JR.",Genetics,1989,"journal article; research support, u.s. gov't, p.h.s.; research-article",false,false,23,,,https://europepmc.org/article/MED/2547692,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1093/genetics/127.1.21,europe_pmc,MED,10.1093/genetics/127.1.21,2016043,PMC1204306,,Isolation and characterization of Escherichia coli mutants with altered rates of deletion formation,"Whoriskey SK, Schofield MA, Miller JH.",Genetics,1991,"journal article; research support, non-u.s. gov't; research support, u.s. gov't, p.h.s.; research-article",false,false,35,,,https://europepmc.org/article/MED/2016043,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1093/hmg/ddaf152,europe_pmc,MED,10.1093/hmg/ddaf152,41015949,PMC12581823,,N-Lactoyl amino acids: insights from metabolite genome-wide association studies and phenome-wide association analysis,"Elashi AA, Razzaq A, Anwardeen N, Naja K, Alshafai M, Diboun I, Albagha O, Elrayess MA.",Human molecular genetics,2025,journal article; research-article,false,true,2,,,https://europepmc.org/article/MED/41015949,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A,europe_pmc_rest_search
doi:10.1093/jas/skag164,europe_pmc,MED,10.1093/jas/skag164,42166757,PMC13238733,,Bacillus cell‑free supernatants support canine epithelial barrier function and stress adaptation through anti-inflammatory and anti-apoptotic mechanisms,"Udrea AC, Larsen KB, Schwarzenberg A, Yde Bak S, Christensen N, Shen C.",Journal of animal science,2026,journal article; research-article,false,true,,,,https://europepmc.org/article/MED/42166757,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A,europe_pmc_rest_search
doi:10.1093/lifemeta/load048,europe_pmc,MED,10.1093/lifemeta/load048,38425548,PMC10904031,,Size matters: the biochemical logic of ligand type in endocrine crosstalk,"Lone JB, Long JZ, Svensson KJ.",Life metabolism,2024,journal article; research-article,false,false,2,,,https://europepmc.org/article/MED/38425548,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A,europe_pmc_rest_search
