study_id,study_title,species,analysis_type,number_of_samples,submission_date,release_date,institute,license,license_url,revision_comment,revision_datetime,revision_no,study_url,version
ST004459,Untargeted Metabolomics Reveals Tissue-Specific Metabolic Reprogramming and Adaptation Strategies in Astragalus membranaceus var. mongholicus Seedlings under Drought Stress,Astragalus membranaceus var. mongholicus,LC-MS,24,2025-12-17,2026-01-06,Yili Normal University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004460,Determine the impact of a moderate concentrations of fumonisin B1 to sphingolipid abundances and CERS flux,Homo sapiens,LC-MS,12,2025-12-17,2025-12-22,Salk Institute for Biological Studies,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004462,Diet-Induced Phospholipid Remodeling Dictates Ferroptosis Sensitivity and Tumorigenesis in the Pancreas,Mus musculus,LC-MS,61,2025-12-17,2026-04-10,Stony Brook University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004463,"Polar metabolite profiling of SEM or NALM6 cells treated with BCS, 6-MP, MTX, ADDA 5, or a combination, with concurrent 15N-amide-glutamine tracing",Homo sapiens,LC-MS,42,2025-12-17,2025-12-22,Boston Childrens Hospital,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004464,Polar metabolite profiling of SEM-luciferase cells purified from the skulls and spleens of mice on copper replete diet (CuR+vehicle) or copper depleted diet with zinc acetate drinking water (CuD+ZnAc) and pulsed with 3-13C serine tracer.,Mus musculus,LC-MS,24,2025-12-17,2025-12-22,Boston Childrens Hospital,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004466,Differential mechanisms of membrane lipid disruption by antibiotic lipopeptides colistin and turnercyclamycins,Escherichia coli,LC-MS,72,2025-12-18,2026-01-06,University of Utah,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004468,"Polar metabolite profiling of SEM or NALM6 cells treated with BCS, 6-MP, MTX, ADDA 5, or a combination.",Homo sapiens,LC-MS,42,2025-12-18,2025-12-22,Boston Childrens Hospital,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004469,Diel light dynamics regulate arsenic methylation in cyanobacteria and in microbial mats,Synechococcus sp. SAG2156,LC-MS,4,2025-12-18,2026-01-12,Universität Phillips-Marburg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004470,"Sex-specific effects of exogenous asparagine on colorectal tumor growth, 17β-estradiol levels, and aromatase in mice",Mus musculus,LC-MS,29,2025-12-19,2026-01-06,Yale University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004471,The effect of acute AKT inhibition on glucose utilization in primary rat hepatocytes- Replicate 1,Rattus norvegicus,LC-MS,78,2025-12-19,2026-01-12,University of Pennsylvania,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004472,The effect of acute AKT inhibition on glucose utilization in primary rat hepatocytes-Replicate 2,Rattus norvegicus,LC-MS,75,2025-12-19,2026-01-12,University of Pennsylvania,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004473,The effect of acute AKT inhibition on glucose utilization in primary rat hepatocytes- Replicate 3,Rattus norvegicus,LC-MS,63,2025-12-19,2026-01-12,University of Pennsylvania,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004474,The relative contribution of glycogen breakdown to AKT’s acute regulation of hepatocyte glucose utilization- Replicate 1,Rattus norvegicus,LC-MS,98,2025-12-19,2026-01-12,University of Pennsylvania,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004475,The relative contribution of glycogen breakdown to AKT’s acute regulation of hepatocyte glucose utilization- Replicate 2,Rattus norvegicus,LC-MS,50,2025-12-19,2026-01-12,University of Pennsylvania,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004476,The effect of acute AKT inhibition on global metabolism in primary rat hepatocytes,Rattus norvegicus,LC-MS,8,2025-12-19,2026-01-12,University of Pennsylvania,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004477,Metabolic changes due to chronic loss of AKT signaling in the adult mouse liver,Rattus norvegicus,LC-MS,10,2025-12-19,2026-01-12,University of Pennsylvania,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004478,Responsiveness to 2’FL and GOS by infant gut microbiota differs by history of individual 2’FL consumption,Homo sapiens,NMR,522,2025-12-20,2026-01-06,University of Cincinnati College of Medicine,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004479,Metabolomics to decipher the impact of the adjunct culture Lactiplantibacillus plantarum NDF28B2 on yoghurt quality,,LC-MS,16,2025-12-20,2026-01-06,Jiangnan University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004483,Identification of Metabolomic Signatures of Diabetic Kidney Disease in Urine Using Untargeted Gas Chromatography-Mass Spectrometry,Homo sapiens,GC-MS,40,2025-12-23,2026-02-11,"Center for Precision Medicine, Wake Forest University School of Medicine",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004485,"Effect of Cyclosmenospongine, Mitrephorone B and related compounds on the bacterial toxin induced lipid mediate synthesis in human macrophages",Homo sapiens,LC-MS,499,2025-12-24,2026-03-16,University of Innsbruck,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004486,Meroterpenoids trigger SPM formation in resting M2 macrophages,Homo sapiens,LC-MS,25,2025-12-24,2026-07-17,University of Innsbruck,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004487,"Effect of Cyclosmenospongine, Mitrephorone B and related compounds on the long-term lipid mediator formation in A23187 activated PBMCs",Homo sapiens,LC-MS,128,2025-12-24,2026-03-16,University of Innsbruck,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004488,Investigation of lipid mediator formation and lipid profiles in PBMCs treated with SOAT and/or DGAT1/2 inhibitors,Homo sapiens,LC-MS,72,2025-12-24,2026-07-17,University of Innsbruck,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004489,Meroterpenoids limit inflammation in zymosan-induced murine peritonitis,Mus musculus,LC-MS,216,2025-12-24,2026-07-17,University of Innsbruck,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004490,Comparative Untargeted Metabolomics of TIGAR-Knockout and Control HIEC-6 cells,Homo sapiens,LC-MS,12,2025-12-24,2026-01-02,"Southwest Hospital, Third Military Medical University",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004491,In Vivo Metabolic Flux Analysis of Glycolysis and the Pentose Phosphate Pathway Using U-¹³C-Glucose Stable Isotope Tracing,Mus musculus,LC-MS,16,2025-12-24,2026-01-02,"Southwest Hospital, Third Military Medical University",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004492,Metabolic Flux Analysis of Glycolysis and the Pentose Phosphate Pathway Using U-¹³C-Glucose Stable Isotope Tracing in WT type and TIGAR-knockout HIEC-6 cells,Homo sapiens,LC-MS,40,2025-12-25,2026-01-02,"Southwest Hospital, Third Military Medical University",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004493,Comparative Untargeted Metabolomics of TIGAR-Knockout and Control HT29 CL.16E Cells,Homo sapiens,LC-MS,6,2025-12-25,2026-01-02,"Southwest Hospital, Third Military Medical University",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004494,Metabolic Flux Analysis of Glycolysis and the Pentose Phosphate Pathway Using U-¹³C-Glucose Stable Isotope Tracing in Wild-type and sgTIGAR HT-29 Cl.16E Cells,Homo sapiens,LC-MS,40,2025-12-26,2026-01-02,"Southwest Hospital, Third Military Medical University",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004495,"The colon tissues from TIGARf/f mice,DSS-induced TIGARf/f mice,TIGARf/fVil1-Cre mice and DSS-induced TIGARf/fVil1-Cre mice",Mus musculus,LC-MS,12,2025-12-27,2026-01-02,"Southwest Hospital, Third Military Medical University",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004496,Untargeted metabolomics of the colon tissues from TIGARf/f mice and TIGARf/fVil1-Cre mice,Mus musculus,LC-MS,6,2025-12-29,2026-01-06,"Southwest Hospital, Third Military Medical University",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004499,Compounded effects of warming and drought accelerate microbially mediated organic matter decomposition and suppress methanogenesis in peatlands,,LC-MS,27,2025-12-30,2026-01-21,University of Arizona,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004500,Benchmarking Data for Untargeted Mass Spectrometry-Based Metabolomics: LC (Reverse Phase)-Orbitrap MS (Negative),Homo sapiens,LC-MS,320,2025-12-30,2026-01-15,Washington University in St. Louis,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004501,Benchmarking Data for Untargeted Mass Spectrometry-Based Metabolomics: LC (HILIC)-Orbitrap MS (Positive),Homo sapiens,LC-MS,320,2025-12-30,2026-01-15,Washington University in St. Louis,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004502,Benchmarking Data for Untargeted Mass Spectrometry-Based Metabolomics: LC (HILIC)-Orbitrap MS (Negative),Homo sapiens,LC-MS,320,2025-12-30,2026-01-15,Washington University in St. Louis,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004503,Benchmarking Data for Untargeted Mass Spectrometry-Based Metabolomics: LC (Reverse Phase)-TOF MS (Positive),Homo sapiens,LC-MS,372,2026-01-04,2026-01-19,Colorado State University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004504,Benchmarking Data for Untargeted Mass Spectrometry-Based Metabolomics: LC (Reverse Phase)-Orbitrap MS (Positive),Homo sapiens,LC-MS,320,2026-01-02,2026-01-15,Washington University in St. Louis,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004506,L-Asparaginase reversibly suppresses CD40-mediated B-Cell Activation and Antigen-Presenting Function by Metabolic Restriction,Homo sapiens,LC-MS,65,2026-01-02,2026-06-03,University Hospital Munich,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004507,"15N2 Glutamine Stable Isotope Tracing in SXO210, UTSW63, TS516, and HK157",Homo sapiens,LC-MS,27,2026-01-02,2026-01-06,UT Southwestern Medical Center,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004508,Silage-derived flavonoids reprogram rumen microbiota to improve milk fat synthesis via rumen-mammary gland axis,Medicago sativa L.,LC-MS,16,2026-01-05,2026-01-08,"School of Life Sciences, Lanzhou University",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004509,Targeted and untargeted metabolomics of wound bed derived macrophages,Mus musculus,LC-MS,24,2026-01-05,2026-01-19,Yale University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004512,"Metabolomic Profiling of Squid Chromatophores Reveals Differential Biochemical Fingerprints across Red, Yellow, and Brown Colors",Doryteuthis pealeii,LC-MS,12,2026-01-06,2026-06-17,Vanderbilt University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004518,Plasma metabolic profiling identifies elevated hippurate as a potential biomarker of methotrexate non-response in juvenile idiopathic arthritis.,Homo sapiens,LC-MS,60,2026-01-08,2026-01-29,University of Kansas,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004519,Chronic Kidney Disease Induces Distinct Alterations of Macrophage Lipid Metabolism in a Mouse Model of Atherosclerosis,Mus musculus,LC-MS,76,2026-01-08,2026-01-29,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004520,Optimized Untargeted Metabolomics Workflow for Human Urinary Extracellular Vesicles,Homo sapiens,LC-MS,16,2026-01-09,2026-01-29,University of Nottingham,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004524,Clonal expansion of cytotoxic CD8⁺ T cells in lecanemab-associated ARIA,Homo sapiens,LC-MS,6,2026-01-12,2026-01-29,University of Kentucky,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004526,Lactiplantibacillus plantarum BX62-inoculated silage reprogram rumen microbiota and metabolic profile.,Capra hircus,LC-MS,44,2026-01-29,2026-02-01,Lanzhou University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004527,Flavonoids-rich silage reprogram rumen microbiota and flavonoid metabolic profile.,Capra hircus,LC-MS,20,2026-01-13,2026-01-15,Lanzhou University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004529,"Description of metabolic variation between MDS versus control patient derived HSPCs, and in cultured primary cells between DMSO and OT82 exposure.",Homo sapiens,LC-MS,38,2026-01-13,2026-02-06,University of Colorado School of Medicine,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004530,Metabolomic characterisation of Drosophila melanogaster models of MPS III,Drosophila melanogaster,GC-MS,144,2026-01-14,2026-04-13,Flinders University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004531,Ex Vivo Hypothermic Perfusion Enables 48-Hour Heart Preservation and Bench-Top Functional Recovery via Normothermic Reperfusion in a Porcine Model,Sus scrofa,LC-MS,144,2026-01-14,2026-02-06,Columbia University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004533,Non-Targeted Metabolomic Analysis of AML12 Cells with NMT2 Knockdown,Mus musculus,LC-MS,12,2026-01-14,2026-02-06,Dalian Medical University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004534,Lipidomics studies of Mycoplasma gallisepticum cells and vesicles. Minimal cell - regulation of metabolism by size variation.,Mycoplasma gallisepticum,MS(Dir. Inf.),18,2026-01-14,2026-01-20,Research Institute for Systems Biology and Medicine (RISBM),CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004535,Extracellular and Intracellular DCA derivatives level alteration,"Bacteroides thetaiotaomicron,Collinsella aerofaciens",LC-MS,58,2026-01-15,2026-01-19,Charles University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004536,Non-Targeted lipidomics of AML12 Cells with NMT2 Knockdown.,Mus musculus,LC-MS,15,2026-01-15,2026-02-06,"Dalian Medical University, Dalian, China",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004537,C8 positive-mode LC–MS lipidomics of BMDM and PMN: WT vs KO (n=22),Mus musculus,LC-MS,22,2026-01-15,2026-01-16,Harvard Medical School,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004538,METTL14 inhibits atherogenesis by epigenetically activating PPAR-alpha/gamma transcription and fatty acid oxidation in VSMCs,Mus musculus,LC-MS,13,2026-01-15,2026-02-06,Chinese University of Hong Kong,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004539,Extracellular short-chain fatty acid level alteration,"Bacteroides thetaiotaomicron,Collinsella aerofaciens",LC-MS,33,2026-01-15,2026-01-19,Helmholtz Centre for Environmental Research,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004540,"Lipidomic changes in resting PBMCs by Cyclosmenospongine, Mitrephorone B and related compounds",Homo sapiens,LC-MS,818,2026-01-16,2026-03-16,University of Innsbruck,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004541,Comparative analysis of human- and camel-derived Lactobacillus identifies a unique dual antimicrobial and prebiotic metabolites from the human strain,"Lactobacillus plantarum, Lactobacillus reuteri",GC-MS,24,2026-01-16,2026-02-10,University of Sharjah,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004542,Benzoic acid-induced metabolic reprogramming and glutamine transport-dependent vulnerabilities in Escherichia coli revealed by NMR-based metabolomics,Escherichia coli,NMR,24,2026-01-16,2026-02-10,"Muğla Sıtkı Koçman University, Muğla, Türkiye",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004544,Molecular and Cellular Adaptations to Extended Hypothermic Oxygenated Perfusion in Donation-After-Circulatory-Death Hearts in a Porcine Model,Sus scrofa,LC-MS,66,2026-01-16,2026-02-16,Columbia University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004545,Basal phosphorylation of SHIP1 by Lyn suppresses pro-inflammatory signaling in the absence of a phagocytic synapse,Mus musculus,LC-MS,12,2026-01-17,2026-02-10,University of Minnesota,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004547,"Understanding the role of gut microbiome in the relationship between environment, S. mansoni infection and Cardiovascular risk.",Homo sapiens,LC-MS,207,2026-01-20,2026-02-10,MRC/UVRI & LSHTM Uganda Research Unit,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004548,Extracellular amino acid level alteration,"Bacteroides thetaiotaomicron,Collinsella aerofaciens",LC-MS,33,2026-01-20,2026-01-21,Helmholtz Centre for Environmental Research,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004549,Cold-induced glucose uptake is dispensable for brown adipose tissue thermogenesis,Mus musculus,LC-MS,25,2026-01-20,2026-05-01,The Rockefeller University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004551,A Comprehensive Landscape of Mechanical Stress–Mediated Lipid Metabolism in Human Cavernous Fibroblasts,Homo sapiens,LC-MS,18,2026-01-21,2026-02-25,Sun Yat-sen University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004552,Analysis Of Polar Metabolites By IC and HILIC-HRMS,Mus musculus,LC-MS,234,2026-01-22,2026-02-11,MD Anderson Cancer Center,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004558,Interferon-γ Rewires Central Carbon Metabolism in OE33 and Hs578T Cells by Elevating TCA Cycle Intermediates,Homo sapiens,LC-MS,12,2026-01-23,2026-06-17,University of Texas MD Anderson Cancer Center,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004559,Untargeted metabolomics applied for white-to-beige adipocyte trans-differentiation,Homo sapiens,LC-MS,57,2026-01-23,2026-05-26,CIC bioGUNE - Centro de Investigación Cooperativa en Biociencias,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004560,Metabolic Remodeling Patterns in Mice under Low-pressure and Hypoxic Conditions and β-nicotinamide mononucleotide intervention Study (Heart),Mus musculus,LC-MS,48,2026-01-23,2026-02-16,Jimei University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004561,Metabolic Remodeling Patterns in Mice under Low-pressure and Hypoxic Conditions and β-nicotinamide mononucleotide intervention Study (Brain),Mus musculus,LC-MS,48,2026-01-23,2026-02-16,Jimei University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004562,Metabolic Remodeling Patterns in Mice under Low-pressure and Hypoxic Conditions and β-nicotinamide mononucleotide intervention Study (Intestine),Mus musculus,LC-MS,48,2026-01-23,2026-02-16,Jimei University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004563,13C glucose metabolomics in ß-Tfrc-KO islets,Mus musculus,LC-MS,12,2026-01-23,2026-02-13,Vrije Universiteit Brussel,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004564,Metabolic Remodeling Patterns in Mice under Low-pressure and Hypoxic Conditions and β-nicotinamide mononucleotide intervention Study (Liver),Mus musculus,LC-MS,48,2026-01-23,2026-02-16,Jimei University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004565,Metabolic Remodeling Patterns in Mice under Low-pressure and Hypoxic Conditions and β-nicotinamide mononucleotide intervention Study (Kidney),Mus musculus,LC-MS,48,2026-01-23,2026-02-16,Jimei University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004566,Metabolic Remodeling Patterns in Mice under Low-pressure and Hypoxic Conditions and β-nicotinamide mononucleotide intervention Study (Lung),Mus musculus,LC-MS,48,2026-01-23,2026-02-16,Jimei University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004567,Metabolic Remodeling Patterns in Mice under Low-pressure and Hypoxic Conditions and β-nicotinamide mononucleotide intervention Study (Serum),Mus musculus,LC-MS,48,2026-01-23,2026-02-16,Jimei University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004569,Metabolomics in HSCs with different levels of glucose retention,Mus musculus,LC-MS,26,2026-01-27,2026-07-27,University of Colorado Anschutz Medical Campus,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
ST004570,Metabolomic analysis of mesenchymal stem cell–derived exosomes isolated by polyethylene glycol precipitation,,LC-MS,4,2026-01-27,2026-02-06,Chungnam National University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST004,1
