study_id,study_title,species,analysis_type,number_of_samples,submission_date,release_date,institute,license,license_url,revision_comment,revision_datetime,revision_no,study_url,version
ST000001,Fatb Induction Experiment (FatBIE),Arabidopsis thaliana,GC-MS,24,2013-01-15,2013-02-14,"University of California, Davis",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000002,Intestinal Samples II pre/post transplantation,Homo sapiens,GC-MS,12,2013-01-23,2013-02-22,"University of California, Davis",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000003,"Metabolomic analysis of mouse embryonic fibroblasts, embryonic stem cells, and induced pluripotent stem cells",Mus musculus,LC-MS,18,2013-01-16,2013-02-15,"University of California, Davis",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000004,Lipidomics studies on NIDDK / NIST human plasma samples,Homo sapiens,LC-MS,1,2013-02-20,2013-03-17,LIPID MAPS,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000005,Timecourse on RAW 264.7 cells treated with Kdo2-Lipid A and compactin,Mus musculus,GC-MS/LC-MS,116,2013-02-20,2013-03-22,LIPID MAPS,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000006,White Wine Study,Vitis vinifera,GC-MS,102,2013-02-21,2013-03-23,"University of California, Davis",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000007,Rice Infection Study,Oryza sativa Japonica Group,GC-MS,60,2013-02-22,2013-03-24,"University of California, Davis",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000009,Mixed meal tolerance,Homo sapiens,LC-MS,114,2013-03-27,2013-04-26,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000010,Lung Cancer Cells 4,Homo sapiens,LC-MS,39,2013-04-03,2013-05-03,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000011,African Metabolomics,Homo sapiens,LC-MS,40,2013-04-04,2013-05-04,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000012,Extraction Optimization Study,Chlamydomonas reinhardtii,GC-MS,32,2013-05-20,2013-06-19,"University of California, Davis",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000013,Mutation Study,Arabidopsis thaliana,GC-MS,90,2013-05-20,2013-06-19,"University of California, Davis",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000014,Skeletal Muscle Treatment (palmitate/palmitoyl carnitine),Mus musculus,GC-MS,72,2013-05-20,2013-06-19,"University of California, Davis",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000015,Skeletal Muscle Treatment (palmitate and inhibitors),Mus musculus,GC-MS,125,2013-05-20,2013-06-19,"University of California, Davis",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000016,NPM-ALK metabolic regulation,Homo sapiens,LC-MS,110,2013-09-24,2013-10-24,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000017,Rat HCR/LCR Stamina Study,Rattus norvegicus,LC-MS,42,2013-09-24,2013-10-24,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000019,Determine purity and quality of IROA labelled glucose,Caenorhabditis elegans,NMR,3,2013-12-10,2014-03-05,University of Florida,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000020,Biomarker Discovery in Knee Osteoarthritis (I),Homo sapiens,NMR,88,2014-02-28,2018-08-27,University of North Carolina,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000022,Biomarker Discovery in Knee Osteoarthritis (II),Homo sapiens,NMR,36,2014-03-04,2018-08-27,University of North Carolina,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000025,Metabolomics Analysis of Thermally Challenged Mayfly Larvae (GCMS analysis),Centroptilum triangulifer;Atherix;Megaloptera,GC-MS,31,2014-02-28,2015-03-12,University of North Carolina,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000026,Metabolomics Involved in Early Life Antibiotic Exposures(DuraSTAT-Cecal),Mus musculus,NMR,12,2014-03-14,2015-03-14,University of North Carolina,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000027,Metabolomics Involved in Early Life Antibiotic Exposures(DuraSTAT-Liver),Mus musculus,NMR,12,2014-03-14,2015-03-14,University of North Carolina,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000028,Metabolomics Involved in Early Life Antibiotic Exposures(DuraSTAT-Urine),Mus musculus,NMR,9,2014-03-14,2015-03-14,University of North Carolina,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000029,Metabolomics Involved in Early Life Antibiotic Exposures(TranSTAT-Cecal),Mus musculus,NMR,12,2014-03-14,2015-03-14,University of North Carolina,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000030,Metabolomics Involved in Early Life Antibiotic Exposures(TranSTAT-Liver),Mus musculus,NMR,12,2014-03-14,2015-03-14,University of North Carolina,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000031,Metabolomics Involved in Early Life Antibiotic Exposures(TranSTAT-Serum),Mus musculus,NMR,9,2014-03-14,2015-03-14,University of North Carolina,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000032,Metabolomics Involved in Early Life Antibiotic Exposures(NOD-Cecal),Mus musculus,NMR,12,2014-03-14,2015-03-14,University of North Carolina,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000033,Metabolomics Involved in Early Life Antibiotic Exposures(NOD-Liver),Mus musculus,NMR,12,2014-03-14,2015-03-14,University of North Carolina,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000034,Metabolomics Involved in Early Life Antibiotic Exposures(NOD-Serum),Mus musculus,NMR,12,2014-03-14,2015-03-14,University of North Carolina,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000035,Metabolomics Involved in Early Life Antibiotic Exposures(EstroSTAT-Liver ),Mus musculus,NMR,12,2014-03-14,2015-03-14,University of North Carolina,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000036,Metabolomics Involved in Early Life Antibiotic Exposures(EstroSTAT-Serum),Mus musculus,NMR,9,2014-03-14,2015-03-14,University of North Carolina,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000037,Metabolomics Involved in Early Life Antibiotic Exposures(EstroSTAT-Urine),Mus musculus,NMR,9,2014-03-14,2015-03-14,University of North Carolina,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000038,Metabolomics Involved in Early Life Antibiotic Exposures(VGSTAT-Cecal),Mus musculus,NMR,15,2014-03-14,2015-03-14,University of North Carolina,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000039,Metabolomics Involved in Early Life Antibiotic Exposures(VGSTAT-Liver),Mus musculus,NMR,15,2014-03-14,2015-03-14,University of North Carolina,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000040,Heatshock response of C. elegans using IROA (I),Caenorhabditis elegans,LC-MS,16,2013-12-10,2014-03-05,University of Florida,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000041,High PUFA diet in humans,Homo sapiens,LC-MS,35,2014-03-22,2014-04-21,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000042,BALF Control vs ALI by RPLC-MS,Homo sapiens,LC-MS,23,2014-03-22,2014-04-21,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000043,MDA-MB-231 cells and p38 gamma knockdown,Homo sapiens,LC-MS,30,2014-03-22,2014-04-21,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000044,Pilot experiment looking for the existence of certain molecules in pancreatic cancer cells,Homo sapiens,LC-MS,6,2014-03-22,2014-04-21,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000045,Plasma metabolomics:  Comparison of non-diabetic controls with T1D patients,Homo sapiens,LC-MS,21,2014-03-24,2014-04-20,Mayo Clinic,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000046,"Identification of altered metabolic pathways in Alzheimer's disease, mild cognitive impairment and cognitively normals using Metabolomics (plasma)",Homo sapiens,LC-MS,45,2014-03-24,2014-04-25,Mayo Clinic,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000047,"Identification of altered metabolic pathways in Alzheimer's disease, mild cognitive impairment and cognitively normals using Metabolomics (CSF)",Homo sapiens,LC-MS,45,2014-03-24,2014-04-24,Mayo Clinic,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000048,Metabolomic & lipidomic profiles in response to exogenous insulin & GLP-1 infusions during prolonged fasting (GCMS),Mirounga angustirostris,GC-MS,117,2014-03-25,2014-04-24,"University of California, Davis",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000049,Metabolomics Analysis of Thermally Challenged Mayfly Larvae (NMR analysis),Centroptilum triangulifer;Atherix;Megaloptera,NMR,13,2014-02-28,2015-05-01,University of North Carolina,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000050,Preterm Neonatal Urinary Renal Developmental and acute kidney injury Metabolomic Profiling,Homo sapiens,NMR,49,2014-04-30,2018-08-27,University of North Carolina,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000051,Fetal metabolomic signature of exposure to iAs during pregnancy,Homo sapiens,NMR,56,2014-04-30,2018-08-27,University of North Carolina,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000054,Metabolic Microenvironments in Normal Breast and Breast Cancer (MS analysis),Homo sapiens,GC-MS,192,2014-04-30,2018-08-27,University of North Carolina,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000055,Effect of kinase inhibitors on FLT3-ITD AML cell metabolomes,Mus musculus,LC-MS,24,2014-06-06,2015-06-01,University of North Carolina,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000056,Environmental impact on metabolomics and food allergy,Mus musculus,NMR,126,2014-05-31,2015-06-01,University of North Carolina,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000057,Combined Metabolomics and Lipidomics of Type 1 Diabetes (GCMS),Mus musculus,GC-MS,75,2014-06-11,2017-12-14,"University of California, Davis",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000058,Metabolite changes associated with methionine stress sensitivity of cancer (GC TOF MS analysis),Homo sapiens,GC-MS,30,2014-06-11,2014-07-11,"University of California, Davis",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000061,Metabolic Profiling of Visceral and Subcutaneous Adipose Tissue from Colorectal Cancer Patients: GC-TOF MS analyis of subcutaneous and visceral adipose tissue samples,Homo sapiens,GC-MS,130,2014-06-11,2014-07-11,"University of California, Davis",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000062,Biomarkers for Depression in Human Plasma in a Population Sample,Homo sapiens,GC-MS,105,2014-06-11,2014-07-11,"University of California, Davis",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000063,Biomarkers for Depression in Human Cerebrospinal Fluid in a Population Sample,Homo sapiens,GC-MS,105,2014-06-11,2014-07-11,"University of California, Davis",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000065,Metabolic Profiling of Visceral and Subcutaneous Adipose Tissue from Colorectal Cancer Patients: GC-TOF MS analyis of serum samples,Homo sapiens,GC-MS,65,2014-06-11,2014-07-12,"University of California, Davis",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000069,Metabolomic profiling of influenza: a 2009 pandemic H1N1 influenza in lean and obese mice (via blood and tissue),Mus musculus,LC-MS,70,2014-06-14,2015-06-01,University of North Carolina,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000070,Metabolomic profiling of influenza: a 2009 pandemic H1N1 influenza in lean and obese mice (via tissue),Mus musculus,LC-MS,37,2014-06-14,2015-07-01,University of North Carolina,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000071,Metabolomic profiling of influenza: a 2009 pandemic H1N1 influenza in lean and obese mice (via Urine),Mus musculus,LC-MS,25,2014-06-14,2015-07-31,University of North Carolina,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000072,Effect of diet and age on ovarian metabolome (via tissue),Macaca fascicularis,LC-MS,30,2014-06-14,2015-07-31,University of North Carolina,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000073,Effect of diet and age on ovarian metabolome (serum metabolome compared to ovarian),Macaca fascicularis,LC-MS,30,2014-06-14,2015-07-31,University of North Carolina,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000074,Genetic effects of high fat diet on mouse fecal metabolomics,Mus musculus,LC-MS,90,2014-06-14,2015-06-01,University of North Carolina,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000075,Combined Metabolomics and Lipidomics of Type 1 Diabetes (QTOF),Mus musculus,LC-MS,76,2014-06-11,2014-07-23,"University of California, Davis",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000076,A549 Cell Study,Homo sapiens,GC-MS/LC-MS,6,2014-07-02,2014-11-01,University of Kentucky,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000077,Metabolite changes associated with methionine stress sensitivity of cancer (CSH QTOF MS analysis),Homo sapiens,LC-MS,30,2014-06-11,2014-07-24,"University of California, Davis",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000081,Metabolic Profiling of Visceral and Subcutaneous Adipose Tissue from Colorectal Cancer Patients: UHPLC-QTOF MS analyis of subcutaneous and visceral adipose tissue samples,Homo sapiens,LC-MS,124,2014-06-11,2014-07-26,"University of California, Davis",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000082,Metabolic Profiling of Visceral and Subcutaneous Adipose Tissue from Colorectal Cancer Patients: UHPLC-QTOF MS analyis of serum samples,Homo sapiens,LC-MS,66,2014-06-11,2014-07-25,"University of California, Davis",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000083,A Multi-Omic View of Host-Pathogen-Commensal Interplay in Salmonella-Mediated Intestinal Infection,Mus musculus,GC-MS,30,2014-06-25,2014-07-30,Pacific Northwest National Laboratory,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000084,Model-driven multi-omic data analysis elucidates metabolic immunomodulators of macrophage activation,Mus musculus,GC-MS,6,2014-06-25,2014-08-06,Pacific Northwest National Laboratory,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000085,Salmonella Modulates Metabolism during Growth under Conditions that Induce Expression of Virulence Genes,Salmonella typhimurium,GC-MS,9,2014-06-25,2014-08-08,Pacific Northwest National Laboratory,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000087,A study of changes in lipid metabolism of ovarian cancer cells co-cultured with adipocytes: GC-TOF MS analysis,Homo sapiens,GC-MS,81,2014-06-11,2014-09-18,"University of California, Davis",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000089,A study of changes in lipid metabolism of ovarian cancer cells co-cultured with adipocytes: UHPLC-QTOF MS analysis,Homo sapiens,LC-MS,50,2014-06-11,2014-09-18,"University of California, Davis",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000090,Caloric Restriction vs drugs,Mus musculus,LC-MS,70,2014-07-16,2014-07-30,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000091,Quantitative Metabolomics by 1H-NMR and LC-MS/MS Confirms Altered Metabolic Pathways in Diabetes,Homo sapiens,LC-MS,26,2014-07-15,2014-07-26,Mayo Clinic,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000092,A statistical analysis of the effects of urease pre-treatment on the measurement of the urinary metabolome by gas chromatographymass spectrometry,Homo sapiens,GC-MS,235,2014-06-25,2014-08-07,Pacific Northwest National Laboratory,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000093,Metabolomics Analysis of Frontal Fibrosing Alopecia,Homo sapiens,GC-MS/LC-MS,30,2014-07-24,2014-07-26,Case Western Reserve University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000095,Dysfunctional lipid metabolism underlies the effect of perinatal DDT exposure on the development of metabolic syndrome,Mus musculus,LC-MS,15,2014-07-10,2015-02-03,"University of California, Davis",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000096,A study of changes in lipid metabolism of ovarian cancer cells co-cultured with adipocytes: UPLC-QTRAP MS analysis,Homo sapiens,LC-MS,44,2014-07-24,2015-02-03,"University of California, Davis",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000097,NMR analysis of D. melanogaster,Drosophila melanogaster,NMR,40,2014-08-27,2015-02-03,University of Florida,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000098,Heatshock response of C. elegans using IROA (II),Caenorhabditis elegans,NMR,6,2014-09-15,2015-11-04,University of Florida,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000099,NMR analysis of DMD mouse serum,Mus musculus,NMR,14,2014-09-15,2015-11-04,University of Florida,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000100,Global Metabolomics of C. elegans using an augmented reference IROA design,Caenorhabditis elegans,LC-MS,48,2014-09-13,2015-02-03,University of Florida,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000101,NMR analysis of Synthetic Mixture Analysis,-,NMR,10,2014-09-15,2015-02-03,University of Florida,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000102,Cold adaptation shapes the robustness of metabolic networks in Drosophila melanogaster,Drosophila melanogaster,NMR,96,2014-09-26,2015-02-03,University of Florida,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000103,2D-INADEQUATE NMR study of C. elegans metabolome,Caenorhabditis elegans,NMR,8,2014-09-25,2016-06-18,University of Florida,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000104,Factors for Epigenetic Silencing of Lung Cancer Genes,Homo sapiens,NMR,68,2014-09-29,2016-06-18,University of North Carolina,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000105,SCOR Metabolomics,Homo sapiens,LC-MS,112,2014-09-30,2015-02-03,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000106,IWMS Study 1:Weight comparison of obese and lean patients,Homo sapiens,LC-MS,64,2014-09-30,2015-02-03,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000107,Metabolomic and lipidomic profiles in response to exogenous insulin and GLP-1 infusions during prolonged fasting,Mirounga angustirostris,GC-MS/LC-MS,111,2014-07-10,2015-02-03,"University of California, Davis",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000110,SIRM Analysis of human P493 cells under hypoxia  in [U-13C/15N] labeled Glutamine medium (Both positive and ion mode FTMS),Homo sapiens,GC-MS/LC-MS,8,2014-09-29,2015-02-03,University of Kentucky,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000111,Study of biological variation in PC9 cell culture,Homo sapiens,GC-MS,12,2014-09-29,2015-02-03,University of Kentucky,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
ST000113,SIRM Analysis of human P493 cells under hypoxia  in [U-13C/15N] labeled Glutamine medium (Positive ion mode FTMS),Homo sapiens,GC-MS/LC-MS,8,2014-10-08,2015-02-03,University of Kentucky,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST000,1
