study_id,analysis_id,analysis_summary,analysis_type,chromatography_type,ms_instrument_type,ion_mode,units,assay_scope,assay_scope_basis,chromatography system,column_name,ms_instrument_name,ms_type,nmr_experiment_type,nmr_instrument_type,nmr_solvent,spectrometer_frequency
ST000098,AN000158,ESI positive ion mode/Full MS/DD-MS2 (TOPN),MS,,Orbitrap,POSITIVE,,unclassified_or_other,no explicit targeted/untargeted label,,,Thermo Q Exactive Orbitrap,ESI,,,,
ST000098,AN000159,ESI negative ion mode/Full MS/DD-MS2 (TOPN),MS,,Orbitrap,NEGATIVE,,unclassified_or_other,no explicit targeted/untargeted label,,,Thermo Q Exactive Orbitrap,ESI,,,,
ST000098,AN000160,NMR:HSQC,NMR,,,,,unclassified_or_other,no explicit targeted/untargeted label,,,,,2D 1H-13C HSQC,FT-NMR,D2O,600 MHz
ST000098,AN000161,NMR:HSQC-TOCSY,NMR,,,,,unclassified_or_other,no explicit targeted/untargeted label,,,,,2D 1H-13C HSQC-TOCSY,FT-NMR,D2O,600 MHz
ST000098,AN000162,NMR:13C 1D,NMR,,,,,unclassified_or_other,no explicit targeted/untargeted label,,,,,1D 13C,FT-NMR,D2O,600 MHz
ST000099,AN000163,NMR:13C 1D,NMR,,,,,unclassified_or_other,no explicit targeted/untargeted label,,,,,1D 1H,FT-NMR,D2O,600 MHz
ST000100,AN000165,HESI positive ion mode,MS,Reversed phase,Orbitrap,POSITIVE,,unclassified_or_other,no explicit targeted/untargeted label,Thermo Dionex Ultimate 3000 RS,"Waters Acquity HSS T3 (100 x 2.1mm,1.8um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST000100,AN000166,HESI negative ion mode,MS,Reversed phase,Orbitrap,NEGATIVE,,unclassified_or_other,no explicit targeted/untargeted label,Thermo Dionex Ultimate 3000 RS,"Waters Acquity HSS T3 (100 x 2.1mm,1.8um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST000101,AN000167,NMR:13C 1D,NMR,,,,,unclassified_or_other,no explicit targeted/untargeted label,,,,,1D 13C,FT-NMR,D2O,600 MHz
ST000101,AN000168,NMR: 1D 1H,NMR,,,,,unclassified_or_other,no explicit targeted/untargeted label,,,,,1D 1H,FT-NMR,D2O,600 MHz
ST000102,AN000169,NMR: 1D presaturation 1H,NMR,,,,,unclassified_or_other,no explicit targeted/untargeted label,,,,,1D 1H,FT-NMR,D2O,700 MHz
ST000102,AN000170,NMR: 2D 1H-13C HSQC,NMR,,,,,unclassified_or_other,no explicit targeted/untargeted label,,,,,2D 1H-13C HSQC,FT-NMR,D2O,700 MHz
ST000103,AN000171,NMR:2D 1H-13C HSQC,NMR,,,,,unclassified_or_other,no explicit targeted/untargeted label,,,,,2D-INADEQUATE,FT-NMR,D2O and MeOD,600 MHz
ST000104,AN000172,NMR:INADEQUATE,NMR,,,,,unclassified_or_other,no explicit targeted/untargeted label,,,,,1D 1H,FT-NMR,D20,700 MHz
ST000105,AN000173,MS Q-TOF 6530 positive ion mode,MS,Reversed phase,QTOF,POSITIVE,Counts,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1200,Waters Acquity HSS T3,Agilent 6530 QTOF,ESI,,,,
ST000105,AN000174,ESI negative ion mode,MS,Reversed phase,QTOF,NEGATIVE,Counts,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1200,Waters Acquity HSS T3,Agilent 6530 QTOF,ESI,,,,
ST000106,AN000175,ESI positive ion mode,MS,Reversed phase,QTOF,POSITIVE,Counts,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1200,Waters Acquity HSS T3,Agilent 6530 QTOF,ESI,,,,
ST000106,AN000176,ESI negative ion mode,MS,Reversed phase,QTOF,NEGATIVE,Counts,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1200,Waters Acquity HSS T3,Agilent 6530 QTOF,ESI,,,,
ST000107,AN000177,LCMS Positive ion mode,MS,GC,Triple quadrupole,POSITIVE,nM,unclassified_or_other,no explicit targeted/untargeted label,,,ABI Sciex API 4000 QTrap,ESI,,,,
ST000107,AN000178,GCMS Positive ion mode,MS,GC,Single quadrupole,POSITIVE,nM,unclassified_or_other,no explicit targeted/untargeted label,,,Agilent 5973N,EI,,,,
ST000110,AN000183,ESI positive ion mode,MS,GC,Single quadrupole,POSITIVE,Peak area,unclassified_or_other,no explicit targeted/untargeted label,,,Thermo LTQ-FT,ESI,,,,
ST000110,AN000184,ESI negative ion mode,MS,GC,Single quadrupole,NEGATIVE,Peak area,unclassified_or_other,no explicit targeted/untargeted label,,,Thermo LTQ-FT,ESI,,,,
ST000110,AN000185,GCMS positive ion mode,MS,GC,GC-ITQ,POSITIVE,Peak area,unclassified_or_other,no explicit targeted/untargeted label,,,Thermo ITQ,EI,,,,
ST000111,AN000186,GCMS positive ion mode,MS,GC,GC-ITQ,POSITIVE,Peak area,unclassified_or_other,no explicit targeted/untargeted label,,,Thermo ITQ,EI,,,,
ST000113,AN000190,FTMS positive ion mode,MS,GC,Single quadrupole,POSITIVE,renormalized corrected Peak area,unclassified_or_other,no explicit targeted/untargeted label,,,Thermo LTQ-FT,ESI,,,,
ST000113,AN000191,GCMS positive ion mode,MS,GC,GC-ITQ,POSITIVE,normalized Peak area,unclassified_or_other,no explicit targeted/untargeted label,,,Thermo ITQ,EI,,,,
ST000114,AN000192,FTMS positive ion mode,MS,GC,Single quadrupole,POSITIVE,Peak area,unclassified_or_other,no explicit targeted/untargeted label,,,Thermo LTQ-FT,ESI,,,,
ST000114,AN000193,FTMS negative ion mode,MS,GC,Single quadrupole,NEGATIVE,Peak area,unclassified_or_other,no explicit targeted/untargeted label,,,Thermo LTQ-FT,ESI,,,,
ST000114,AN000194,GCMS positive ion mode,MS,GC,GC-ITQ,POSITIVE,normalized Peak area,unclassified_or_other,no explicit targeted/untargeted label,,,Thermo ITQ,EI,,,,
ST000115,AN000195,QTOF negative ion mode,MS,,Triple quadrupole,NEGATIVE,uM,unclassified_or_other,no explicit targeted/untargeted label,,,ABI Sciex API 5000 QQQ,ESI,,,,
ST000115,AN000196,UHPLC-ESI-MS/MS positive ion mode,MS,,Triple quadrupole,POSITIVE,uM,unclassified_or_other,no explicit targeted/untargeted label,,,Thermo TSQ Quantum Ultra,ESI,,,,
ST000116,AN000197,LC/MS positive/negative ion mode,MS,Reversed phase,IT-TOF,UNSPECIFIED,Peak area,unclassified_or_other,no explicit targeted/untargeted label,LCMS-IT-TOF,Shim-Pack VP-ODS 150 L 2.0,Shimadzu LCMS-IT-TOF,ESI,,,,
ST000117,AN000198,GCMS positive ion mode,MS,GC,GC-TOF,POSITIVE,Peak area,unclassified_or_other,no explicit targeted/untargeted label,Agilent 6890N,Restek corporation Rtx-5Sil MS,Leco Pegasus III GC TOF,EI,,,,
ST000118,AN000199,GCMS positive ion mode,MS,GC,GC-TOF,POSITIVE,Peak area,unclassified_or_other,no explicit targeted/untargeted label,Agilent 6890N,Restek corporation Rtx-5Sil MS,Leco Pegasus III GC TOF,EI,,,,
ST000119,AN000200,ESI positive ion mode,MS,HILIC,QTOF,POSITIVE,Peak area,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1290,"Waters Acquity BEH Amide (150 x 2.1mm,1.7um)",Agilent 6530 QTOF,ESI,,,,
ST000119,AN000201,ESI negative ion mode,MS,HILIC,QTOF,NEGATIVE,Peak area,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1290,"Waters Acquity BEH Amide (150 x 2.1mm,1.7um)",Agilent 6530 QTOF,ESI,,,,
ST000120,AN000202,UPLC-MS/MS,MS,Reversed phase,Triple quadrupole,POSITIVE,pmole/g,unclassified_or_other,no explicit targeted/untargeted label,Waters Acquity,"Waters Acquity HSS T3 (150 x 2.1mm,1.8um)",Waters Xevo-TQ,ESI,,,,
ST000121,AN000203,ESI negative ion mode,MS,HILIC,TOF,NEGATIVE,Peak area,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1200,"Phenomenex Luna NH2 (150 x 2.1mm,3um)",Agilent 6220 TOF,ESI,,,,
ST000122,AN000204,UPLC-MS/MS,MS,Reversed phase,Triple quadrupole,POSITIVE,pg/ml,unclassified_or_other,no explicit targeted/untargeted label,Waters Acquity,"Waters Acquity HSS T3 (150 x 2.1mm,1.8um)",Waters Xevo-TQ,ESI,,,,
ST000133,AN000215,NMR: 1D 1H,NMR,,,,,unclassified_or_other,no explicit targeted/untargeted label,,,,,1D 1H,FT-NMR,D2O/CDCl3,600 MHz
ST000134,AN000216,NMR: 1D 1H,NMR,,,,,unclassified_or_other,no explicit targeted/untargeted label,,,,,1D 1H,FT-NMR,D2O,800 MHz
ST000135,AN000217,MS positive ion mode,MS,,Triple quadrupole,POSITIVE,Peak area,unclassified_or_other,no explicit targeted/untargeted label,,,Waters,ESI,,,,
ST000136,AN000218,MS positive ion mode,MS,Reversed phase,Orbitrap,POSITIVE,nmol/mL serum,unclassified_or_other,no explicit targeted/untargeted label,Thermo Dionex Ultimate 3000,"Waters Acquity BEH C18 (50 x 2.1mm,1.7um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST000137,AN000219,NMR,NMR,,,,,unclassified_or_other,no explicit targeted/untargeted label,,,,,NOESY,FT-NMR,,600 MHz
ST000138,AN000220,MS positive ion mode,MS,Reversed phase,Triple quadrupole,POSITIVE,uM,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1290 Infinity,"Waters Acquity BEH C18 (100 x 2mm,1.7um)",Agilent 6490 QQQ,ESI,,,,
ST000140,AN000222,MS positive ion mode,MS,Reversed phase,Orbitrap,POSITIVE,Peak area,unclassified_or_other,no explicit targeted/untargeted label,Thermo Dionex Ultimate 3000 RS,"ACE Excel 2 C18-PFP (100 x 2.1mm, 2um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST000142,AN000225,MS positive ion mode,MS,,FT-ICR-MS,POSITIVE,Peak area,unclassified_or_other,no explicit targeted/untargeted label,,,Bruker SolariX FT-ICR-MS,ESI,,,,
ST000143,AN000226,ESI negative ion mode,MS,HILIC,QTOF,NEGATIVE,uM,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1260,"Phenomenex Luna NH2 (150 x 1mm,3um)",Agilent 6520 QTOF,ESI,,,,
ST000143,AN000227,EI positive ion mode,MS,GC,Single quadrupole,POSITIVE,uM,unclassified_or_other,no explicit targeted/untargeted label,Agilent 7890A,"Agilent DB5-MS (30m × 0.25mm, 0.25um)",Agilent 5975C,EI,,,,
ST000144,AN000228,LCMS,MS,HILIC,QTOF,NEGATIVE,Area,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1260,"Phenomenex Luna NH2 (150 x 1mm,3um)",Agilent 6520 QTOF,ESI,,,,
ST000144,AN000229,GCMS,MS,GC,Single quadrupole,POSITIVE,Area,unclassified_or_other,no explicit targeted/untargeted label,Agilent 7890A,"Agilent DB5-MS (30m × 0.25mm, 0.25um)",Agilent 5975C,EI,,,,
ST000145,AN000230,LCMS Negative ion mode,MS,HILIC,QTOF,NEGATIVE,Area,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1260,"Phenomenex Luna NH2 (150 x 1mm,3um)",Agilent 6520 QTOF,ESI,,,,
ST000145,AN000231,GCMS Positive ion mode,MS,GC,Single quadrupole,POSITIVE,Area,unclassified_or_other,no explicit targeted/untargeted label,Agilent 7890A,"Agilent DB5-MS (30m × 0.25mm, 0.25um)",Agilent 5975C,EI,,,,
ST000146,AN000232,ESI/QTOF negative ion mode,MS,HILIC,QTOF,NEGATIVE,Area,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1260,"Phenomenex Luna NH2 (150 x 1mm,3um)",Agilent 6520 QTOF,ESI,,,,
ST000147,AN000233,Negative ion mode,MS,HILIC,QTOF,NEGATIVE,Area,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1260,"Phenomenex Luna NH2 (150 x 1mm,3um)",Agilent 6520 QTOF,ESI,,,,
ST000147,AN000234,Positive ion mode,MS,GC,Single quadrupole,POSITIVE,Area,unclassified_or_other,no explicit targeted/untargeted label,Agilent 7890A,"Agilent DB5-MS (30m × 0.25mm, 0.25um)",Agilent 5975C,EI,,,,
ST000148,AN000235,ESI positive ion mode,MS,,FT-ICR-MS,POSITIVE,normalized corrected Peak area,unclassified_or_other,no explicit targeted/untargeted label,,,Bruker SolariX FT-ICR-MS,ESI,,,,
ST000149,AN000236,ESI positive ion mode,MS,,Triple quadrupole,POSITIVE,uM,unclassified_or_other,no explicit targeted/untargeted label,,,ABI Sciex API 5000 QQQ,ESI,,,,
ST000150,AN000237,NMR 1D-1H,NMR,,,,,unclassified_or_other,no explicit targeted/untargeted label,,,,,1D 1H,FT-NMR,,600 MHz
ST000153,AN000244,ESI/QTOF negative ion mode,MS,HILIC,QTOF,NEGATIVE,Area,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1260,"Phenomenex Luna NH2 (150 x 1mm,3um)",Agilent 6520 QTOF,ESI,,,,
ST000154,AN000245,ESI negative ion mode,MS,HILIC,QTOF,NEGATIVE,Area,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1260,"Phenomenex Luna NH2 (150 x 1mm,3um)",Agilent 6520 QTOF,ESI,,,,
ST000154,AN000246,ESI positive ion mode,MS,GC,Single quadrupole,POSITIVE,Area,unclassified_or_other,no explicit targeted/untargeted label,Agilent 7890A,"Agilent DB5-MS (30m × 0.25mm, 0.25um)",Agilent 5975C,EI,,,,
ST000155,AN000247,ESI negative ion mode,MS,HILIC,QTOF,NEGATIVE,pmol/µg protein,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1260,"Phenomenex Luna NH2 (150 x 1mm,3um)",Agilent 6520 QTOF,ESI,,,,
ST000156,AN000248,ESI negative ion mode,MS,HILIC,QTOF,NEGATIVE,,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1260,"Phenomenex Luna NH2 (150 x 1mm,3um)",Agilent 6520 QTOF,ESI,,,,
ST000158,AN000250,ESI negative ion mode,MS,Reversed phase,QTOF,NEGATIVE,"mg/100mg (fecal), and mg/ml (serum, duodenum)",unclassified_or_other,no explicit targeted/untargeted label,Agilent 1260,"Waters Acquity BEH C18 (50 x 2mm,1.7um)",Agilent 6520 QTOF,ESI,,,,
ST000159,AN000251,ESI negative ion mode,MS,HILIC,QTOF,NEGATIVE,Area,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1260,"Phenomenex Luna NH2 (150 x 1mm,3um)",Agilent 6520 QTOF,ESI,,,,
ST000160,AN000252,ESI positive ion mode,MS,Reversed phase,QTOF,POSITIVE,Std. response ratio,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1260,"Waters XBridge C18 (50 x 2.1mm,3um)",Agilent 6530 QTOF,ESI,,,,
ST000161,AN000253,ESI negative ion mode,MS,HILIC,QTOF,NEGATIVE,nM,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1260,"Phenomenex Luna NH2 (150 x 1mm,3um)",Agilent 6520 QTOF,ESI,,,,
ST000162,AN000254,ESI negative ion mode,MS,HILIC,QTOF,NEGATIVE,mM,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1260,"Phenomenex Luna NH2 (150 x 1mm,3um)",Agilent 6520 QTOF,ESI,,,,
ST000163,AN000255,HESI positive ion mode,MS,Anion exchange/Reversed phase,Single quadrupole,POSITIVE,Intensity,explicit_untargeted,Metabolomics Workbench untarg_studies index,Thermo Accela CTC,"Higgins C18 (100 x 2.1mm,5um); Hamilton Anion Exchange 100x2.1mm,7um",Thermo LTQ,ESI,,,,
ST000164,AN000256,ESI positive ion mode,MS,Reversed phase,Orbitrap,POSITIVE,Peak area,unclassified_or_other,no explicit targeted/untargeted label,Thermo Exactive,Shodex ODP2 HP-4B 5um polymer (50 x 4.6mm),Thermo Q Exactive Orbitrap,ESI,,,,
ST000164,AN000257,ESI negative ion mode,MS,Reversed phase,Orbitrap,NEGATIVE,Peak area,unclassified_or_other,no explicit targeted/untargeted label,Thermo Exactive,Shodex ODP2 HP-4B 5um polymer (50 x 4.6mm),Thermo Q Exactive Orbitrap,ESI,,,,
ST000165,AN000258,MS negative ion mode,MS,GC,IR MS,NEGATIVE,,unclassified_or_other,no explicit targeted/untargeted label,,,Thermo DeltaPlus Isotope Ratio MS,IR MS,,,,
ST000166,AN000259,GCMS positive ion mode,MS,GC,Single quadrupole,POSITIVE,Peak area,unclassified_or_other,no explicit targeted/untargeted label, Agilent 6890 GC ,,Agilent 5973,EI,,,,
ST000167,AN000261,ESI positive ion mode,MS,,Triple quadrupole,POSITIVE,ng/ml,unclassified_or_other,no explicit targeted/untargeted label,,,-,ESI,,,,
ST000168,AN000262,ESI positive ion mode,MS,,Triple quadrupole,POSITIVE,uM,unclassified_or_other,no explicit targeted/untargeted label,Waters Acquity,,Thermo Quantum Ultra,ESI,,,,
ST000169,AN000263,ESI negative ion mode,MS,HILIC,QTOF,NEGATIVE,mM,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1260,"Phenomenex Luna NH2 (150 x 1mm,3um)",Agilent 6520 QTOF,ESI,,,,
ST000171,AN000265,ESI positive ion mode,MS,GC,Single quadrupole,POSITIVE,µM,unclassified_or_other,no explicit targeted/untargeted label,,"Agilent DB5-MS (30m × 0.25mm, 0.25um)",Agilent 5975C,EI,,,,
ST000172,AN000266,ESI negative ion mode,MS,HILIC,QTOF,NEGATIVE,Area normalized to protein,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1260,"Phenomenex Luna NH2 (150 x 1mm,3um)",Agilent 6520 QTOF,ESI,,,,
ST000173,AN000267,ESI negative ion mode,MS,HILIC,QTOF,NEGATIVE,pmol/µg protein,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1260,"Phenomenex Luna NH2 (150 x 1mm,3um)",Agilent 6520 QTOF,ESI,,,,
ST000174,AN000268,ESI negative ion mode,MS,HILIC,QTOF,NEGATIVE,pmol/mg protein,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1260,"Phenomenex Luna NH2 (150 x 1mm,3um)",Agilent 6530 QTOF,ESI,,,,
ST000176,AN000270,ESI Negative ion mode,MS,HILIC,QTOF,NEGATIVE,pmol/mg protein,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1260,"Phenomenex Luna NH2 (150 x 1mm,3um)",Agilent 6530 QTOF,ESI,,,,
ST000176,AN000271,GCMS Positive ion mode,MS,GC,Single quadrupole,POSITIVE,SUC,unclassified_or_other,no explicit targeted/untargeted label,Agilent 7890A,"Agilent DB5-MS (30m × 0.25mm, 0.25um)",Agilent 5975C,EI,,,,
ST000178,AN000274,ESI negative ion mode,MS,HILIC,QTOF,NEGATIVE,pmol/µg protein,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1260,"Phenomenex Luna NH2 (150 x 1mm,3um)",Agilent 6530 QTOF,ESI,,,,
ST000178,AN000275,GC-MS Positive ion mode,MS,GC,Single quadrupole,POSITIVE,pmol/µg protein,unclassified_or_other,no explicit targeted/untargeted label,Agilent 7890A,"Agilent DB5-MS (30m × 0.25mm, 0.25um)",Agilent 5975C,EI,,,,
ST000180,AN000278,ESI negative ion mode,MS,HILIC,QTOF,NEGATIVE,pmol/µg protein,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1260,"Phenomenex Luna NH2 (150 x 1mm,3um)",Agilent 6530 QTOF,ESI,,,,
ST000181,AN000279,ESI negative ion mode,MS,HILIC,QTOF,NEGATIVE,Area,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1260,"Phenomenex Luna NH2 (150 x 1mm,3um)",Agilent 6530 QTOF,ESI,,,,
ST000182,AN000280,ESI negative ion mode,MS,HILIC,QTOF,NEGATIVE,µM (100µg/ml protein per sample),unclassified_or_other,no explicit targeted/untargeted label,Agilent 1260,"Phenomenex Luna NH2 (150 x 1mm,3um)",Agilent 6530 QTOF,ESI,,,,
ST000183,AN000281,ESI negative ion mode,MS,HILIC,QTOF,NEGATIVE,µM,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1260,"Phenomenex Luna NH2 (150 x 1mm,3um)",Agilent 6530 QTOF,ESI,,,,
ST000185,AN000284,ESI negative ion mode,MS,HILIC,QTOF,NEGATIVE,pmol/µg protein,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1260,"Phenomenex Luna NH2 (150 x 1mm,3um)",Agilent 6530 QTOF,ESI,,,,
ST000185,AN000285,GCMS positive ion mode,MS,GC,Single quadrupole,POSITIVE,pmol/µg protein,unclassified_or_other,no explicit targeted/untargeted label,Agilent 7890A,"Agilent DB5-MS (30m × 0.25mm, 0.25um)",Agilent 5975C,EI,,,,
ST000188,AN000289,ESI negative ion mode,MS,HILIC,QTOF,NEGATIVE,nM,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1260,"Phenomenex Luna NH2 (150 x 1mm,3um)",Agilent 6530 QTOF,ESI,,,,
ST000189,AN000290,ESI positive ion mode,MS,GC,Single quadrupole,POSITIVE,pmol/mg,unclassified_or_other,no explicit targeted/untargeted label,,"Phenomenex Zebron ZB-WAXplus (30m x 0.25mm,0.25um)",Agilent 5975C,EI,,,,
ST000190,AN000291,ESI positive ion mode,MS,GC,Single quadrupole,POSITIVE,pmol/mg dry weight,unclassified_or_other,no explicit targeted/untargeted label,,"Phenomenex Zebron ZB-WAXplus (30m x 0.25mm,0.25um)",Agilent 5975C,EI,,,,
ST000191,AN000292,EI positive ion mode (feces),MS,GC,Single quadrupole,POSITIVE,µM,unclassified_or_other,no explicit targeted/untargeted label,,"Phenomenex Zebron ZB-WAXplus (30m x 0.25mm,0.25um)",Agilent 5975C,EI,,,,
ST000191,AN000293,EI positive ion mode (plasma),MS,GC,Single quadrupole,POSITIVE,pmol/mg sample,unclassified_or_other,no explicit targeted/untargeted label,,"Phenomenex Zebron ZB-WAXplus (30m x 0.25mm,0.25um)",Agilent 5975C,EI,,,,
ST000192,AN000294,ESI negative ion mode,MS,,Triple quadrupole,NEGATIVE,pmol/mg sample,unclassified_or_other,no explicit targeted/untargeted label,,,Agilent 6490 QQQ,ESI,,,,
ST000193,AN000295,ESI negative ion mode,MS,Reversed phase,Triple quadrupole,NEGATIVE,nmol,unclassified_or_other,no explicit targeted/untargeted label,,"Waters Acquity BEH C18 (50 x 2.1mm,1.7um)",Agilent 6490 QQQ,ESI,,,,
ST000194,AN000296,ESI negative ion mode,MS,Reversed phase,Triple quadrupole,NEGATIVE,pmol/mg sample,unclassified_or_other,no explicit targeted/untargeted label,,"Waters Acquity BEH C18 (50 x 2.1mm,1.7um)",Agilent 6490 QQQ,ESI,,,,
ST000195,AN000297,ESI negative ion mode,MS,Reversed phase,Triple quadrupole,NEGATIVE,µM,unclassified_or_other,no explicit targeted/untargeted label,,"Waters Acquity BEH C18 (50 x 2.1mm,1.7um)",Agilent 6490 QQQ,ESI,,,,
ST000196,AN000298,ESI negative ion mode,MS,Reversed phase,Triple quadrupole,NEGATIVE,µg/100mg sample weight,unclassified_or_other,no explicit targeted/untargeted label,,"Waters Acquity BEH C18 (50 x 2.1mm,1.7um)",Agilent 6490 QQQ,ESI,,,,
ST000198,AN000300,ESI positive ion mode,MS,Reversed phase,Triple quadrupole,POSITIVE,pmol/mg sample,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1200,"Waters Acquity HSS T3 (50 x 2.1mm,1.8um)",Agilent 6490 QQQ,ESI,,,,
ST000199,AN000301,ESI positive ion mode,MS,Reversed phase,Triple quadrupole,POSITIVE,pmol/µg protein,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1200,"Waters Acquity HSS T3 (50 x 2.1mm,1.8um)",Agilent 6490 QQQ,ESI,,,,
