metabolite,refmet_name,log2fc,p_value,fdr,sex,neg_log10_p
pe(38:5)>pe(16:0_22:5)_and_pe(38:5)>pe(18:1_20:4)_feature3,pe(38:5)_ln_c,0.037751455,0.8312279,1.0,female,0.08027988819787904
tg(54:4)_m+nh3_feature6,tg(54:4)_lp_f,-0.038948,0.8317174,1.0,female,0.08002421273455308
pe(40:5)_feature3,pe(40:5)_lp_c,0.060127832,0.8317802,1.0,female,0.07999142195267706
palmitoyl-ea,palmitoyl-ea,-0.045627695,0.8326261,1.0,male,0.07954997957905452
pe(38:5)_feature5,pe(38:5)_lp_e,0.0466284,0.83444,1.0,female,0.0786048855943495
uracil,uracil,-0.03419867,0.83526677,1.0,female,0.07817479609049204
pi(40:5)>pi(18:0_22:5)_feature1,pi(18:0_22:5)_ln_a,0.05929071,0.835623,1.0,female,0.07798961484345815
pi(40:5)>pi(18:0_22:5)_feature1,pi(18:0_22:5)_lp_a,0.03702764,0.83579034,1.0,female,0.0779026527053619
phenylalanine,phenylalanine,0.014719384,0.83652335,1.0,male,0.07752193200628407
pc(39:4)>pc(19:0_20:4)_m+h2co2_feature3,pc(19:0_20:4)_ln_c,-0.037077595,0.8369501,1.0,female,0.07730043440897276
car(14:1-oh)_feature1,car(14:1(oh)),0.045511693,0.8373447,1.0,male,0.07709572421608196
pe(o-40:5)>pe(o-18:1/22:4)_feature5,pe(o-18:1/22:4)_lp_e,0.026893089,0.83863014,1.0,male,0.07642953329846076
acetylcholine,acetylcholine,-0.12462579,0.83870316,1.0,female,0.07639172067876425
hexcer(d42:0-oh)_m+h2co2_feature2,hexcer(d42:0-oh)_ln_b,0.028284574,0.8389082,1.0,male,0.07628556052375333
pe(o-38:6)>pe(o-18:2/20:4)_and_pe(o-16:1/22:5)_feature2,pe(o-38:6)_lp_b,-0.09282459,0.8413954,1.0,male,0.07499986664761493
fa(8:0-oh),hydroxyoctanoic acid,0.052686803,0.8415175,1.0,female,0.07493684810835073
indole,indole,-0.1007696,0.8416384,1.0,female,0.07487445792458654
tauro-alpha-muricholate + tauro-beta-muricholiate,tauromuricholic acid,0.1284254,0.84171563,1.0,male,0.0748346082408442
c7 carnitine,car(7:0),-0.08034896,0.84358144,1.0,female,0.07387298392811167
pc(40:7)_feature2,pc(40:7)_lp_b,0.04963734,0.84404516,1.0,female,0.07363431615383431
NA,sebacic acid,-0.062010184,0.84442604,1.0,male,0.07343838259562732
NA,dimethylglycine,0.025953783,0.84492016,1.0,male,0.07318432739306711
cholate,cholic acid,-0.31334463,0.84581476,1.0,male,0.07272474041089465
pe(o-38:5)_feature3,pe(o-38:5)_lp_c,0.10108779,0.84620416,1.0,male,0.0725248439768302
cer(d42:3)_feature1,cer(d42:3)_lp_a,0.029083936,0.84700125,1.0,male,0.07211594873930276
c18:3 lpe,lpe(18:3),0.015414664,0.8471833,1.0,female,0.07202261379449433
pc(31:0)_feature1,pc(31:0)_lp_a,-0.07094663,0.84728754,1.0,female,0.07196918017287982
fa(10:0-oh),hydroxydecanoic acid,0.041193318,0.8476124,1.0,male,0.07180269847825091
"fa(20:5(5z,8z,11z,14z,17z)))",epa,0.055943977,0.84771323,1.0,female,0.07175103888921737
sm(d42:1)_m+h2co2_feature1,sm(d42:1)_ln_a,-0.019643353,0.84867924,1.0,male,0.07125642120465403
tg(56:4)>tg(18:1_18:2_20:1)_and_tg(18:1_18:1_20:2)_m+nh3_feature3,tg(56:4)_lp_c,-0.022490198,0.8495599,1.0,female,0.07080599487339322
pc(39:4)_feature2,pc(39:4)_lp_b,-0.056678522,0.84973,1.0,female,0.07071904856526949
pc(39:4)_feature2,pc(39:4)_lp_b,-0.04567032,0.8507903,1.0,male,0.07017747020382786
NA,palmitoleic acid,-0.049541507,0.85105157,1.0,female,0.07004412277340144
c14:0 sm,sm(d18:1/14:0),-0.09333844,0.8523373,1.0,male,0.06938850553872834
pc(33:3)_feature2,pc(33:3)_lp_b,-0.032198273,0.8535438,1.0,female,0.06877418795260429
lpc(18:0)_feature2,lpc(18:0)_ln_b,-0.023224816,0.8551922,1.0,male,0.06793626887552616
pc(36:6)_feature3,pc(36:6)_lp_c,-0.04643372,0.85563517,1.0,female,0.0677113725074633
pc(o-38:4)_feature1,pc(o-38:4)_lp_a,0.042678975,0.856192,1.0,male,0.06742883439949832
pc(36:3)_feature2,pc(36:3)_lp_b,0.02764424,0.85635114,1.0,female,0.06734811979157429
car(13:0)_feature1,car(13:0),0.029468006,0.8574966,1.0,male,0.0667675932725573
"gtinternalstandard_pc(33:1(d7))>pc(15:0/18:1(9z,d7))_[istd]_m+h2co2","gtinternalstandard_pc(33:1(d7))>pc(15:0/18:1(9z,d7))_[istd]_m+h2co2",-0.025093423,0.8578445,1.0,male,0.06659142883234676
pe(o-40:5)>pe(o-18:1/22:4)_feature3,pe(o-18:1/22:4)_ln_c,-0.07192582,0.8583886,1.0,male,0.06631605873778294
tg(49:3)_m+nh3_feature2,tg(49:3)_lp_b,0.051379733,0.85877436,1.0,female,0.06612093055710365
pc(39:4)_feature5,pc(39:4)_lp_e,0.027528737,0.85899574,1.0,male,0.06600898995115638
pe(o-40:6)>pe(o-18:1/22:5)_feature5,pe(o-18:1/22:5)_lp_e,0.025783153,0.8597235,1.0,female,0.06564120193356338
NA,sm(d34:2),0.013091893,0.85972553,1.0,male,0.06564017646809987
dg(18:1_18:1),dg(18:1_18:1),0.04757908,0.8601764,1.0,female,0.06541247702300278
urocanate,urocanic acid,-0.10571143,0.8613715,1.0,female,0.06480950173698496
pc(39:6)_feature5,pc(39:6)_lp_e,-0.056920424,0.8620651,1.0,male,0.06445993660774135
car(20:1)_feature1,car(20:1),0.04292493,0.86279,1.0,male,0.06409489714620442
tauro-beta-muricholate,tauro-beta-muricholic acid,0.19488187,0.86301136,1.0,female,0.06398348753757908
c20:1 lpc,lpc(20:1),-0.023993671,0.86411357,1.0,male,0.06342917467049203
tg(53:2)_m+nh3_feature4,tg(53:2)_lp_d,0.04255609,0.8642254,1.0,male,0.06337297371359404
tg(46:2)_m+nh3_feature2,tg(46:2)_lp_b,-0.08826419,0.86427957,1.0,male,0.0633457528117156
pc(32:0)_feature2,pc(32:0)_lp_b,-0.049857307,0.8648627,1.0,male,0.06305283284182461
sphinganine (c16),c16 sphinganine,0.04121403,0.8650611,1.0,male,0.0629532168638406
fa(20:2),eicosadienoic acid,0.0477894,0.865504,1.0,female,0.06273092065523855
NA,ornithine,-0.019857084,0.8664151,1.0,female,0.06227398737358222
tg(58:1)>tg(16:0_18:1_24:0)_and_tg(16:0_16:0_26:1)_and_tg(18:0_18:1_22:0)_m+nh3_feature2,tg(58:1)_lp_b,-0.044819094,0.8666436,1.0,male,0.0621594658173419
20-hete,20-hete,0.31172976,0.86667234,1.0,male,0.06214506379965656
hexcer(d42:1)>hexcer(d18:1/24:0)_feature2,hexcer(d42:1)_lp_b,0.022506824,0.86765105,1.0,female,0.061654903314070204
c20:3 lpc a,lpc(20:3)_hp_a,0.016048893,0.86811936,1.0,male,0.06142055843460538
c36:3 pe plasmalogen,pe(p-36:2)/pe(o-36:3),-0.023188166,0.8695822,1.0,female,0.060689358665203544
c20:0 lpe,lpe(20:0),0.015585365,0.8704389,1.0,female,0.06026170854911002
lpc(20:4)_feature2,lpc(20:4)_ln_b,0.015702236,0.8710032,1.0,female,0.059980249424266566
NA,sn-glycero-3-phosphocholine,0.018372573,0.87116885,1.0,female,0.05989766185073262
tg(56:4)_m+nh3_feature2,tg(56:4)_lp_b,0.0392919,0.8715038,1.0,female,0.05973071490460957
c18:3 lpc,lpc(18:3),0.014097086,0.8715653,1.0,male,0.05970006883251971
lysine,lysine,-0.01355319,0.8718082,1.0,female,0.05957905043877113
car(26:1)_feature1,car(26:1),0.031440634,0.8723265,1.0,female,0.05932093409420626
c18:1 lpc plasmalogen b,lpc(p-18:0)/lpc(o-18:1)_hp_b,0.02097677,0.8723362,1.0,male,0.05931610490117714
c34:3 pe plasmalogen,pe(p-34:2)/pe(o-34:3),0.02291353,0.8730111,1.0,female,0.05898023437220514
NA,bilirubin,0.028351814,0.8731294,1.0,male,0.05892138797663987
alpha-muricholate,alpha-muricholic acid,-0.13522176,0.8732447,1.0,female,0.058864041553744376
"gtinternalstandard_sm(d36:2(d9))>sm(d18:1/18:1(9z,d9))_[istd]_m+h2co2","gtinternalstandard_sm(d36:2(d9))>sm(d18:1/18:1(9z,d9))_[istd]_m+h2co2",-0.021843256,0.874228,1.0,male,0.05837528792786305
fa(14:0-oh),hydroxytetradecanoic acid,-0.044510476,0.87544394,1.0,male,0.057771659207225684
tg(52:4)>tg(16:0_16:0_20:4)_and_tg(16:1_18:1_18:2)_and_tg(16:0_18:1_18:2)_m+nh3_feature6,tg(52:4)_lp_f,-0.029975573,0.8758979,1.0,female,0.057546514894542294
c20:0 sm,sm(d18:1/20:0),0.024238676,0.87617964,1.0,male,0.05740684284739526
pe(36:1)_feature3,pe(36:1)_lp_c,0.036776423,0.8771158,1.0,female,0.056943065720574566
tg(50:5)_m+nh3_feature3,tg(50:5)_lp_c,-0.11611473,0.87809944,1.0,female,0.0564562998138471
oxidized glutathione,oxidized glutathione,-0.123354554,0.87814826,1.0,male,0.05643215486366496
fa(14:1-oh)_feature2,hydroxytetradecenoic acid_ln_b,0.03457721,0.8787135,1.0,male,0.05615270132097863
lpc(17:0)_feature1and2,lpc(17:0)_ln_ab,-0.025038714,0.87873644,1.0,male,0.056141363626301094
pc(o-32:1)_feature2,pc(o-32:1)_lp_b,0.05187668,0.87971944,1.0,male,0.05565581090355633
pc(o-40:4)_feature1,pc(o-40:4)_lp_a,-0.025720855,0.88025045,1.0,male,0.05539374423850306
NA,bilirubin,0.029013664,0.88045126,1.0,female,0.05529468069492406
sm(d40:1)_m+h2co2_feature1,sm(d40:1)_ln_a,0.013332308,0.88165015,1.0,male,0.054703714262690835
pc(41:6)_feature1,pc(41:6)_lp_a,0.026079977,0.8827666,1.0,female,0.05415410698988305
"gtinternalstandard_pe(18:1(d7))>pe(18:1(9z,d7)/0:0)_and_pe(18:1(d7))>pe(0:0/18:1(9z,d7))_feature1","gtinternalstandard_pe(18:1(d7))>pe(18:1(9z,d7)/0:0)_and_pe(18:1(d7))>pe(0:0/18:1(9z,d7))_[istd]",0.02017618,0.8845801,1.0,female,0.05326283498382618
pc(46:5)_feature1,pc(46:5)_lp_a,0.041025456,0.88517857,1.0,male,0.0529691088019484
NA,edetic acid,0.015344354,0.88814384,1.0,male,0.05151669203738585
NA,dimethylglycine,0.016485263,0.89088833,1.0,female,0.050176729974551304
ribose 5-phosphate+ribulose 5-phosphate+xylulose 5-phosphate,pentose 5-phosphate,0.09522896,0.89100343,1.0,female,0.05012062410318614
oleoyl-ea,oleoyl-ea,-0.092073865,0.8913902,1.0,male,0.049932144884482776
lpc(19:0/0:0)_feature2,lpc(19:0/0:0)_b,0.06509882,0.89307994,1.0,female,0.04910966547086323
taurohyocoholate,taurohyocholic acid,0.09614139,0.8941608,1.0,male,0.04858437351614031
pc(36:2)_m+na_feature4,pc(36:2)_lp_d,-0.022837909,0.8950575,1.0,female,0.04814906397953747
aspartate,aspartic acid,0.041090705,0.8952329,1.0,female,0.048063965771593574
pc(38:5)_feature3,pc(38:5)_lp_c,-0.018077295,0.89563805,1.0,female,0.04786746427343159
"fa(22:6(4z,7z,10z,16z,19z))",dha,-0.023327205,0.8959799,1.0,male,0.04770173299077688
c22:4 lpc,lpc(22:4),0.020041289,0.8962201,1.0,female,0.04758532016276914
pe(o-40:5)>pe(o-18:1/22:4)_feature4,pe(o-18:1/22:4)_lp_d,0.0644292,0.89639324,1.0,male,0.04750142728397292
pc(o-36:3)_feature1,pc(o-36:3)_lp_a,-0.034459665,0.8980059,1.0,female,0.046720809959615674
fa(20:3),eicosatrienoic acid,-0.035785113,0.8986611,1.0,female,0.04640405704195547
NA,3-methylhistidine,-0.012458449,0.8994061,1.0,male,0.046044171262900314
fa(16:0-oh),hydroxyhexadecanoic acid,0.03290113,0.9006986,1.0,female,0.045420512300926995
2-piperidinone,2-piperidinone,0.03673963,0.90088356,1.0,male,0.04533133834101717
"gtinternalstandard_pc(18:1(d7))>pc(18:1(9z,d7)/0:0)_ and_pc(0:0/18:1(9z,d7))_[istd] m+ h2co2","gtinternalstandard_pc(18:1(d7))>pc(18:1(9z,d7)/0:0)_ and_pc(0:0/18:1(9z,d7))_[istd] m+ h2co2",-0.017296491,0.9013986,1.0,male,0.0450831207855059
7-methylguanine,7-methylguanine,0.011731916,0.901432,1.0,female,0.04506702894005219
pc(o-36:2)_feature1,pc(o-36:2)_lp_a,0.023989221,0.9021699,1.0,female,0.04471166679935289
2-acetylpyrrolidine,2-acetylpyrrolidine,0.033554554,0.902678,1.0,female,0.04446714200356868
sm(d40:0-oh)_m+h2co2_feature1,sm(d40:0-oh),-0.014767601,0.90324724,1.0,male,0.04419335680627437
fa(12:0-oh),hydroxydodecanoic acid,0.029271854,0.9036391,1.0,male,0.04400498564580982
phosphocholine,choline phosphate,0.045399047,0.90396446,1.0,male,0.04384864378271015
sm(d44:2)_feature1,sm(d44:2)_lp_a,-0.02190654,0.9049297,1.0,female,0.0433851579085566
tg(49:0)>tg(16:0_16:0_17:0)_and_tg(15:0_16:0_18:0)_and_tg(14:0_16:0_19:0)_m+nh3_feature1,tg(49:0),0.025683012,0.9054772,1.0,male,0.043122480787638875
guanidinoacetate,guanidoacetic acid,0.016248906,0.9058084,1.0,female,0.04296365621131646
n-methylproline,n-methyl-proline,0.031349406,0.9064443,1.0,female,0.042658877664288754
tg(58:5)_m+nh3_feature2,tg(58:5)_lp_b,-0.048444364,0.907192,1.0,female,0.0423007882253908
fa(18:0),stearic acid,0.179619,0.90760934,1.0,female,0.04210104353898612
tg(56:5)>tg(16:0_18:1_22:4)_m+nh3_feature5,tg(16:0_18:1_22:4)_lp_e,-0.012071978,0.9078602,1.0,female,0.04198102267163119
pi(38:5)>pi(18:1_20:4)_feature1,pi(18:1_20:4)_ln_a,0.013410447,0.9088702,1.0,female,0.04149813597373404
"gtinternalstandard_pe(33:1(d7))>pe(15:0/18:1(9z,d7))_[istd]","gtinternalstandard_pe(33:1(d7))>pe(15:0/18:1(9z,d7))_[istd]",-0.015660444,0.91076386,1.0,male,0.04059421094444019
tg(52:6)>tg(16:1_18:2_18:3)_and_tg(52:6)>tg(16:2_18:2_18:2)_m+nh3_feature4,tg(52:6)_lp_d,0.029222803,0.9116219,1.0,female,0.04018525025898297
car(17:0)_feature1,car(17:0)_lp_a,-0.032679282,0.91259855,1.0,female,0.039720225600065204
alpha-aminoadipic-acid,aminoadipic acid,-0.012637642,0.91376364,1.0,male,0.039166127153076276
pc(38:2)_feature5,pc(38:2)_lp_e,0.01542092,0.91443145,1.0,female,0.03884884568520027
pc(40:1)_feature1,pc(40:1),-0.018224457,0.9155966,1.0,female,0.03829582871481679
lpc(17:0/0:0)_feature2,lpc(17:0/0:0)_lp_b,0.017697517,0.9157059,1.0,female,0.03824398759416263
c7 carnitine,car(7:0),0.027814714,0.91583276,1.0,male,0.038183825502839504
tg(50:4)>tg(16:1_16:1_18:2)_m+nh3_feature2,tg(16:1_16:1_18:2)_lp_b,-0.0458723,0.9160585,1.0,male,0.03807679116190262
13s-hotre(gamma),13s-hotre(gamma),0.14368619,0.9160743,1.0,male,0.038069300599194236
"n6,n6-dimethyllysine","n(6),n(6)-dimethyl-lysine",-0.0100512635,0.91683006,1.0,female,0.03771115598084203
car(20:2-oh)_feature1,car(20:2(oh)),0.040929973,0.9168764,1.0,male,0.037689205677743136
pe(o-38:5)>pe(o-16:1/22:4)_feature5,pe(o-16:1/22:4)_ln_e,-0.04187997,0.91698486,1.0,male,0.03763783474735755
lpc(26:0)_feature1and2,lpc(26:0)_lp_ab,0.02238809,0.9183569,1.0,male,0.0369885066222761
tg(55:6)_m+nh3_feature2,tg(55:6)_lp_b,0.02439596,0.9184452,1.0,male,0.036946751222735164
adma,dimethylarginine,-0.00973437,0.9195054,1.0,male,0.03644571592746332
glycodeoxycholate,glycodeoxycholic acid,0.066172004,0.9198993,1.0,female,0.036259711619616726
pc(38:6),pc(38:6),-0.013264296,0.9201705,1.0,male,0.03613169401469216
ursodeoxycholate,ursodeoxycholic acid,-0.042425208,0.9215411,1.0,male,0.03548529082454549
pc(46:5)_feature1,pc(46:5)_lp_a,-0.017163122,0.9222207,1.0,female,0.035165133911360905
tg(48:1)>tg(16:0_16:0_16:1)_and_tg(14:0_16:0_18:1)_m+nh3_feature2,tg(48:1)_lp_b,0.039269626,0.92427295,1.0,male,0.03419975694677771
hyodeoxycholate,hyodeoxycholic acid,0.07364151,0.9249657,1.0,male,0.03387437166845018
pc(o-42:6)_feature1,pc(o-42:6)_lp_a,0.017789219,0.9253225,1.0,male,0.033706877466126675
c16:0 sm,sm(d18:1/16:0),0.012080274,0.9260139,1.0,male,0.033382494259759955
NA,ornithine,-0.01028335,0.92642325,1.0,male,0.03319055419954158
"gtinternalstandard_pe(33:1(d7))>pe(15:0/18:1(9z,d7))_feature1","gtinternalstandard_pe(33:1(d7))>pe(15:0/18:1(9z,d7))_[istd]",0.014490701,0.92667997,1.0,male,0.03307022406476641
methylguanidine,methylguanidine,-0.05230418,0.9274545,1.0,male,0.03270738724782918
beta-muricholate,beta-muricholic acid,0.06477093,0.9274997,1.0,male,0.03268622218554792
pe(o-40:3)>pe(o-18:0/22:3)_feature1,pe(o-18:0/22:3),-0.008437684,0.9279517,1.0,female,0.032474628274003395
ps(38:4)>ps(18:0_20:4)_feature2,ps(18:0_20:4)_ln_b,-0.062081356,0.9282324,1.0,male,0.032343276581033406
ps(38:4)>ps(18:0_20:4)_feature2,ps(18:0_20:4)_lp_b,0.066122755,0.9295466,1.0,male,0.031728833309447056
pc(35:4)>pc(15:0_20:4)_m+h2co2_feature2,pc(15:0_20:4)_ln_b,-0.010313015,0.93083125,1.0,male,0.031129044944029894
indole,indole,-0.03396423,0.9317758,1.0,male,0.030688573199820064
sdma,symmetric dimethyl-arginine,0.0069226986,0.93180615,1.0,female,0.030674427497746796
tg(56:8)>tg(18:2_18:2_20:4)_m+nh3_feature2,tg(18:2_18:2_20:4)_lp_b,-0.011934415,0.9337841,1.0,female,0.029753525287470172
car(22:4)_feature1,car(22:4),0.026884217,0.9338212,1.0,male,0.029736270758067482
hydroxyphenyllactic acid,hydroxyphenyllactic acid,-0.041805025,0.9345071,1.0,male,0.02941739468203737
2-aminooctanoate,2-aminooctanoic acid,-0.027461039,0.9353205,1.0,female,0.029039546848511937
pe(o-40:4)_feature3,pe(o-40:4)_lp_c,-0.03006606,0.93558586,1.0,male,0.028916350533662014
hexcer(d42:1-oh)>hexcer(d18:1/24:0-oh)_feature1,hexcer(d18:1/24:0-oh),-0.013016626,0.93624914,1.0,female,0.028608568217364655
pe(o-38:4)_feature4,pe(o-38:4)_lp_d,-0.03690639,0.9367272,1.0,male,0.02838686886100515
dg(34:1),dg(34:1),-0.01881345,0.93726075,1.0,female,0.02813956969658882
fa(22:4),docosatetraenoic acid,0.053354274,0.93756855,1.0,female,0.0279969691486554
pro-gly,pro-gly,-0.020896751,0.93779004,1.0,female,0.02789438409024902
hyodeoxycholate,hyodeoxycholic acid,-0.033491906,0.93812835,1.0,female,0.02773773957037139
NA,leucine/isoleucine,-0.0071065803,0.9391531,1.0,male,0.027263603617518964
c16:0 lpe,lpe(16:0),0.00680992,0.9400666,1.0,female,0.02684137726424324
fa(16:0),palmitic acid,0.012530599,0.94147575,1.0,male,0.026190861814941496
tg(60:10)>tg(18:0_20:4_22:6)_m+nh3_feature3,tg(60:10)_lp_c,0.028191993,0.94151706,1.0,female,0.026171806293374917
c22:5 lpc,lpc(22:5),-0.011091077,0.94197553,1.0,female,0.025960378867423993
hexcer(d42:2)_m+h2co2_feature3,hexcer(d42:2)_ln_c,0.015184639,0.9428679,1.0,female,0.025549149595428082
pc(34:3)_feature3,pc(34:3)_lp_c,0.013942279,0.9429378,1.0,female,0.025516954142525413
pyruvate,pyruvic acid,0.016027557,0.94361806,1.0,female,0.025203755701570064
NA,pc(30:0),-0.015589749,0.9437612,1.0,male,0.025137881382002954
pc(40:5)>pc(18:0_22:5)_m+h2co2_feature3,pc(18:0_22:5)_ln_c,0.0066518346,0.94505924,1.0,female,0.024540967365088633
tg(50:3)_m+nh3_feature3,tg(50:3)_lp_c,0.018921884,0.9451522,1.0,female,0.024498250434891355
ea(17:0)_feature1,ea(17:0),-0.09109493,0.9454599,1.0,female,0.024356886256314977
c22:1 sm,sm(d18:1/22:1),0.008263215,0.9466282,1.0,male,0.023820562067509682
hexcer(d40:1)_m+h2co2_feature2,hexcer(d40:1)_ln_b,-0.0087091,0.9471608,1.0,male,0.023576284328902165
pe(o-38:5)>pe(o-18:1/20:4)_feature6,pe(o-18:1/20:4)_lp_f,-0.033188228,0.9485446,1.0,male,0.02294224402833521
hydroxyindole acetate,5-hydroxyindoleacetic acid,0.062603764,0.95049554,1.0,female,0.022049916629083708
sm(d44:1)_feature1,sm(d44:1),-0.010243507,0.9509494,1.0,female,0.021842591249154556
glycocholate_feature1,glycocholic acid,0.05384421,0.95126224,1.0,male,0.02169974206866738
NA,amp,0.044536937,0.9515269,1.0,female,0.02157892954571836
lpc(22:0)_feature2,lpc(22:0)_ln_b,-0.005779863,0.95278025,1.0,male,0.021007253839422226
pe(o-36:3)_feature2,pe(o-36:3)_lp_b,-0.03327291,0.9539248,1.0,male,0.0204858603402379
beta-guanidinopropionate,3-guanidinopropanoic acid,0.009660094,0.9540968,1.0,male,0.02040756075380798
sm(d38:2)_feature2,sm(d38:2)_lp_b,0.014608379,0.95621663,1.0,male,0.019443707560925515
tg(48:3)_m+nh3_feature2,tg(48:3)_lp_b,0.023521325,0.9569407,1.0,female,0.019114973885346505
resolvin e1,resolvin e1,-0.006652152,0.95703626,1.0,male,0.019071607448244612
dg(34:2),dg(34:2),0.017413465,0.9576553,1.0,female,0.01879078345438437
pc(37:1)_feature3,pc(37:1)_lp_c,-0.008866434,0.9576804,1.0,female,0.01877940081112617
pc(40:5)_feature3,pc(40:5)_lp_c,-0.005893553,0.9590734,1.0,male,0.018148154044014375
NA,suberic acid,-0.012497391,0.9601516,1.0,female,0.017660190038074695
pc(35:4)_feature2,pc(35:4)_lp_b,0.007310757,0.9602853,1.0,female,0.017599719243825446
NA,sphinganine,0.020852854,0.9610914,1.0,male,0.017235308868283332
gluconate,gluconic acid,-0.009019115,0.9614819,1.0,female,0.017058886988799857
sm(d44:1)_feature1,sm(d44:1),0.007653897,0.9618562,1.0,male,0.01688985126218625
pi(38:4)>pi(18:0_20:4)_feature3,pi(18:0_20:4)_ln_c,0.005323009,0.96419823,1.0,female,0.015833670096258575
sm(d40:1),sm(d40:1),-0.009871736,0.9655571,1.0,female,0.015222038319948361
lpc(22:5/0:0)_feature2,lpc(22:5/0:0)_lp_b,-0.007560786,0.9660697,1.0,female,0.01499153897437142
pge2,pge2,-0.02224644,0.9661416,1.0,male,0.01495921769225982
phosphocholine,choline phosphate,-0.012147471,0.9661776,1.0,female,0.01494303547831681
NA,palmitoleic acid,0.010824842,0.9665039,1.0,male,0.014796389183216978
pc(39:5)_feature7,pc(39:5)_lp_g,-0.006373886,0.96661854,1.0,female,0.014744879233889839
tg(51:0)>tg(16:0_17:0_18:0)_and_tg(16:0_16:0_19:0)_and_tg(15:0_17:0_19:0)_m+nh3_feature1,tg(51:0)_lp_a,0.009813491,0.9676723,1.0,male,0.014271690622270353
pc(37:2)_feature1,pc(37:2)_lp_a,-0.0053942148,0.96786875,1.0,female,0.014183532170386459
pc(36:4)_feature3,pc(36:4)_lp_c,-0.004881908,0.9683875,1.0,female,0.013950825091581623
fa(22:6)_feature1,docosahexaenoic acid,0.009248944,0.9684299,1.0,female,0.013931810303676847
pi(36:3)_feature1,pi(36:3)_lp_a,0.008887436,0.96857625,1.0,female,0.013866184288449672
c20:3 lpc b,lpc(20:3)_hp_b,0.0034741107,0.9697437,1.0,male,0.013343033139737268
lpc(20:0),lpc(20:0),0.009002063,0.9701068,1.0,female,0.013180451200334474
tg(51:5)>tg(15:0_18:2_18:3)_and_tg(15:1_18:2_18:2)_m+nh3_feature2,tg(51:5)_lp_b,-0.008395165,0.9715024,1.0,female,0.01255612218157479
tg(56:10)>tg(18:2_18:3_20:5)_m+nh3_feature1,tg(18:2_18:3_20:5),-0.009328105,0.9720954,1.0,female,0.012291111966230955
n-methylproline,n-methyl-proline,-0.00893773,0.9726875,1.0,male,0.012026665203890409
lpc(15:0),lpc(15:0),-0.007243355,0.9732283,1.0,male,0.011785270934045768
methylimidazoleacetate,methylimidazoleacetic acid,0.009309257,0.9738033,1.0,female,0.011528758061471847
imidazoleacetate,imidazoleacetic acid,-0.0048995274,0.97398067,1.0,male,0.011449662213416293
c36:2 pe,pe(36:2),-0.007267217,0.9746664,1.0,male,0.0111440052558755
taurocholate_feature1,taurocholic acid,-0.023307482,0.97480166,1.0,male,0.011083739922042347
pc(o-34:0)_feature1,pc(o-34:0),-0.01634563,0.9752563,1.0,male,0.010881235534090821
fa(17:0),margaric acid,0.027578844,0.97578144,1.0,male,0.0106474467097555
pe(o-38:4)_feature3,pe(o-38:4)_lp_c,-0.01811136,0.9770145,1.0,male,0.010098990812180802
sm(d38:1),sm(d38:1),-0.010279076,0.9772602,1.0,female,0.0099897879915478
pc(37:4)_feature5,pc(37:4)_lp_e,0.008804202,0.9773632,1.0,female,0.009944017198383835
NA,sebacic acid,-0.008771005,0.9782671,1.0,female,0.00954255194173817
tg(58:8)>tg(18:2_18:2_22:4)_m+nh3_feature1,tg(58:8)_lp_a,0.005330561,0.9784623,1.0,female,0.009455902982358546
ethanolamine,ethanolamine,-0.002036976,0.97984576,1.0,male,0.008842282320563324
"gtinternalstandard_ps(33:1(d7))>ps(15:0/18:1(9z,d7))_[istd]","gtinternalstandard_ps(33:1(d7))>ps(15:0/18:1(9z,d7))_[istd]",-0.003821683,0.98020905,1.0,male,0.00868129208362465
"gtinternalstandard_pi(33:1(d7))>pi(15:0/18:1(9z,d7))_[istd]","gtinternalstandard_pi(33:1(d7))>pi(15:0/18:1(9z,d7))_[istd]",0.0034835865,0.9809313,1.0,male,0.008361407579962645
tg(55:2)>tg(18:1_18:1_19:0)_m+nh3_feature1,tg(18:1_18:1_19:0)_lp_a,-0.009821522,0.9812362,1.0,male,0.008226438074456012
fa(19:1),nonadecenoic acid,0.02064185,0.9822141,1.0,female,0.007793835722393106
c22:0 sm,sm(d18:1/22:0),-0.0025686282,0.9826828,1.0,male,0.007586645383267658
fa(18:1-2oh)_feature1,dihydroxyoctadecenoic acid,0.0070100515,0.98296547,1.0,female,0.007461737968325265
lpc(23:0/0:0)_feature2,lpc(23:0/0:0)_lp_b,-0.002269611,0.98392355,1.0,female,0.007038644559495921
