metabolite,refmet_name,log2fc,p_value,fdr,platform,neg_log10_p
PC(35:2)>PC(17:0_18:2) [metab-u-lrpneg],PC(35:2)>PC(17:0_18:2),0.033884448193227,0.434692030651544,0.615496061889638,metab-u-lrpneg,0.3618183217962456
PC(40:6)>PC(18:1_22:5) [metab-u-lrpneg],PC(40:6)>PC(18:1_22:5),0.0363738320148279,0.436071010637677,0.615496061889638,metab-u-lrpneg,0.3604427836282503
Sphinganine [metab-u-rppos],Sphinganine,-0.0651905216854871,0.436729675471822,0.558538632576207,metab-u-rppos,0.35978729707387713
Phenylalanine [metab-u-ionpneg],Phenylalanine,-0.0167300133837287,0.43804164216994,0.47715250307797,metab-u-ionpneg,0.35848460158500106
LPC(22:5) [metab-u-lrppos],LPC(22:5),-0.0494548775018728,0.439284073868279,0.551966160952727,metab-u-lrppos,0.35725454168460746
PE P-34:1 or PE O-34:2 [metab-u-hilicpos],PE P-34:1 or PE O-34:2,-0.0215773935742085,0.44278281922777,0.553478524034713,metab-u-hilicpos,0.35380923887581833
PC(35:0) [metab-u-lrppos],PC(35:0),-0.0508317361898172,0.442975414363333,0.55549116961162,metab-u-lrppos,0.35362037694315424
LPC 16:1 [metab-u-hilicpos],LPC 16:1,0.0188811535718827,0.445208957220946,0.55453072963463,metab-u-hilicpos,0.3514361066183326
PE(36:3)>PE(16:0_20:3)_and_PE(18:1_18:2)_isomer1 [metab-u-lrpneg],PE(36:3)>PE(16:0_20:3)_and_PE(18:1_18:2)_isomer1,-0.226153873577417,0.445463957511076,0.625496023240941,metab-u-lrpneg,0.3511874289722938
Pro-Tyr [metab-u-hilicpos],Pro-Tyr,0.0593175435783415,0.4471973812807,0.555032210809379,metab-u-hilicpos,0.34950074827608646
PC(36:2)_isomer1 [metab-u-lrppos],PC(36:2)_isomer1,0.0230632983615529,0.449635367262796,0.562295802390232,metab-u-lrppos,0.34713953551067395
TG(53:4)_isomer1 [metab-u-lrppos],TG(53:4)_isomer1,-0.149537683763857,0.450195363317219,0.562295802390232,metab-u-lrppos,0.3465989822278041
TG(52:2)>TG(16:0_18:1_18:1)_and_TG(16:0_18:0_18:2) M + NH3 [metab-u-lrppos],TG(52:2)>TG(16:0_18:1_18:1)_and_TG(16:0_18:0_18:2) M + NH3,0.03295774828349,0.451944779009488,0.562714260168396,metab-u-lrppos,0.34491462633140296
C16 Sphinganine [metab-u-hilicpos],C16 Sphinganine,-0.0192638216433281,0.451953287640597,0.558952829237487,metab-u-hilicpos,0.34490645007419957
SM(d32:1) [metab-u-lrppos],SM(d32:1),0.0216712499692058,0.45232533831718,0.562714260168396,metab-u-lrppos,0.34454908330624234
ST 27:2;O3_isomer2 [metab-u-lrpneg],ST 27:2;O3_isomer2,-0.0356284343441793,0.452787804504042,0.632502551652554,metab-u-lrpneg,0.3441052790546033
PC(O-37:5)_isomer2 [metab-u-lrppos],PC(O-37:5)_isomer2,0.0332099883765054,0.455078367934809,0.565018092465594,metab-u-lrppos,0.3419138081100176
PC(O-40:4)_isomer2 [metab-u-lrppos],PC(O-40:4)_isomer2,0.0436704472875249,0.456735395259146,0.565954728908072,metab-u-lrppos,0.34033533091526175
Uric acid [metab-u-rppos],Uric acid,-0.0367943596946283,0.458619970016803,0.582571313264587,metab-u-rppos,0.3385470383996389
PC(O-36:4)_isomer2 [metab-u-lrppos],PC(O-36:4)_isomer2,0.0313468736093512,0.46103405711298,0.570154544003626,metab-u-lrppos,0.33626699159534956
HexCer(d42:2)>HexCer(d18:1/24:1) [metab-u-lrppos],HexCer(d42:2)>HexCer(d18:1/24:1),-0.250058678036023,0.462339285278902,0.570643172972188,metab-u-lrppos,0.3350392027008579
Suberic acid [metab-u-rpneg],Suberic acid,0.0561374349864057,0.462494432706299,0.554993319247559,metab-u-rpneg,0.3348934907292424
PE 36:4 [metab-u-hilicpos],PE 36:4,0.0212585247672834,0.463673784706008,0.57142896002501,metab-u-hilicpos,0.33378745765037726
LPC(18:1) [metab-u-rppos],LPC(18:1),0.0496019596271076,0.465390478947751,0.5872040942428,metab-u-rppos,0.3321825058424777
N6-Acetyllysine [metab-u-hilicpos],N6-Acetyllysine,-0.0187613827773809,0.465940167566812,0.572207223327664,metab-u-hilicpos,0.33166984846856346
N-Acetylalanine [metab-u-rppos],N-Acetylalanine,-0.0586051481297822,0.470025979193824,0.58909922725626,metab-u-rppos,0.32787813715213193
Phenylalanine [metab-u-rpneg],Phenylalanine,-0.0305871747547783,0.473191609690555,0.561227258005077,metab-u-rpneg,0.32496296458806007
TG(56:8) [metab-u-lrppos],TG(56:8),0.0689354471588359,0.475232626242169,0.585404433504598,metab-u-lrppos,0.3230937512959267
FA 11:3;O [metab-u-lrpneg],FA 11:3;O,0.073465484592802,0.476651535599877,0.662423416141368,metab-u-lrpneg,0.32179900349889345
Ile-Val [metab-u-rppos],Ile-Val,-0.0542962881088087,0.481682855728205,0.599711105145049,metab-u-rppos,0.31723881101406903
PC(O-38:4)>PC(O-18:1/20:3) _isomer3 [metab-u-lrpneg],PC(O-38:4)>PC(O-18:1/20:3) _isomer3,0.0661654038863091,0.482745763301398,0.66746990742183,metab-u-lrpneg,0.3162815290097761
PC(O-36:5)_isomer2 [metab-u-lrppos],PC(O-36:5)_isomer2,0.0728560921663153,0.487550450654319,0.599400259922075,metab-u-lrppos,0.3119804377969976
LPE(O-18:1) [metab-u-lrppos],LPE(O-18:1),-0.0477940027021049,0.488737880113484,0.599603444139009,metab-u-lrppos,0.31092399924333797
SM(d33:2) [metab-u-lrppos],SM(d33:2),0.0135559404098551,0.48962833078018,0.599603444139009,metab-u-lrppos,0.31013346107178785
PC(40:5)>PC(18:0_22:5) _isomer1 [metab-u-lrpneg],PC(40:5)>PC(18:0_22:5) _isomer1,0.0419695162132285,0.491659799251857,0.676344190849001,metab-u-lrpneg,0.30833530050958785
Retinoic acid [metab-u-rpneg],Retinoic acid,0.124917358319113,0.492474423789395,0.574771293972018,metab-u-rpneg,0.3076163192690304
Pyridoxamine [metab-u-rppos],Pyridoxamine,0.0295450988533865,0.493709271079874,0.60468996551072,metab-u-rppos,0.30652871733986564
PC(O-40:6)_isomer2 [metab-u-lrppos],PC(O-40:6)_isomer2,0.0375873596917877,0.49398919975598,0.603764577479531,metab-u-lrppos,0.30628254609185007
CAR(8:0) [metab-u-rppos],CAR(8:0),-0.0602322721379949,0.494249122775783,0.60468996551072,metab-u-rppos,0.3060540928265813
"N,N-Dicyclohexylamine [metab-u-hilicpos]","N,N-Dicyclohexylamine",-0.149713206017895,0.495102966680748,0.605895238944972,metab-u-hilicpos,0.30530447134733174
Tetracosenoic acid [metab-u-rpneg],Tetracosenoic acid,0.0481513815422794,0.495881116368015,0.574771293972018,metab-u-rpneg,0.3046224297474452
CAR(18:0) [metab-u-rppos],CAR(18:0),0.0482264052555124,0.497302022137048,0.60468996551072,metab-u-rppos,0.30337977482935535
PC(O-40:7)_isomer1 [metab-u-lrppos],PC(O-40:7)_isomer1,0.0224735541264742,0.498062847760615,0.607028373525935,metab-u-lrppos,0.30271585259470685
PC(38:1)_isomer1 [metab-u-lrppos],PC(38:1)_isomer1,-0.0268160376074498,0.499235704467991,0.607028373525935,metab-u-lrppos,0.3016943622300306
TG(58:5) [metab-u-lrppos],TG(58:5),0.0568022263312962,0.499564020317995,0.607028373525935,metab-u-lrppos,0.30140884800015
LPC(20:3)_rp_a [metab-u-rppos],LPC(20:3)_rp_a,-0.0412800744863304,0.500103254099364,0.60468996551072,metab-u-rppos,0.3009403195519134
CAR(10:1) [metab-u-rppos],CAR(10:1),-0.0598837258026848,0.501764013934427,0.60468996551072,metab-u-rppos,0.29950048911571503
PI(37:4) [metab-u-lrpneg],PI(37:4),0.132392846068907,0.501972011992394,0.685137826212222,metab-u-lrpneg,0.2993204967516246
PI(36:1)>PI(18:0_18:1) [metab-u-lrpneg],PI(36:1)>PI(18:0_18:1),0.130087428273892,0.507138841308201,0.685137826212222,metab-u-lrpneg,0.2948731259541364
PE(O-42:4)>PE(O-18:2/24:2)_isomer1 [metab-u-lrpneg],PE(O-42:4)>PE(O-18:2/24:2)_isomer1,-0.103632726519571,0.507324266564408,0.685137826212222,metab-u-lrpneg,0.2947143638151329
PE(O-42:5)>PE(O-20:1/22:4)_isomer2 [metab-u-lrpneg],PE(O-42:5)>PE(O-20:1/22:4)_isomer2,-0.168951231080079,0.508164955972903,0.685137826212222,metab-u-lrpneg,0.29399528803094704
Lactate [metab-t-tca],Lactate,-0.0701096799793675,0.509864252574839,0.623167419813693,metab-t-tca,0.29254543606883837
SM(d40:2) _isomer2 [metab-u-lrpneg],SM(d40:2) _isomer2,0.0147765538732685,0.510856204677629,0.685356591423948,metab-u-lrpneg,0.2917013274647392
CAR 5:1 [metab-u-hilicpos],CAR 5:1,0.0226522534954743,0.510979906940059,0.623146227975681,metab-u-hilicpos,0.2915961771189569
TG(51:3)_isomer2 [metab-u-lrppos],TG(51:3)_isomer2,-0.0287692773117065,0.513497626118241,0.622752440185952,metab-u-lrppos,0.2894615597904258
PC(40:4)>PC(18:0_22:4) [metab-u-lrpneg],PC(40:4)>PC(18:0_22:4),0.0837155356262862,0.517629964838985,0.689373817765286,metab-u-lrpneg,0.2859805909414677
PC(O-38:4)>PC(O-18:1/20:3) _isomer2 [metab-u-lrpneg],PC(O-38:4)>PC(O-18:1/20:3) _isomer2,0.0247059688778108,0.518938224443241,0.689373817765286,metab-u-lrpneg,0.28488433845256816
Lenticin [metab-u-rppos],Lenticin,-0.0599153894506657,0.521224909712709,0.624141930101843,metab-u-rppos,0.2829748372183409
PC(O-36:4)_isomer1 [metab-u-lrppos],PC(O-36:4)_isomer1,-0.0941065727386174,0.52437511361588,0.634716595052427,metab-u-lrppos,0.28035792772902307
CE(16:1) [metab-u-lrppos],CE(16:1),0.0303569298819006,0.52711412552008,0.63680261406761,metab-u-lrppos,0.2780953454749942
TG(56:4)_isomer2 [metab-u-lrppos],TG(56:4)_isomer2,-0.0506408707919483,0.528353113013871,0.637071926653264,metab-u-lrppos,0.2770757294050421
Glyceraldehyde 3-phosphate [metab-u-ionpneg],Glyceraldehyde 3-phosphate,-0.04165078058017,0.532059224553245,0.569396713995578,metab-u-ionpneg,0.27404002284575507
PE P-34:0 or PE O-34:1 [metab-u-hilicpos],PE P-34:0 or PE O-34:1,-0.0506462990918664,0.53627984712523,0.651728980881356,metab-u-hilicpos,0.2706085230942807
TG(56:7)_isomer2 [metab-u-lrppos],TG(56:7)_isomer2,-0.0651595475487703,0.543600593311983,0.654198794638414,metab-u-lrppos,0.2647200779292791
Acetylcholine [metab-u-hilicpos],Acetylcholine,0.133495357700992,0.543942129034579,0.658753443467483,metab-u-hilicpos,0.2644473032023196
PE(O-42:7)>PE(O-20:1/22:6) [metab-u-lrpneg],PE(O-42:7)>PE(O-20:1/22:6),-0.181590303551868,0.544710364642654,0.715831612196664,metab-u-lrpneg,0.2638343609774898
Azelaic acid [metab-u-rpneg],Azelaic acid,-0.0553001216331488,0.544799051310778,0.624376440828083,metab-u-rpneg,0.2637636573560144
PC(34:2)_isomer1 [metab-u-lrppos],PC(34:2)_isomer1,0.0235609826188963,0.544882746582602,0.654485597906689,metab-u-lrppos,0.263696943577999
SM(d36:1) [metab-u-lrpneg],SM(d36:1),0.0246361414038176,0.547999347933545,0.715831612196664,metab-u-lrpneg,0.2612199582839369
PC(O-38:6)_isomer1 [metab-u-lrppos],PC(O-38:6)_isomer1,-0.023567998635226,0.548081440958202,0.657068955030197,metab-u-lrppos,0.2611549036857006
Lauroyl diethanolamide [metab-u-hilicpos],Lauroyl diethanolamide,0.121642771151514,0.549842012626556,0.66360242903205,metab-u-hilicpos,0.25976207941652946
SM(d40:2) _isomer1 [metab-u-lrpneg],SM(d40:2) _isomer1,-0.015628215022673,0.553931068985793,0.715831612196664,metab-u-lrpneg,0.2565442753828709
ST 24:5;O3 [metab-u-lrpneg],ST 24:5;O3,-0.124404732913099,0.555971901414236,0.715831612196664,metab-u-lrpneg,0.25494715692353637
Car(26:1) [metab-u-lrppos],Car(26:1),0.0244114339455628,0.556184842491663,0.66551125237075,metab-u-lrppos,0.2547808509841373
Behenic acid [metab-u-rpneg],Behenic acid,-0.0580833833565535,0.557411824526595,0.631733401130141,metab-u-rpneg,0.25382382271962456
PC(O-38:5)_isomer1 [metab-u-lrppos],PC(O-38:5)_isomer1,0.060484228411962,0.558256404587311,0.666717648907132,metab-u-lrppos,0.2531662857917278
HexCer(d41:0-OH) [metab-u-lrpneg],HexCer(d41:0-OH),-0.0961228109693444,0.558817871724048,0.715831612196664,metab-u-lrpneg,0.252729713032047
Hypotaurine [metab-u-hilicpos],Hypotaurine,-0.0568618737029247,0.559810595652363,0.673311712983942,metab-u-hilicpos,0.25195888580946857
DG(40:6) [metab-u-lrppos],DG(40:6),0.0295644741765422,0.560416746679809,0.668025285490951,metab-u-lrppos,0.2514888953670581
FA 22:4;O4 [metab-u-lrpneg],FA 22:4;O4,-0.199664982186803,0.560873882328945,0.715831612196664,metab-u-lrpneg,0.2511347828903031
PC(O-40:6)>PC(O-18:1/22:5)_and_PC(O-40:6)>PC(O-22:5/18:1) [metab-u-lrpneg],PC(O-40:6)>PC(O-18:1/22:5)_and_PC(O-40:6)>PC(O-22:5/18:1),0.0246212555907839,0.560981601867403,0.715831612196664,metab-u-lrpneg,0.25105138177144554
LPE(18:0)>LPE(18:0/0:0)_and_LPE(0:0/18:0) [metab-u-lrpneg],LPE(18:0)>LPE(18:0/0:0)_and_LPE(0:0/18:0),0.0745475809898721,0.561937145227738,0.715831612196664,metab-u-lrpneg,0.2503122591771319
LPC(20:1)>LPC(20:1/0:0)_and_LPC(0:0/20:1) [metab-u-lrppos],LPC(20:1)>LPC(20:1/0:0)_and_LPC(0:0/20:1),-0.0211212948999773,0.56253049566296,0.669272525200523,metab-u-lrppos,0.2498539287914491
FA 26:4;O2 [metab-u-lrpneg],FA 26:4;O2,-0.0509169820718789,0.562627798516197,0.715831612196664,metab-u-lrpneg,0.2497788138630728
Lauric acid [metab-u-rpneg],Lauric acid,0.0799017334074286,0.564302876085435,0.632515311656201,metab-u-rpneg,0.24848773625334908
PE(O-36:5)>PE(O-16:1/20:4) [metab-u-lrpneg],PE(O-36:5)>PE(O-16:1/20:4),0.250753814774775,0.566137270925096,0.716854786053056,metab-u-lrpneg,0.24707825295097893
PC(38:3)_isomer1 [metab-u-lrppos],PC(38:3)_isomer1,0.0171682645326854,0.569955215012468,0.676821817827306,metab-u-lrppos,0.24415926825222267
PI(38:3)>PI(18:0_20:3) [metab-u-lrpneg],PI(38:3)>PI(18:0_20:3),0.0761704658020186,0.572714285445462,0.716854786053056,metab-u-lrpneg,0.24206198396758669
SM(d35:1) [metab-u-lrpneg],SM(d35:1),0.0156934876628085,0.573365913100026,0.716854786053056,metab-u-lrpneg,0.2415681296535743
PC(O-36:2)>PC(O-18:0/18:2) [metab-u-lrpneg],PC(O-36:2)>PC(O-18:0/18:2),-0.0494037653434987,0.574012872964993,0.716854786053056,metab-u-lrpneg,0.24107836788953005
Serotonin [metab-u-hilicpos],Serotonin,-0.132279422345794,0.574095180185653,0.688127784469104,metab-u-hilicpos,0.2410160992350832
CE(18:2) [metab-u-lrppos],CE(18:2),0.0254687912256024,0.574670326805676,0.681130992263061,metab-u-lrppos,0.2405812271524662
SM(d38:1) [metab-u-rppos],SM(d38:1),0.0175685963347689,0.574942298530115,0.680207564902347,metab-u-rppos,0.24037573911456875
Ser-Leu [metab-u-rppos],Ser-Leu,-0.0358807339581197,0.576150846221539,0.680207564902347,metab-u-rppos,0.2394637959086662
Choline [metab-u-rppos],Choline,0.0394705427993074,0.57890005523604,0.680207564902347,metab-u-rppos,0.23739640899476802
HexCer(d40:2-OH) [metab-u-lrpneg],HexCer(d40:2-OH),-0.0543189553104675,0.580413513563037,0.721523220988913,metab-u-lrpneg,0.23626248459140728
CE(22:4) [metab-u-lrppos],CE(22:4),-0.0508492371789231,0.581507942727657,0.687934868094794,metab-u-lrppos,0.2354443489334096
TG(58:7)>TG(18:1_18:1_22:5) [metab-u-lrppos],TG(58:7)>TG(18:1_18:1_22:5),-0.0299745969678291,0.582867570308063,0.688244758160369,metab-u-lrppos,0.23443010736378694
Ketoleucine [metab-u-rpneg],Ketoleucine,-0.025557310542208,0.587025294189706,0.650832391384239,metab-u-rpneg,0.23134318514021793
Succinic acid [metab-u-ionpneg],Succinic acid,0.0304001011948074,0.590932630975432,0.621498111887954,metab-u-ionpneg,0.2284620278553443
glycidyl linoleate [metab-u-hilicpos],glycidyl linoleate,-0.0736832867509634,0.591528006084677,0.706603420237669,metab-u-hilicpos,0.22802468873663836
TG(55:4)_isomer3 [metab-u-lrppos],TG(55:4)_isomer3,-0.0470798586351542,0.591713044869166,0.697376088595803,metab-u-lrppos,0.22788885618817845
PC(O-36:3)_isomer4 [metab-u-lrppos],PC(O-36:3)_isomer4,0.0159031915230443,0.596051854176206,0.701171693374262,metab-u-lrppos,0.22471595669770592
PC(O-36:7)>PC(O-14:1/22:6)_and_PC(O-36:7)>PC(O-18:6/18:0) _isomer2 [metab-u-lrpneg],PC(O-36:7)>PC(O-14:1/22:6)_and_PC(O-36:7)>PC(O-18:6/18:0) _isomer2,-0.0706220593027318,0.598627425016708,0.738053911801947,metab-u-lrpneg,0.22284339063550568
FA 18:2;O_isomer1 [metab-u-lrpneg],FA 18:2;O_isomer1,0.0296951143322346,0.599158157182392,0.738053911801947,metab-u-lrpneg,0.22245852364522775
Oxaloacetic acid [metab-u-rpneg],Oxaloacetic acid,0.0498996084159646,0.6012460958354,0.659431201883986,metab-u-rpneg,0.22094773068072673
PC(36:3)_isomer3 [metab-u-lrppos],PC(36:3)_isomer3,0.0275539038512633,0.603043820165544,0.707421069468698,metab-u-lrppos,0.21965112871451412
TG(55:7)_isomer2 [metab-u-lrppos],TG(55:7)_isomer2,-0.0523982532399678,0.605112326389237,0.707421069468698,metab-u-lrppos,0.218164000218617
Cytosine [metab-u-hilicpos],Cytosine,0.0248107335776719,0.605338186567509,0.720640698294653,metab-u-hilicpos,0.2180019286110731
PC(42:9) [metab-u-lrppos],PC(42:9),-0.0135309760234748,0.605545008220754,0.707421069468698,metab-u-lrppos,0.21785357160355587
PC(O-38:2) [metab-u-lrppos],PC(O-38:2),-0.028554468132576,0.605877375286588,0.707421069468698,metab-u-lrppos,0.21761526465422906
DG(38:4)>DG(18:2_20:2_0:0)_isomer2 [metab-u-lrppos],DG(38:4)>DG(18:2_20:2_0:0)_isomer2,0.0191083295007743,0.608357628188249,0.708996715379242,metab-u-lrppos,0.2158410419642998
Lenticin [metab-u-hilicpos],Lenticin,-0.0856675487395115,0.609683903853708,0.723353784233212,metab-u-hilicpos,0.21489527055096944
LPC(24:0)>LPC(24:0/0:0) [metab-u-lrppos],LPC(24:0)>LPC(24:0/0:0),0.0114847290821452,0.614665457668562,0.715019001777715,metab-u-lrppos,0.21136119222394217
TG(50:3)_isomer2 [metab-u-lrppos],TG(50:3)_isomer2,-0.0293293874492662,0.616387616845488,0.715694510670595,metab-u-lrppos,0.2101460947908892
GlcCer 18:1;O2/22:0 [metab-u-hilicpos],GlcCer 18:1;O2/22:0,-0.0429622870450217,0.616605482375167,0.729094320376042,metab-u-hilicpos,0.209992618184441
LPC(16:1)>LPC(16:1/0:0) [metab-u-lrppos],LPC(16:1)>LPC(16:1/0:0),0.091869016202125,0.618566265585207,0.716160234484016,metab-u-lrppos,0.20861376857093458
PC(O-40:4)_isomer1 [metab-u-lrppos],PC(O-40:4)_isomer1,0.0181408338516107,0.619073121356199,0.716160234484016,metab-u-lrppos,0.20825805158407795
PC(O-34:0) [metab-u-lrppos],PC(O-34:0),0.0249631927755445,0.621197501343113,0.717294352379616,metab-u-lrppos,0.20677029981257214
Cer 18:1;O2/24:0 [metab-u-hilicpos],Cer 18:1;O2/24:0,-0.0406370892753962,0.623443013094049,0.734697153477835,metab-u-hilicpos,0.2052032378227734
LPC 16:2 [metab-u-hilicpos],LPC 16:2,-0.0370833494045204,0.625766538122809,0.734960699137527,metab-u-hilicpos,0.2035876637803614
PE(O-40:7)>PE(O-18:2/22:5)_isomer2 [metab-u-lrpneg],PE(O-40:7)>PE(O-18:2/22:5)_isomer2,-0.0628047035388022,0.627711340726777,0.7697274811627,metab-u-lrpneg,0.20224002497272664
GlcCer 18:1;O2/18:0 [metab-u-hilicpos],GlcCer 18:1;O2/18:0,0.0436059603157481,0.629641290932885,0.73703830042311,metab-u-hilicpos,0.2009067993333931
Dimethylglycine [metab-u-rppos],Dimethylglycine,0.044118551085166,0.630647344457199,0.736408079241947,metab-u-rppos,0.20021342866472577
Cer 18:1;O2/17:0 [metab-u-hilicpos],Cer 18:1;O2/17:0,0.0484435417131728,0.633814470623145,0.739450215727002,metab-u-hilicpos,0.1980378496518083
PE(O-40:5)>PE(O-18:0/22:5) [metab-u-lrpneg],PE(O-40:5)>PE(O-18:0/22:5),-0.0468488133363358,0.635641559813837,0.77594082301599,metab-u-lrpneg,0.1967877152913495
LPE(18:0)>LPE(18:0/0:0) [metab-u-lrppos],LPE(18:0)>LPE(18:0/0:0),-0.0147102970299748,0.636786292881588,0.733943025067565,metab-u-lrppos,0.19600629355863866
FA 11:4;O [metab-u-lrpneg],FA 11:4;O,-0.190134370690004,0.639359067087453,0.776978955967264,metab-u-lrpneg,0.19425517148486718
LPC(22:6)>LPC(0:0/22:6) [metab-u-lrppos],LPC(22:6)>LPC(0:0/22:6),0.0218365495948234,0.639442471381807,0.735652164323657,metab-u-lrppos,0.19419852152978553
PE(O-38:7)>PE(O-16:1/22:6) [metab-u-lrppos],PE(O-38:7)>PE(O-16:1/22:6),0.0229556239335658,0.642368061394493,0.737664422150818,metab-u-lrppos,0.19221606035850602
D-Urobilinogen [metab-u-rppos],D-Urobilinogen,0.0609543171871572,0.647243451876141,0.747055828478577,metab-u-rppos,0.18893233460254436
N-Undecanoylglycine [metab-u-rppos],N-Undecanoylglycine,0.0875930206683115,0.647713298095787,0.747055828478577,metab-u-rppos,0.18861718642559733
CAR DC3:0;2Me [metab-u-hilicpos],CAR DC3:0;2Me,0.0215780001406838,0.648731720166778,0.752745438225013,metab-u-hilicpos,0.1879348664345019
Triethanolamine [metab-u-hilicpos],Triethanolamine,-0.0870230554803211,0.649511778125582,0.752745438225013,metab-u-hilicpos,0.18741296910431998
Succinate [metab-t-tca],Succinate,0.0308126754024007,0.649962293998547,0.714958523398402,metab-t-tca,0.18711183717768196
Cer(d42:0)>Cer(d18:0/24:0)_isomer2 [metab-u-lrppos],Cer(d42:0)>Cer(d18:0/24:0)_isomer2,-0.0133783784629706,0.650947615470295,0.74615019177308,metab-u-lrppos,0.1864539595540365
PE(40:5)>PE(18:0_22:5)_isomer2 [metab-u-lrpneg],PE(40:5)>PE(18:0_22:5)_isomer2,0.0988675465439819,0.651546375323473,0.788254766574381,metab-u-lrpneg,0.18605466693483663
TG(51:3)_isomer3 [metab-u-lrppos],TG(51:3)_isomer3,-0.0318323263137117,0.655752593811907,0.750286270657054,metab-u-lrppos,0.1832599828939635
Diethanolamine [metab-u-hilicpos],Diethanolamine,-0.0695856299864026,0.657775400215156,0.759806567905296,metab-u-hilicpos,0.18192237249305007
CE(22:5) [metab-u-lrppos],CE(22:5),0.0621559662551263,0.66155769226368,0.753967045531082,metab-u-lrppos,0.17943227643606874
TG(56:3)_isomer1 [metab-u-lrppos],TG(56:3)_isomer1,-0.0562544665452123,0.66187891651329,0.753967045531082,metab-u-lrppos,0.17922145270507397
PE(O-42:6)>PE(O-20:1/22:5) [metab-u-lrppos],PE(O-42:6)>PE(O-20:1/22:5),-0.0369901837466493,0.662577100618224,0.753967045531082,metab-u-lrppos,0.17876357788206762
Cer(d41:0) [metab-u-lrppos],Cer(d41:0),-0.0141741782401645,0.669716120198797,0.759743031287696,metab-u-lrppos,0.17410924738437095
PC(40:2)_isomer1 [metab-u-lrppos],PC(40:2)_isomer1,-0.0258904235936868,0.670076389636516,0.759743031287696,metab-u-lrppos,0.17387568430438316
FA 18:1 [metab-u-lrpneg],FA 18:1,0.149815288615113,0.67397128680424,0.81176097210644,metab-u-lrpneg,0.1713586053164634
Pyroglutamic acid [metab-u-rppos],Pyroglutamic acid,-0.0530206968694706,0.674021041954732,0.772658267606644,metab-u-rppos,0.1713265452121828
TG(56:6)>TG(18:0_16:0_22:6) [metab-u-lrppos],TG(56:6)>TG(18:0_16:0_22:6),0.14438147609934,0.677062070535845,0.766277830732806,metab-u-lrppos,0.16937151498470107
PGE2 thanolamide [metab-t-oxylipneg],PGE2 thanolamide,0.002061030043608,0.678333000455832,0.861760655321523,metab-t-oxylipneg,0.16855705427915693
SM(d43:2)_isomer2 [metab-u-lrppos],SM(d43:2)_isomer2,0.0309589470316993,0.678976595399869,0.767060045613907,metab-u-lrppos,0.16814519576938503
Lignoceric acid [metab-u-rpneg],Lignoceric acid,0.0289255360686731,0.680938797183937,0.738891035242145,metab-u-rpneg,0.16689192074472625
PE(40:6) [metab-u-lrppos],PE(40:6),0.0165827038689343,0.682572405229933,0.769735428199942,metab-u-lrppos,0.16585127318983472
PE(O-42:4)>PE(O-18:2/24:2)_isomer2 [metab-u-lrpneg],PE(O-42:4)>PE(O-18:2/24:2)_isomer2,-0.0586311666894943,0.682631396977846,0.815815202465348,metab-u-lrpneg,0.16581374063891308
TG(52:5)>TG(16:1_18:2_18:2) [metab-u-lrppos],TG(52:5)>TG(16:1_18:2_18:2),-0.0242950005418621,0.68520645870907,0.771318580988487,metab-u-lrppos,0.16417855205724294
Spermine [metab-u-rppos],Spermine,0.0689258148166569,0.685278473923329,0.780802139985368,metab-u-rppos,0.16413291009584693
ST 27:2;O3_isomer1 [metab-u-lrpneg],ST 27:2;O3_isomer1,-0.109434257655366,0.685355235402854,0.815815202465348,metab-u-lrpneg,0.16408426531673712
PC(36:3)>PC(16:0_20:3)_and_PC(36:3)>PC(18:1_18:2)_isomer2 [metab-u-lrpneg],PC(36:3)>PC(16:0_20:3)_and_PC(36:3)>PC(18:1_18:2)_isomer2,-0.0546683542141331,0.686368509823245,0.815815202465348,metab-u-lrpneg,0.1634426498733918
LPC P-18:0 or LPC O-18:1_hp_b [metab-u-hilicpos],LPC P-18:0 or LPC O-18:1_hp_b,-0.0125385531811553,0.686846560910901,0.790777290522419,metab-u-hilicpos,0.16314027195423178
TG(55:5)_isomer2 [metab-u-lrppos],TG(55:5)_isomer2,0.0202682979545479,0.686927271144011,0.771869890694077,metab-u-lrppos,0.16308924170733782
Histidine [metab-t-amines],Histidine,-0.0143566524182885,0.689782499883243,0.729198642733714,metab-t-amines,0.16128782809061973
PC(34:0) [metab-u-lrppos],PC(34:0),-0.0166023816491503,0.691146249699004,0.775221285440564,metab-u-lrppos,0.1604300442079937
Oleamide [metab-u-rppos],Oleamide,0.0852270100461325,0.695232179107779,0.785124346096532,metab-u-rppos,0.15787013459518992
SM(d32:2) [metab-u-rppos],SM(d32:2),-0.0736267020671484,0.697424286160217,0.785124346096532,metab-u-rppos,0.15650293341297675
PC(O-35:3)_isomer2 [metab-u-lrppos],PC(O-35:3)_isomer2,-0.035783877829676,0.702936565008413,0.787037904036205,metab-u-lrppos,0.15308386517909425
FA 18:3;O_isomer1 [metab-u-lrpneg],FA 18:3;O_isomer1,0.0542204309287584,0.710126636213408,0.835990464391399,metab-u-lrpneg,0.14866419704911812
Myristic acid [metab-u-rpneg],Myristic acid,0.059202726336558,0.711838460326245,0.764289715297653,metab-u-rpneg,0.14761855095394671
FA 22:4;O [metab-u-lrpneg],FA 22:4;O,-0.0327495210340771,0.712169926516531,0.835990464391399,metab-u-lrpneg,0.14741636964475124
