metabolite,refmet_name,log2fc,p_value,fdr,platform,neg_log10_p
alpha-Tocoquinone [metab-u-hilicpos],alpha-Tocoquinone,0.378398683887545,7.80159589975995e-05,0.0002437998718674,metab-u-hilicpos,4.1078165486473335
FA 16:3_isomer2 [metab-u-lrpneg],FA 16:3_isomer2,0.297399150255924,7.82921198055546e-05,0.000544029858136,metab-u-lrpneg,4.106281947995552
2-Acetylpyrrolidine [metab-u-rppos],2-Acetylpyrrolidine,-1.48147856575715,8.0792603671609e-05,0.0003616430831014,metab-u-rppos,4.092628395805057
PC(O-42:2) [metab-u-lrppos],PC(O-42:2),0.105185925753371,8.34096744632779e-05,0.0003395965317433,metab-u-lrppos,4.0787835737945946
TG(51:5) [metab-u-lrppos],TG(51:5),-0.268077470732038,8.41900665766431e-05,0.0003405623983455,metab-u-lrppos,4.074739147044797
Glycodeoxycholic acid/Glycochenodeoxycholic acid [metab-u-hilicpos],Glycodeoxycholic acid/Glycochenodeoxycholic acid,-0.874527467990635,8.65236360057245e-05,0.0002679935628495,metab-u-hilicpos,4.062865238377162
Nonadecenoic acid [metab-u-rpneg],Nonadecenoic acid,0.484239477599246,8.67177818978702e-05,0.0002268003526559,metab-u-rpneg,4.061891839221683
SM(d36:0) [metab-u-lrppos],SM(d36:0),0.11834944627202,8.82840811190227e-05,0.0003548340952668,metab-u-lrppos,4.054117598862169
Methionine [metab-t-amines],Methionine,-0.0907214341788425,8.97481411171173e-05,0.0002075425763333,metab-t-amines,4.046974537857598
SM(d39:1)_isomer2 [metab-u-lrppos],SM(d39:1)_isomer2,0.123043129227668,9.31798013824158e-05,0.00037212570361,metab-u-lrppos,4.030678219608046
Car(6:0) [metab-u-lrppos],Car(6:0),0.232412939732519,9.68068694381981e-05,0.0003841639692262,metab-u-lrppos,4.014093823959677
Tyrosine [metab-u-rpneg],Tyrosine,-0.314362620386767,9.78422802578097e-05,0.0002494978146574,metab-u-rpneg,4.009473434427982
PE(O-34:2)>PE(O-16:1/18:1) [metab-u-lrppos],PE(O-34:2)>PE(O-16:1/18:1),-0.115618451107892,9.94868128348573e-05,0.000392315922311,metab-u-lrppos,4.002234481994038
SM(d41:1)_isomer2 [metab-u-lrppos],SM(d41:1)_isomer2,0.123109356377025,0.0001034399632229,0.0004053553558798,metab-u-lrppos,3.985311642536928
TG(50:2)>TG(16:0_16:0_18:2) [metab-u-lrppos],TG(50:2)>TG(16:0_16:0_18:2),0.158984978968615,0.0001044380881714,0.000406724728469,metab-u-lrppos,3.981141086908562
FA 20:4;O [metab-u-lrpneg],FA 20:4;O,0.434834584182838,0.0001095560831884,0.0007386621351364,metab-u-lrpneg,3.9603635028882462
FA 28:5 [metab-u-lrpneg],FA 28:5,0.431682578610914,0.0001117533119579,0.0007386621351364,metab-u-lrpneg,3.9517395971112284
PS P-36:2 or PS O-36:3 [metab-u-hilicpos],PS P-36:2 or PS O-36:3,0.148797008500349,0.0001135596048494,0.000348144639937,metab-u-hilicpos,3.944776127347516
gamma-Aminobutyric acid [metab-u-hilicpos],gamma-Aminobutyric acid,0.114080015325854,0.0001143903816935,0.000348144639937,metab-u-hilicpos,3.941610490866845
LPC(18:2)_rp_b [metab-u-rppos],LPC(18:2)_rp_b,-0.104790235844135,0.0001149674526115,0.0005026483974644,metab-u-rppos,3.9394250914018154
Alanine [metab-u-hilicpos],Alanine,-0.128010448546515,0.0001187189532075,0.0003582037381263,metab-u-hilicpos,3.925479941396338
PC P-34:0 or PC O-34:1 [metab-u-hilicpos],PC P-34:0 or PC O-34:1,0.0685972595499074,0.0001286074506948,0.0003847231431041,metab-u-hilicpos,3.8907338704327494
Cer 18:1;O2/24:1 [metab-u-hilicpos],Cer 18:1;O2/24:1,0.191097212671348,0.0001318941915776,0.000391211585188,metab-u-hilicpos,3.8797743297102008
Cholesterol (-H2O) [metab-u-rppos],Cholesterol (-H2O),0.25737320533403,0.0001406572636667,0.0006009901265762,metab-u-rppos,3.851837835564814
LPC(20:3)>LPC(0:0/20:3) [metab-u-lrppos],LPC(20:3)>LPC(0:0/20:3),-0.174295337779075,0.0001427822423332,0.0005526201601414,metab-u-lrppos,3.845325801917357
TG(50:4)_isomer2 [metab-u-lrppos],TG(50:4)_isomer2,-0.19106527905365,0.0001579184530074,0.0006074531904027,metab-u-lrppos,3.801567119066792
N(6)-Methyllysine [metab-u-hilicpos],N(6)-Methyllysine,0.0816283267475306,0.000160272496614,0.0004713896959237,metab-u-hilicpos,3.795140997880304
PE(O-38:5)>PE(O-18:1/20:4) [metab-u-lrppos],PE(O-38:5)>PE(O-18:1/20:4),-0.156299846123638,0.000164560666124,0.0006291435223155,metab-u-lrppos,3.783673963332098
PC(39:4)_isomer1 [metab-u-lrppos],PC(39:4)_isomer1,0.120649582747578,0.0001680801832849,0.0006387046964826,metab-u-lrppos,3.774483487020611
"1,3-Dimethyluric acid [metab-u-rpneg]","1,3-Dimethyluric acid",-0.61104715450327,0.000171195491854,0.0004259009797345,metab-u-rpneg,3.7665076759246934
PC(38:5)>PC(18:1_20:4) [metab-u-lrpneg],PC(38:5)>PC(18:1_20:4),0.0930108817556601,0.0001752270826297,0.0011306318903011,metab-u-lrpneg,3.756398769585471
CAR 10:0;OH [metab-u-hilicpos],CAR 10:0;OH,0.404097964863027,0.000177883200672,0.0005188260019601,metab-u-hilicpos,3.7498650648444074
Taurodeoxycholic acid [metab-u-rpneg],Taurodeoxycholic acid,-0.911581728992903,0.0001804499023689,0.0004382354771818,metab-u-rpneg,3.743643348576264
Asparagine [metab-t-amines],Asparagine,-0.0815581309788298,0.0001826545405879,0.0003975422353973,metab-t-amines,3.7383695272420505
Serine [metab-u-ionpneg],Serine,-0.11005058300697,0.0001851184154504,0.0009410186118732,metab-u-ionpneg,3.73255037578695
PC(38:4)_isomer3 [metab-u-lrppos],PC(38:4)_isomer3,0.128260364060932,0.000189832015127,0.0007170161053292,metab-u-lrppos,3.721630542064285
PC(40:4)_isomer3 [metab-u-lrppos],PC(40:4)_isomer3,0.107235723262203,0.0001984888694036,0.0007452246773417,metab-u-lrppos,3.7022638420098355
Phenylalanine [metab-u-hilicpos],Phenylalanine,0.0595592509127698,0.0001997804452139,0.0005778773208668,metab-u-hilicpos,3.6994470233738754
DG(36:4) [metab-u-lrppos],DG(36:4),0.168995615602579,0.0002065079189981,0.0007707170548322,metab-u-lrppos,3.6850632897158864
Pipecolic acid [metab-u-rppos],Pipecolic acid,-0.270186665729696,0.0002124777751735,0.0008876849273915,metab-u-rppos,3.6726864897279783
Homocitrulline [metab-u-hilicpos],Homocitrulline,-0.428511055339523,0.0002136980189418,0.0006130680871282,metab-u-hilicpos,3.6701995038847492
SM(d41:2)_isomer2 [metab-u-lrppos],SM(d41:2)_isomer2,0.112671167382629,0.0002222472267941,0.0008245503621295,metab-u-lrppos,3.6531636494602626
Piperine [metab-u-hilicpos],Piperine,-0.317385871854846,0.0002298376306496,0.0006534161211057,metab-u-hilicpos,3.6385788640484282
PC 30:2 [metab-u-hilicpos],PC 30:2,-0.520569563526635,0.0002314959971917,0.0006534161211057,metab-u-hilicpos,3.6354565139876525
LPC(20:4)_rp_b [metab-u-rppos],LPC(20:4)_rp_b,0.174213153356117,0.0002323346497637,0.000949541612078,metab-u-rppos,3.633886015860573
Indoleacetic acid [metab-u-hilicpos],Indoleacetic acid,-0.426711704022702,0.0002374889352505,0.0006649690187016,metab-u-hilicpos,3.6243566196037125
Cer(d42:1)>Cer(d18:1/24:0) [metab-u-lrppos],Cer(d42:1)>Cer(d18:1/24:0),0.0958072721344472,0.0002457856878477,0.0009065154487089,metab-u-lrppos,3.609443409772327
p-Methylhippuric acid [metab-u-hilicpos],p-Methylhippuric acid,-0.38500154403469,0.0002514051213434,0.0006983475592873,metab-u-hilicpos,3.5996258795994476
SM(d35:0) [metab-u-lrppos],SM(d35:0),0.102950397944333,0.0002732609034789,0.0010019566460894,metab-u-lrppos,3.563422500096482
Paraxanthine [metab-u-rppos],Paraxanthine,-0.645948331644572,0.000276334109524,0.0011053364380963,metab-u-rppos,3.5585655042845277
beta-Alanine [metab-t-amines],beta-Alanine,-0.122866334412944,0.0002784390641588,0.0005723469652153,metab-t-amines,3.5552698345842564
SM(d36:1) [metab-u-rppos],SM(d36:1),0.197301531478178,0.0002917361082472,0.0011426330906349,metab-u-rppos,3.5350098148206337
LPC(22:5)>LPC(0:0/22:5) [metab-u-lrppos],LPC(22:5)>LPC(0:0/22:5),-0.318115796403866,0.0002927417994987,0.0010671459784051,metab-u-lrppos,3.5335152618656616
Aspartic Acid [metab-t-amines],Aspartic Acid,-0.176379568620654,0.0003059379535921,0.0005957739096268,metab-t-amines,3.51436664261924
PC 36:3 [metab-u-hilicpos],PC 36:3,0.130995448519261,0.0003059437058578,0.0008370641116022,metab-u-hilicpos,3.5143584770623435
SM 18:1;O2/14:1 [metab-u-hilicpos],SM 18:1;O2/14:1,0.0744374221223225,0.0003061263036716,0.0008370641116022,metab-u-hilicpos,3.5140993523737984
TG(54:3)>TG(18:0_18:1_18:2)_and_TG(18:1/18:1/18:1)_and_TG(16:0_18:2_20:1) [metab-u-lrppos],TG(54:3)>TG(18:0_18:1_18:2)_and_TG(18:1/18:1/18:1)_and_TG(16:0_18:2_20:1),-0.143811522041133,0.0003099022965237,0.0011231719070544,metab-u-lrppos,3.50877520541972
DG 36:3 [metab-u-hilicpos],DG 36:3,0.176208012007656,0.0003099451791521,0.0008409365325833,metab-u-hilicpos,3.5087151142210167
SM 18:1;O2/20:0 [metab-u-hilicpos],SM 18:1;O2/20:0,0.114389571582951,0.0003186419565209,0.0008578821906333,metab-u-hilicpos,3.4966970399416173
PC(34:3)_isomer1 [metab-u-lrppos],PC(34:3)_isomer1,0.170254079473374,0.00033564449008,0.0012094775590816,metab-u-lrppos,3.474120477772946
SM(d36:0) [metab-u-lrpneg],SM(d36:0),0.114864579185422,0.0003469912811504,0.0021275122350525,metab-u-lrpneg,3.4596814375890736
FA 18:2;O2 [metab-u-lrpneg],FA 18:2;O2,0.199292241000041,0.0003530275608957,0.0021275122350525,metab-u-lrpneg,3.4521913878765544
FA 16:1_isomer2 [metab-u-lrpneg],FA 16:1_isomer2,0.549986823575768,0.0003532769393998,0.0021275122350525,metab-u-lrpneg,3.4518847107629553
PC(O-38:3)_isomer2 [metab-u-lrppos],PC(O-38:3)_isomer2,0.137847075136271,0.0003625532310677,0.0012989764335969,metab-u-lrppos,3.440628220095019
Adenosine [metab-u-ionpneg],Adenosine,-0.418815143771061,0.0003677510862005,0.0017256012506331,metab-u-ionpneg,3.4344460358534934
DG 36:4 [metab-u-hilicpos],DG 36:4,0.188738228404176,0.0003969086653874,0.0010604429991268,metab-u-hilicpos,3.401309419387495
SM 18:1;O2/14:0 [metab-u-hilicpos],SM 18:1;O2/14:0,0.0725551571078817,0.0004161226764097,0.0011033555813893,metab-u-hilicpos,3.380778616888476
FA 14:2;O [metab-u-lrpneg],FA 14:2;O,0.245861367467963,0.0004199160838031,0.0024738534502316,metab-u-lrpneg,3.3768374905129073
PC(O-37:3) [metab-u-lrppos],PC(O-37:3),-0.138757601732944,0.0004250435979672,0.0015094520448602,metab-u-lrppos,3.3715665208074115
TG(54:8)_isomer1 [metab-u-lrppos],TG(54:8)_isomer1,-0.302422293618587,0.000426113256683,0.0015094520448602,metab-u-lrppos,3.3704749543827024
Eicosatetraenoic acid [metab-u-rpneg],Eicosatetraenoic acid,0.470301610022492,0.0004324806273108,0.0010258842787374,metab-u-rpneg,3.3640333417031067
Glucose [metab-t-conv],Glucose,-0.0806823587652898,0.0004435029780562,0.0007391716300937,metab-t-conv,3.353103459599939
Car(11:1) [metab-u-lrppos],Car(11:1),-0.157695649651036,0.0004566927262956,0.0016086872999289,metab-u-lrppos,3.3403759053074724
PE P-36:4 or PE O-36:5 [metab-u-hilicpos],PE P-36:4 or PE O-36:5,-0.0879670394498753,0.0004632292986995,0.0012190244702619,metab-u-hilicpos,3.334203979804985
5-Hydroxy-tryptophan [metab-u-rppos],5-Hydroxy-tryptophan,-0.193927509178677,0.0004654212154796,0.0017856977246975,metab-u-rppos,3.3321538239807014
DG(40:7)>DG(18:1_22:6_0:0) [metab-u-lrppos],DG(40:7)>DG(18:1_22:6_0:0),0.182293930724747,0.0004693044434228,0.0016358006402534,metab-u-lrppos,3.3285453338231603
PE(O-36:2)>PE(O-18:1/18:1) [metab-u-lrppos],PE(O-36:2)>PE(O-18:1/18:1),-0.0967184962634562,0.0004696078393072,0.0016358006402534,metab-u-lrppos,3.3282646618893983
FA 21:5 [metab-u-lrpneg],FA 21:5,0.363172877490879,0.0004915038882963,0.0028339905048574,metab-u-lrpneg,3.3084730421066215
Pantothenic acid [metab-u-hilicpos],Pantothenic acid,0.218259963030267,0.0004954793926861,0.0012941625928368,metab-u-hilicpos,3.304974403396308
SM(d36:1)_isomer2 [metab-u-lrppos],SM(d36:1)_isomer2,0.100727708988376,0.0005001053724096,0.0017324092182368,metab-u-lrppos,3.3009384799948007
SM(d41:2)_isomer1 [metab-u-lrppos],SM(d41:2)_isomer1,0.102763925208112,0.0005151025720949,0.0017745566632062,metab-u-lrppos,3.288106281523356
Isocitrate [metab-t-tca],Isocitrate,0.10659277944394,0.0005628807056165,0.003095843880891,metab-t-tca,3.249583637799025
SM(d42:0) [metab-u-lrppos],SM(d42:0),0.14772862638377,0.0005654387203644,0.0019373228287897,metab-u-lrppos,3.247614455017325
Serine [metab-u-hilicpos],Serine,-0.0896410972014348,0.0005691171366384,0.0014754888727663,metab-u-hilicpos,3.2447983371900473
Pregnenolone sulfate [metab-u-rpneg],Pregnenolone sulfate,-0.355533111962139,0.0005816199378514,0.0013210649000063,metab-u-rpneg,3.235360714338789
Docosapentaenoic acid [metab-u-rpneg],Docosapentaenoic acid,0.396138520279244,0.0005828227500028,0.0013210649000063,metab-u-rpneg,3.2344635042461722
TG(52:1)>TG(16:0_18:0_18:1) [metab-u-lrppos],TG(52:1)>TG(16:0_18:0_18:1),-0.182137635057178,0.0005897900523776,0.0020097737110912,metab-u-lrppos,3.2293025566976645
FA(18:3) [metab-u-lrpneg],FA(18:3),0.291551172756257,0.0005943836969429,0.0033557912889904,metab-u-lrpneg,3.2259331111331426
PC(O-40:1) [metab-u-lrppos],PC(O-40:1),0.165018196206805,0.0005992361780615,0.0020309247764571,metab-u-lrppos,3.222401974584003
PE P-34:2 or PE O-34:3 [metab-u-hilicpos],PE P-34:2 or PE O-34:3,-0.0960332315599537,0.0006044229303853,0.0015555001884917,metab-u-hilicpos,3.218659067908625
PC(O-32:1) [metab-u-lrppos],PC(O-32:1),0.0848141351249581,0.0006361830911394,0.0021445526781957,metab-u-lrppos,3.1964178780177814
CAR(2:0) [metab-u-rppos],CAR(2:0),0.583257105119575,0.0006431695131201,0.0024183173693319,metab-u-rppos,3.19167454976568
PC(39:4)_isomer2 [metab-u-lrppos],PC(39:4)_isomer2,0.0815011403492818,0.0006459128238495,0.0021657077034955,metab-u-lrppos,3.1898260929583397
FA 20:2 [metab-u-lrpneg],FA 20:2,0.38437679956327,0.0006628730869438,0.0036660940114651,metab-u-lrpneg,3.1785696132483765
SM 18:1;O2/21:0 [metab-u-hilicpos],SM 18:1;O2/21:0,0.111089403260589,0.00066591693326,0.0017012476397155,metab-u-hilicpos,3.176579941515509
1-Methylguanosine [metab-u-hilicpos],1-Methylguanosine,0.108437461585599,0.0006954713820284,0.0017638766935503,metab-u-hilicpos,3.1577207361002
PC(36:3)_isomer2 [metab-u-lrppos],PC(36:3)_isomer2,0.134491081865558,0.0006962666959828,0.0023221235020278,metab-u-lrppos,3.1572243776189146
PI(34:2) [metab-u-lrppos],PI(34:2),0.09060783674148,0.0007212279131579,0.0023926449817462,metab-u-lrppos,3.1419274734417866
Thiamine [metab-u-hilicpos],Thiamine,-0.287196847155228,0.0007321684218422,0.0018435895514013,metab-u-hilicpos,3.135389006013654
PC(34:1) [metab-u-lrppos],PC(34:1),0.120042331012833,0.0007325346864655,0.0024173644653364,metab-u-lrppos,3.1351718060811504
Caffeine [metab-u-rppos],Caffeine,-0.805532353836846,0.0007491923340569,0.0027540517839753,metab-u-rppos,3.1254066750952787
Car(20:2) [metab-u-lrppos],Car(20:2),0.185913095063242,0.0007601076139245,0.0024952223766004,metab-u-lrppos,3.11912491715994
Phe-Phe [metab-u-rppos],Phe-Phe,-0.165306791657896,0.0007617590040782,0.0027540517839753,metab-u-rppos,3.1181824036647035
PI(36:2)>PI(18:1_18:1) [metab-u-lrpneg],PI(36:2)>PI(18:1_18:1),-0.573268685947646,0.0007630193855212,0.0041355650695254,metab-u-lrpneg,3.1174644280766572
PE 40:6 [metab-u-hilicpos],PE 40:6,0.110584236294248,0.0007683743036186,0.0019209357590465,metab-u-hilicpos,3.1144271674741266
TG(56:6)>TG(18:1_18:1_20:4)_and_TG(16:0_18:1_22:5)_isomer2 [metab-u-lrppos],TG(56:6)>TG(18:1_18:1_20:4)_and_TG(16:0_18:1_22:5)_isomer2,0.139108355414052,0.0007915585523485,0.0025849333975131,metab-u-lrppos,3.101516954432288
Valine [metab-u-hilicpos],Valine,-0.0461315351530587,0.0007974109643863,0.0019793889186896,metab-u-hilicpos,3.098317797091319
2-Piperidinone [metab-u-rppos],2-Piperidinone,-0.383875014766282,0.0008370869172118,0.0029692894421853,metab-u-rppos,3.0772294455841913
Glycocholic acid [metab-u-hilicpos],Glycocholic acid,-1.18626705369628,0.0008419645145717,0.0020719783144643,metab-u-hilicpos,3.0747062118856863
SM 18:1;O2/16:0 [metab-u-hilicpos],SM 18:1;O2/16:0,0.0761327607334188,0.0008465511399097,0.0020719783144643,metab-u-hilicpos,3.072346801158435
SM(d31:1) [metab-u-lrppos],SM(d31:1),0.0712051209295552,0.0008637518975167,0.0028048183599832,metab-u-lrppos,3.0636109855452394
SM(d37:1)_isomer1 [metab-u-lrppos],SM(d37:1)_isomer1,0.0847088311178297,0.0008678385356248,0.0028048183599832,metab-u-lrppos,3.0615610693051796
FA 19:3;O2 [metab-u-lrpneg],FA 19:3;O2,-0.241050507383459,0.000879543907908,0.0046736548831975,metab-u-lrpneg,3.0557424751534494
Cer 18:1;O2/16:1 [metab-u-hilicpos],Cer 18:1;O2/16:1,0.360910766956394,0.0009306501881835,0.0022619969851683,metab-u-hilicpos,3.0312135305009895
CAR(14:0) [metab-u-rppos],CAR(14:0),0.255706755354581,0.0009365894829814,0.0032607189407502,metab-u-rppos,3.0284507232449362
Aspartic acid [metab-u-ionpneg],Aspartic acid,-0.178995630380243,0.0009846460319162,0.0040297353575651,metab-u-ionpneg,3.00671986494769
Pyruvic acid [metab-u-ionpneg],Pyruvic acid,-0.160677445947695,0.0009909185305487,0.0040297353575651,metab-u-ionpneg,3.0039620500430573
SM(d43:2)_isomer1 [metab-u-lrppos],SM(d43:2)_isomer1,0.127588148945087,0.0010215876773644,0.0032847973010642,metab-u-lrppos,2.9907243542772566
CAR 10:0 [metab-u-hilicpos],CAR 10:0,0.322671013339377,0.0010419398588991,0.0025150272456186,metab-u-hilicpos,2.982157347929046
SM(d44:3) [metab-u-lrppos],SM(d44:3),0.0632649575663748,0.0010841060462042,0.0034680331171943,metab-u-lrppos,2.9649282334538163
ATP [metab-u-ionpneg],ATP,-0.484605704708731,0.001084601421027,0.0041350429176656,metab-u-ionpneg,2.964729830894681
SM(d40:1)_isomer2 [metab-u-lrppos],SM(d40:1)_isomer2,0.102940589196795,0.001167780006403,0.0037167414416989,metab-u-lrppos,2.9326389645901108
Uric acid [metab-u-hilicpos],Uric acid,0.0885233277912114,0.0011758416254746,0.0028187984172338,metab-u-hilicpos,2.929651169598595
PI(38:6) [metab-u-lrppos],PI(38:6),0.103824497931555,0.0011869665313503,0.003758727349276,metab-u-lrppos,2.9255615265844175
Cer(d43:2) [metab-u-lrppos],Cer(d43:2),0.300465467858341,0.0012271109744954,0.0038663245276816,metab-u-lrppos,2.911116159822613
CAR(5:0(OH)) [metab-u-rppos],CAR(5:0(OH)),-0.224061055616495,0.0012359056321778,0.0042245501608988,metab-u-rppos,2.908014688623465
TG(53:3)>TG(17:0_18:1_18:2)_and_TG(17:1_18:1_18:1)_isomer3 [metab-u-lrppos],TG(53:3)>TG(17:0_18:1_18:2)_and_TG(17:1_18:1_18:1)_isomer3,-0.160577897203286,0.0012492093135867,0.0039106144935093,metab-u-lrppos,2.903364786510177
SM(d42:2)_isomer3 [metab-u-lrppos],SM(d42:2)_isomer3,0.0963966874260009,0.0012536419668187,0.0039106144935093,metab-u-lrppos,2.901826477888608
HexCer(d40:1)>HexCer(d18:1_22:0) [metab-u-lrppos],HexCer(d40:1)>HexCer(d18:1_22:0),0.0793229622789724,0.0012843628233268,0.0039866113377522,metab-u-lrppos,2.8913122738449437
Glutamine [metab-t-amines],Glutamine,0.0657525110698103,0.001317722243234,0.0024377861499829,metab-t-amines,2.880176123082854
FA 21:3;O_isomer1 [metab-u-lrpneg],FA 21:3;O_isomer1,-0.249442359631555,0.0013494983530996,0.0070329625709617,metab-u-lrpneg,2.8698276411113124
Pipecolic acid [metab-u-hilicpos],Pipecolic acid,-0.160126752064704,0.0013509814230875,0.0032166224359226,metab-u-hilicpos,2.8693506227811216
TG(51:3)_isomer1 [metab-u-lrppos],TG(51:3)_isomer1,-0.177970550650024,0.0013627470828777,0.0042090759653417,metab-u-lrppos,2.8655847389582907
PE(34:2) [metab-u-lrppos],PE(34:2),-0.128184502975934,0.001395388181429,0.004288766616451,metab-u-lrppos,2.855304959701368
Hydroxylysine [metab-t-amines],Hydroxylysine,-0.0338007252050687,0.0014082594389282,0.0024812190114449,metab-t-amines,2.8513173292027165
PC(41:6) [metab-u-lrppos],PC(41:6),0.110062084078738,0.0014274004792119,0.0043657565876385,metab-u-lrppos,2.8454541617761975
PC(O-40:4)_isomer3 [metab-u-lrppos],PC(O-40:4)_isomer3,0.0729200449612932,0.0015388337145391,0.0046837317427962,metab-u-lrppos,2.81280830723792
Glutamic acid [metab-u-hilicpos],Glutamic acid,-0.3536247851506,0.0015512542497834,0.0036685066717852,metab-u-hilicpos,2.809317015707588
Indole-3-methyl acetate [metab-u-rppos],Indole-3-methyl acetate,-0.27409749194711,0.0015949217966326,0.0053543803172666,metab-u-rppos,2.797260606728161
Glutamic acid [metab-u-ionpneg],Glutamic acid,-0.298317078765567,0.0015971944937615,0.0057311096540857,metab-u-ionpneg,2.796642195681005
SM(d40:2)_isomer1 [metab-u-lrppos],SM(d40:2)_isomer1,0.0886931079431648,0.0016366143976444,0.0049572812914158,metab-u-lrppos,2.7860536325623344
Aspartate [metab-t-tca],Aspartate,-0.228180766524817,0.0016506942843314,0.0048477157470377,metab-t-tca,2.7823333524925005
Acetylphosphate [metab-u-ionpneg],Acetylphosphate,0.69618209897344,0.0017145722853998,0.0058104949671885,metab-u-ionpneg,2.7658442005528356
PC(36:3)>PC(18:1_18:2) [metab-u-lrpneg],PC(36:3)>PC(18:1_18:2),-0.0832271975491672,0.0017344339704309,0.0087892334456497,metab-u-lrpneg,2.7608422290149717
FA 20:1;O [metab-u-lrpneg],FA 20:1;O,-0.241082980790306,0.0017513601699818,0.0087892334456497,metab-u-lrpneg,2.7566245313862585
SM(d39:1)_isomer1 [metab-u-lrppos],SM(d39:1)_isomer1,0.0844929615335275,0.0018307441022521,0.0055186372697697,metab-u-lrppos,2.7373723562699013
SM 18:1;O2/21:2 [metab-u-hilicpos],SM 18:1;O2/21:2,0.235830115631737,0.0018759667244428,0.0044066332453356,metab-u-hilicpos,2.7267748693253133
Arachidic acid [metab-u-rpneg],Arachidic acid,0.369711707838484,0.0018999105285113,0.00421284508496,metab-u-rpneg,2.7212668505675666
Oxoglutaric acid [metab-u-ionpneg],Oxoglutaric acid,0.148957732254534,0.0019539705624626,0.0062732739110642,metab-u-ionpneg,2.70908198343012
Car(20:3) [metab-u-lrppos],Car(20:3),0.118421583621835,0.0019654224500045,0.0058962673500137,metab-u-lrppos,2.706544087534331
Car(10:0) [metab-u-lrppos],Car(10:0),0.283407412654569,0.0019928641514428,0.0059501229664509,metab-u-lrppos,2.7005223050574667
PC(32:1) [metab-u-rppos],PC(32:1),0.258847288837707,0.002004995838836,0.0066129687315996,metab-u-rppos,2.697886524376686
PC P-36:5 or PC O-36:6 [metab-u-hilicpos],PC P-36:5 or PC O-36:6,-0.105076972006316,0.0020128770296113,0.0046967130690932,metab-u-hilicpos,2.6961827561558227
Caffeine [metab-u-hilicpos],Caffeine,-0.179160743805618,0.0020352993760537,0.0047175813352239,metab-u-hilicpos,2.691371700539294
N-Methyl-D-aspartic acid [metab-u-rpneg],N-Methyl-D-aspartic acid,-0.163159870512201,0.0021214491133699,0.004566576203419,metab-u-rpneg,2.6733673810775227
Phenyllactic acid [metab-u-rpneg],Phenyllactic acid,-0.254099260901967,0.002148977036903,0.004566576203419,metab-u-rpneg,2.667768225178448
Glutamate [metab-t-tca],Glutamate,-0.249779449280882,0.0021514609566163,0.0048477157470377,metab-t-tca,2.66726653081775
LPC(16:0)>LPC(0:0/16:0) [metab-u-lrppos],LPC(16:0)>LPC(0:0/16:0),-0.109442515115763,0.0021854793386622,0.0064942916840817,metab-u-lrppos,2.660453294938415
2-Hydroxyglutarate [metab-t-tca],2-Hydroxyglutarate,0.0555588051172226,0.0022035071577444,0.0048477157470377,metab-t-tca,2.656885534414853
TG(54:3)>TG(18:1/18:1/18:1) [metab-u-lrppos],TG(54:3)>TG(18:1/18:1/18:1),-0.134610684308239,0.002213170157399,0.0065455551353265,metab-u-lrppos,2.6549851944873084
Phenylacetic acid [metab-u-rpneg],Phenylacetic acid,-0.184162872618494,0.0022572402194125,0.0046987449465322,metab-u-rpneg,2.6464222200920107
PC(O-36:4)>PC(O-16:1/20:3) _isomer1 [metab-u-lrpneg],PC(O-36:4)>PC(O-16:1/20:3) _isomer1,-0.0578635417472135,0.0022714898422649,0.0111922499500689,metab-u-lrpneg,2.643689200939677
PC 33:0 [metab-u-hilicpos],PC 33:0,0.0893822171569241,0.0022788536514663,0.0052473603816658,metab-u-hilicpos,2.6422835644209597
2-Aminooctanoic acid [metab-u-rppos],2-Aminooctanoic acid,-0.224932629722044,0.00228163637859,0.0073517064429053,metab-u-rppos,2.641753567347625
PC(40:6)_isomer2 [metab-u-lrppos],PC(40:6)_isomer2,0.136952376038145,0.0022853318624032,0.0067272444963701,metab-u-lrppos,2.6410507253335664
SM(d35:1) [metab-u-rppos],SM(d35:1),0.14584422097705,0.0023071844687841,0.0073517064429053,metab-u-rppos,2.636917680480111
LPC(O-16:0) [metab-u-lrppos],LPC(O-16:0),-0.0840075248504029,0.0023989029028655,0.0070285613088631,metab-u-lrppos,2.619987330024297
Glutamine [metab-u-rpneg],Glutamine,0.115301679817669,0.0024117349064027,0.0049199392090615,metab-u-rpneg,2.617670430782978
LPC 22:6 [metab-u-hilicpos],LPC 22:6,0.121533116170774,0.0024557116376039,0.0056176410010548,metab-u-hilicpos,2.6098226316472997
DG 34:3 [metab-u-hilicpos],DG 34:3,0.274680389580315,0.0024916355920086,0.0056628081636559,metab-u-hilicpos,2.603515474032231
Theobromine [metab-u-rppos],Theobromine,-0.429641870486808,0.0025447915551718,0.0079736802062049,metab-u-rppos,2.594347785093861
Phosphoserine [metab-u-ionpneg],Phosphoserine,-0.338963436008267,0.0025666574631062,0.0078283052624739,metab-u-ionpneg,2.590632086844333
Acisoga [metab-u-hilicpos],Acisoga,0.0907641599203792,0.002567859714203,0.0057983929030391,metab-u-hilicpos,2.590428706075036
SM(d42:2)_isomer2 [metab-u-lrppos],SM(d42:2)_isomer2,0.0932670381300618,0.0025830996987494,0.0075330395865855,metab-u-lrppos,2.587858831232367
