query_refmet_name,match_basis,review_status,decision_scope,harmonization_eligibility,study_id,analysis_id,study_title,species,sample_source,analysis_type,polarity,chromatography,disease,refmet_name,refmet_id,inchi_key,pubchem_cid,super_class,main_class,sub_class,study_link,source_system,provenance_url
N-Lactoyl arginine,refmet_name_exact,requires_human_review,retrieval_only,requires_assay_identity_review,ST003063,AN005018,Uncoupling Metabolic Health from Thermogenesis via BCAA Nitrogen Flux in Brown Fat - Serum metabolomics from control and MBC UCP1-KO,Mouse,Blood,LCMS,POSITIVE,HILIC,Diabetes,N-Lactoyl arginine,,IOUCKFLDYLOCRN-WDSKDSINSA-N,171117870,Organic acids,Amino acids and peptides,Amino acids,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003063,metabolomics_workbench_metstat,https://www.metabolomicsworkbench.org/rest/metstat/;;;;;;;N-Lactoyl%20arginine
